date,h0,h1,h2
2024-01-15,1.0,1.0,0.9993179
2023-10-18,4.1470295e-18,3.4812148e-26,1.6256836e-21
2024-02-13,0.0064536706,0.9959853,0.999286
2022-02-26,0.9999893,0.99998045,0.5888527
2021-08-06,3.0223607e-28,1.0779972e-28,9.5304574e-17
2022-04-21,6.4034744e-10,1.0,1.0
2024-06-09,5.351399e-20,2.1217847e-09,1.0987797e-15
2022-03-21,7.1580394e-13,3.2633962e-10,0.996564
2023-09-21,1.3996765e-18,4.051117e-26,6.7086424e-15
2019-08-24,4.810286e-27,3.6497734e-25,1.3776033e-18
2023-09-24,6.5076103e-19,8.885013e-27,4.6912447e-19
2020-04-02,5.2320087e-10,1.0,1.0
2021-03-10,0.010237009,0.99999917,0.35542372
2023-11-17,8.2075896e-10,1.4420471e-12,2.5902871e-19
2024-06-21,1.311399e-24,1.2982581e-17,1.6337222e-13
2021-11-16,0.9951321,0.11364413,9.237008e-13
2021-05-01,8.1398746e-08,1.0,1.0
2019-04-29,3.4316156e-07,1.0,1.0
2024-11-15,0.00048927055,1.02290884e-10,1.0895882e-06
2024-07-25,4.422237e-28,2.0021549e-25,7.256417e-18
2023-12-26,1.0,1.0,0.97555506
2021-02-14,0.9952667,0.9999999,5.4327575e-06
2024-12-20,1.0,0.9999999,0.0021711406
2020-02-14,0.99948597,1.0,0.99999857
2019-07-02,2.146843e-18,2.403572e-17,5.9300277e-07
2021-11-12,0.007827042,2.9997007e-05,1.072471e-15
2022-03-25,1.7080101e-13,1.3733911e-09,0.9999987
2023-10-30,2.7821496e-15,6.884456e-26,1.6969522e-18
2020-04-20,1.12853606e-07,1.0,1.0
2024-09-09,1.6042641e-20,8.758223e-25,1.1124231e-15
2021-04-18,2.8849799e-13,0.00014939188,1.0
2019-09-23,3.7855703e-21,2.9908524e-22,3.1606757e-18
2023-01-07,0.99999595,1.0,0.03141239
2022-07-04,1.6366537e-21,8.343549e-26,4.1963037e-15
2019-08-15,3.8397278e-23,5.007539e-19,5.5668174e-15
2021-07-07,1.4386587e-17,5.4917144e-13,8.948206e-13
2023-05-28,1.9642847e-09,0.9999857,0.8816808
2022-09-21,9.319625e-19,2.4619412e-25,3.4254695e-24
2023-01-04,0.9981122,1.0,2.4589927e-11
2021-10-28,6.960938e-17,2.1975565e-22,1.6278005e-20
2021-05-24,7.287888e-06,1.0,0.019716196
2023-12-13,1.0,1.0,0.16686478
2023-05-19,8.829344e-09,1.0,0.99999845
2024-04-17,0.00014296074,1.0,1.0
2021-11-18,0.99996877,0.98769915,4.6153957e-12
2024-10-24,6.9135507e-22,2.3723654e-23,3.3426891e-15
2023-04-22,4.3717005e-13,0.99999964,0.99999976
2023-07-14,1.8477975e-23,7.943962e-27,8.7211996e-14
2020-07-05,2.747546e-22,1.2860944e-22,7.176987e-13
2020-09-28,1.9729626e-20,3.9659004e-27,8.258817e-17
2024-08-31,1.3042027e-20,5.0158044e-24,9.217974e-11
2024-08-03,3.1137558e-23,8.5330535e-23,6.209885e-13
2021-07-15,2.0675502e-22,3.0781564e-18,1.6383622e-17
2024-01-06,1.0,1.0,0.9929127
2021-05-27,4.674808e-05,1.0,0.00036019424
2020-10-06,2.614896e-21,4.30258e-27,1.9937289e-14
2020-08-11,1.1576491e-18,6.5626078e-18,1.6746764e-10
2021-11-14,0.00016939975,1.2515857e-05,9.688018e-14
2019-09-29,6.400296e-11,5.5883724e-22,8.421341e-20
2023-11-27,0.99234205,0.010007107,4.486674e-08
2024-06-13,2.7099623e-19,2.8929931e-12,1.7424107e-18
2024-09-12,1.10765624e-13,2.0144538e-22,3.0357183e-09
2024-12-23,1.0,1.0,0.010314417
2023-09-17,8.463476e-25,3.0167094e-25,9.411563e-16
2020-05-04,1.9963302e-08,1.0,0.9999974
2020-02-13,0.9985593,1.0,1.0
2023-08-28,1.2740862e-23,3.673731e-24,1.0034574e-09
2022-12-26,0.9999925,1.0,1.7494916e-06
2024-01-12,1.0,1.0,0.99868864
2023-01-23,3.7576194e-06,1.0,2.6858205e-10
2024-04-23,0.26450768,1.0,1.0
2019-06-30,1.8288555e-24,1.2855297e-23,1.9716613e-12
2023-03-16,1.2120733e-09,0.99999857,0.07087961
2019-06-28,3.7157505e-29,8.2974435e-23,6.0182695e-15
2024-09-16,2.8492441e-16,1.4852696e-21,1.472691e-10
2023-11-13,2.70459e-13,3.4032787e-22,7.54729e-19
2024-08-02,2.7358647e-21,3.4421874e-22,3.2055794e-10
2024-12-28,1.0,1.0,0.7242999
2019-10-07,7.591106e-08,3.9840993e-18,2.0055157e-20
2020-05-06,1.203164e-07,1.0,0.99999464
2019-11-02,9.3586385e-07,3.5455854e-11,2.3897224e-16
2021-11-11,2.0474523e-12,7.0672036e-12,3.9722283e-20
2020-03-05,0.013992412,0.9999994,0.002137719
2023-12-15,1.0,1.0,0.95348084
2022-11-08,1.3030904e-10,3.485752e-07,1.1406737e-14
2024-11-22,0.99972194,0.0014617237,2.3411583e-05
2020-03-09,1.7049682e-06,1.0,0.015150695
2021-10-31,8.5387824e-16,3.1918964e-20,5.7180607e-22
2019-06-12,5.4068343e-23,7.4597996e-16,7.478995e-11
2022-07-20,5.0023384e-22,6.2533014e-25,1.4592873e-16
2021-12-02,0.99999964,1.0,6.416773e-06
2024-06-27,4.253019e-28,1.888185e-23,1.3845424e-17
2021-12-15,0.99996054,1.0,0.78395647
2022-03-12,0.24515225,1.7006478e-05,0.00026699185
2019-10-19,5.6009503e-12,3.0780727e-19,9.780108e-21
2023-10-15,1.6943657e-17,8.5988187e-26,1.8546461e-17
2020-02-15,0.9994784,1.0,0.9999999
2019-06-02,6.309804e-25,2.0893303e-14,3.528285e-09
2024-11-01,7.5114584e-23,4.681776e-24,1.5500294e-16
2020-12-04,1.0,1.0,0.20449142
2019-06-10,8.459559e-20,4.811476e-13,5.932107e-09
2021-06-11,1.7629818e-12,0.99829215,1.0944408e-09
2019-06-06,7.189061e-23,4.2541894e-12,2.1468407e-09
2022-02-14,1.0,1.0,0.9999893
2019-10-21,4.9171153e-11,4.011233e-16,4.134758e-17
2021-08-17,2.9279861e-21,7.058523e-21,2.4624302e-17
2023-12-14,1.0,0.9999981,0.0007157452
2022-09-02,1.6208626e-25,1.307795e-27,3.2338277e-18
2023-10-28,1.2206659e-18,1.752429e-26,6.182751e-20
2019-04-25,3.1810853e-08,1.0,0.9999999
2023-09-25,5.30454e-24,2.1273562e-28,9.767458e-23
2021-04-10,5.8526575e-14,0.0010118271,1.0
2021-02-27,0.9998116,1.0,7.6174885e-08
2022-08-29,9.204977e-25,4.6043367e-26,8.1079365e-20
2024-05-31,1.0160305e-15,0.17377156,1.308394e-08
2023-09-01,1.3341426e-21,7.07338e-27,3.013092e-14
2019-10-23,1.41505945e-08,5.0957823e-17,6.18177e-17
2023-09-03,2.7230582e-21,2.2331806e-26,7.0959364e-15
2019-03-29,7.7734347e-16,4.2711307e-13,0.9635974
2020-03-24,0.0029878062,0.9999999,0.99998474
2021-03-01,0.9892497,1.0,0.011223078
2023-10-27,1.1224495e-14,7.043477e-24,2.021928e-16
2024-09-27,3.270787e-25,2.5303542e-24,2.4545056e-17
2024-09-14,6.2674773e-13,3.2220688e-25,5.292039e-13
2020-03-21,1.3401379e-06,1.0,1.0
2020-04-29,1.6150935e-08,1.0,0.9998179
2024-11-03,1.429968e-20,6.7554857e-22,1.0648142e-17
2022-08-24,1.2054854e-22,1.5000333e-22,5.3832454e-17
2024-07-07,5.394897e-26,5.318868e-23,2.4578385e-19
2021-03-03,0.0030665551,0.99999964,0.9899809
2023-02-25,2.3876353e-06,1.0,0.0009655314
2022-03-09,0.93930626,0.105981536,1.208531e-07
2022-04-17,9.156306e-08,1.0,1.0
2020-02-19,0.9906172,1.0,0.99999857
2019-04-14,4.718324e-13,0.19612308,1.0
2024-01-05,1.0,1.0,0.99135816
2024-04-12,2.0177369e-08,1.0,1.0
2020-11-10,0.8815105,0.0027822002,7.747905e-11
2023-08-03,5.3126756e-26,8.402411e-27,1.2221686e-14
2022-09-16,2.2895747e-21,9.1873576e-27,1.9117399e-23
2023-11-16,5.3120353e-08,8.108015e-16,1.9013882e-18
2021-02-24,0.9982326,1.0,0.054444272
2023-03-01,7.333907e-07,1.0,1.4053946e-06
2022-09-08,6.409562e-17,2.3677959e-26,5.194065e-18
2021-08-07,3.5742684e-25,5.51073e-27,1.1770648e-17
2021-01-29,0.9999999,1.0,4.6646583e-05
2020-08-28,1.8414606e-27,4.4768673e-24,4.7901653e-18
2024-03-31,9.318103e-10,1.0,0.99999595
2022-09-18,1.4373134e-19,5.5944185e-26,3.2943202e-22
2024-03-27,8.0028016e-08,0.99997354,1.0
2021-01-25,0.9999994,1.0,0.08395146
2021-12-17,0.99999964,1.0,0.98738354
2021-12-20,1.0,1.0,0.99873394
2023-09-06,1.6331103e-22,1.5671368e-28,1.771714e-18
2020-06-04,5.530095e-15,0.96500087,7.207528e-05
2020-09-15,7.137422e-29,1.177776e-22,2.7154367e-19
2020-11-11,0.9999728,1.0008126e-06,8.831753e-09
2024-07-27,3.0879244e-29,6.517056e-25,2.3806977e-15
2021-10-10,7.4001476e-21,8.186772e-23,3.3295635e-18
2021-10-11,7.2584e-21,4.0435735e-23,1.102376e-18
2020-09-26,3.6745373e-20,7.231609e-24,1.4830046e-14
2019-04-23,1.5218199e-05,1.0,1.0
2020-06-14,7.085625e-24,3.344457e-05,2.3676145e-08
2022-03-15,5.7380777e-14,9.722982e-11,0.9773925
2020-06-27,3.700819e-18,3.7452913e-15,4.988331e-15
2023-09-28,1.6481481e-16,2.3346718e-27,5.2565834e-22
2024-09-05,1.7115097e-16,3.3262147e-24,2.1749075e-13
2022-09-24,5.455533e-19,3.4157805e-28,3.825413e-24
2019-12-16,0.99999726,1.0,0.9999821
2021-10-01,6.207296e-23,7.460498e-27,1.5264645e-23
2019-03-30,2.8189836e-16,1.9123089e-08,0.99999964
2024-07-08,8.219891e-28,4.0695087e-23,4.2855615e-19
2024-11-30,1.0,0.99998486,0.005558719
2021-12-19,0.99999964,1.0,0.99999857
2019-07-29,3.1091333e-19,1.4080561e-20,1.10105855e-14
2020-11-20,0.99999845,9.7092445e-05,5.2969976e-06
2019-12-24,0.9991689,1.0,0.9999863
2021-07-24,2.0423762e-25,1.3610706e-26,2.219352e-21
2024-09-18,8.897234e-17,6.412599e-23,3.513698e-13
2022-01-28,1.0,1.0,0.9999995
2019-11-26,0.9980124,0.01463791,0.052616008
2021-01-18,0.9999999,1.0,0.020923838
