date,h0,h1,h2,h3,h4,h5
2024-01-15,0.9999995,0.9994647,1.0,0.99999976,0.99991,2.8325344e-06
2023-10-18,4.7981563e-11,5.8112244e-17,4.3817536e-12,4.4778314e-13,5.536623e-06,1.0
2024-02-13,0.9999956,1.0,0.85316443,7.437194e-06,0.00054596725,0.17578444
2022-02-26,0.99990046,0.9999689,0.99999976,0.0105377035,0.91704726,0.0013799992
2021-08-06,4.581962e-11,3.3300027e-10,8.742168e-25,1.1886965e-11,1.4894752e-05,1.0
2022-04-21,0.9999925,1.0,3.2369647e-09,0.9999999,0.99994266,0.000111015994
2024-06-09,6.839005e-14,0.008500698,6.458755e-15,0.9999964,7.095987e-07,0.99999976
2022-03-21,0.9999981,0.9999933,5.5603133e-11,2.439535e-07,0.00014192941,1.0
2023-09-21,1.2558504e-05,1.8298808e-17,8.206973e-15,1.9028206e-15,0.96496195,1.0
2019-08-24,5.1392674e-13,3.6199962e-10,2.2974675e-20,3.9590848e-11,1.1422508e-05,1.0
2023-09-24,3.8279802e-10,3.1566062e-16,4.8611805e-12,2.3968368e-14,0.00054821686,1.0
2020-04-02,0.99995625,1.0,9.608085e-09,0.8772952,0.99922585,1.733518e-05
2021-03-10,0.9994497,1.0,0.9982644,0.00020268816,0.0038692143,0.0005369526
2023-11-17,3.2867342e-10,1.8365124e-11,0.013660363,0.016208155,7.877218e-06,0.9999999
2024-06-21,2.2669816e-11,1.930083e-06,1.2227945e-20,0.99115163,0.4087049,1.0
2021-11-16,3.5070512e-05,0.00047863842,0.9999999,0.9999976,2.2303368e-05,0.999984
2021-05-01,1.0,1.0,7.267597e-10,1.0,0.9999174,0.0004119651
2019-04-29,1.0,1.0,4.44876e-09,0.9999944,0.99890137,1.42566105e-05
2024-11-15,0.9999057,7.806002e-07,0.87194556,9.424276e-06,0.06301902,0.99999964
2024-07-25,7.6747476e-11,2.1527747e-12,5.240241e-24,2.0693133e-11,0.004465017,1.0
2023-12-26,0.9999119,0.9998894,1.0,1.0,0.9936079,3.4189692e-05
2021-02-14,0.9968442,0.999997,0.9999738,0.7095961,5.7667967e-07,8.284498e-05
2024-12-20,0.9999211,0.0025526031,1.0,0.9999949,0.9997621,3.4249076e-06
2020-02-14,0.99999964,1.0,0.99722373,0.9993839,0.97367245,0.0004129459
2019-07-02,8.6178465e-05,6.192681e-11,9.007568e-18,0.78728926,0.99999976,1.0
2021-11-12,1.7014267e-08,5.6989006e-06,0.95931584,1.0,7.439993e-08,0.9999994
2022-03-25,0.9999999,0.9999994,1.6516382e-12,3.4837957e-09,0.050254744,0.9999999
2023-10-30,5.937616e-07,1.7610494e-16,1.3305916e-11,3.0837503e-11,8.60011e-08,1.0
2020-04-20,0.99946517,1.0,8.82041e-08,1.0,0.9999988,3.613101e-05
2024-09-09,8.424859e-09,4.389407e-16,8.938124e-17,2.8169518e-16,0.99990356,0.99999917
2021-04-18,1.0,0.9998925,1.6127498e-13,0.10893652,0.99999976,0.9999633
2019-09-23,9.132394e-12,6.685947e-14,1.4760216e-16,0.028143726,0.00013458302,1.0
2023-01-07,0.0509606,0.9999988,1.0,1.0,0.9961479,1.4277317e-06
2022-07-04,4.906866e-11,3.0077923e-14,3.2350718e-19,1.5327844e-07,0.9999752,1.0
2019-08-15,5.239236e-11,1.4873667e-11,1.7786221e-17,4.27869e-09,0.993743,0.9999999
2021-07-07,1.4810416e-08,6.77131e-08,1.1267014e-13,0.9035425,0.023977688,1.0
2023-05-28,0.045101915,0.99997795,2.2346475e-10,0.9999999,0.9999825,0.013548709
2022-09-21,1.4564351e-15,9.189783e-18,1.2107816e-13,8.7761244e-08,2.2701473e-05,1.0
2023-01-04,4.273126e-07,0.9999957,1.0,0.99632156,3.1399937e-05,0.0069082268
2021-10-28,5.878753e-12,5.1947264e-15,4.4243973e-13,0.7333198,2.0586171e-07,1.0
2021-05-24,0.508147,1.0,3.519429e-07,1.0,0.0016169024,0.001065188
2023-12-13,0.99780697,0.98520505,1.0,1.0,0.9968663,0.00033535587
2023-05-19,0.9038336,1.0,9.6993425e-08,1.0,0.99997187,0.0010433169
2024-04-17,0.99998045,1.0,0.0013175557,1.0,0.99992895,1.1120176e-05
2021-11-18,0.0012281488,0.00499148,0.9999993,1.0,1.0344664e-06,0.99982506
2024-10-24,1.5296521e-07,2.2191253e-08,4.4344607e-16,1.2458425e-12,7.933072e-09,1.0
2023-04-22,0.98847485,1.0,1.135478e-12,0.99999964,0.99983454,0.0059428154
2023-07-14,3.7390944e-08,6.3476146e-16,2.307968e-17,3.1847168e-15,0.9999449,1.0
2020-07-05,4.1328753e-06,3.1779333e-11,4.4725894e-21,8.04669e-06,0.2836,1.0
2020-09-28,4.6652562e-07,5.4586553e-19,1.5010953e-18,2.7231176e-08,0.10044798,1.0
2024-08-31,5.583619e-06,8.057472e-14,1.07556376e-16,6.751446e-13,0.9999995,1.0
2024-08-03,2.4407942e-07,2.5866245e-11,1.890114e-18,5.6664905e-14,0.99753606,1.0
2021-07-15,9.677089e-13,5.78857e-09,9.099118e-19,0.9666782,0.000114363575,1.0
2024-01-06,0.9999999,0.9991935,1.0,0.9999968,0.98865837,3.840607e-06
