date,h0,h1,h2,h3
2023-01-04,0.011825045,0.011844662,0.0123819895,0.012819808
2019-09-20,0.011828572,0.011848201,0.01238582,0.012823899
2020-03-06,0.011828371,0.011848001,0.012385593,0.012823639
2023-07-05,0.011825785,0.011845405,0.012382776,0.012820641
2024-07-01,0.011828025,0.011847653,0.012385219,0.012823242
2024-03-14,0.011828125,0.01184775,0.0123853255,0.012823363
2023-06-29,0.01182724,0.011846867,0.012384363,0.01282233
2021-03-18,0.011827746,0.011847369,0.012384911,0.012822916
2024-10-13,0.01182812,0.011847744,0.012385319,0.01282335
2024-12-02,0.011828305,0.011847933,0.012385517,0.012823562
2024-09-06,0.01182816,0.0118477885,0.012385365,0.012823399
2024-03-30,0.011828236,0.011847867,0.012385447,0.012823483
2024-01-01,0.011828309,0.011847939,0.012385523,0.012823569
2023-01-01,0.011825049,0.011844668,0.012381995,0.012819819
2024-01-25,0.011828315,0.011847944,0.012385529,0.012823574
2024-09-29,0.01182792,0.011847548,0.012385103,0.012823122
2020-09-07,0.0118276635,0.01184729,0.012384823,0.012822819
2021-02-13,0.011828343,0.011847972,0.012385564,0.01282361
2021-04-15,0.011828164,0.011847794,0.012385365,0.012823399
2020-07-10,0.011827506,0.011847136,0.012384653,0.012822638
2024-05-13,0.011826693,0.011846314,0.012383754,0.012821685
2020-08-27,0.011827959,0.011847587,0.012385144,0.0128231635
2022-02-13,0.011828186,0.011847816,0.012385388,0.012823422
2022-01-30,0.011828271,0.0118479,0.012385483,0.012823519
2021-05-03,0.011828226,0.011847855,0.012385431,0.012823472
2023-10-09,0.011828233,0.01184786,0.012385452,0.012823501
2022-05-25,0.011826415,0.011846036,0.012383458,0.012821365
2022-07-17,0.0118280025,0.011847631,0.01238519,0.012823212
2022-02-04,0.011828233,0.01184786,0.012385435,0.012823476
2019-05-19,0.011828186,0.011847816,0.012385394,0.012823429
2021-05-07,0.011828243,0.011847867,0.012385447,0.0128234895
2019-08-23,0.01182724,0.011846867,0.012384363,0.0128223365
2021-10-11,0.011827858,0.011847481,0.012385032,0.012823049
2023-01-25,0.011825317,0.011844936,0.012382287,0.012820127
2021-12-20,0.011828281,0.0118479105,0.012385488,0.012823532
2020-08-17,0.011828186,0.011847816,0.012385388,0.012823429
2020-04-24,0.011828198,0.011847822,0.012385401,0.0128234355
