,h0,h1,h2,h3
aphanizomenon,0.0022562086,0.0022595667,0.0023529113,0.0024287715
askenasia,0.00019200936,0.00019198851,0.0001911333,0.00019118695
asplanchna,-0.0010801804,-0.0010818859,-0.0011285903,-0.0011663527
asterionella,0.00041858922,0.0004195055,0.00044467035,0.0004651668
aulacoseira,-0.00063478464,-0.0006355919,-0.000656352,-0.00067379366
bosmina,-0.00060518645,-0.00060626783,-0.00063552073,-0.0006597296
centric_diatom,0.00036221,0.00036299072,0.0003841881,0.0004020951
ceratium,-4.4182747e-05,-4.381486e-05,-3.373715e-05,-2.5547746e-05
chaoborus,0.0008336039,0.00083538884,0.00088354765,0.0009236824
chlorophyte,-0.00011086211,-0.00011017676,-9.1431604e-05,-7.707884e-05
chlorophyte_colonial_dividing,-0.00044408054,-0.0004450133,-0.0004673128,-0.0004858979
chlorophyte_elongated,-0.00011461569,-0.00011453399,-0.00011446666,-0.000112732916
chlorophyte_frame,0.00021912278,0.00021994066,0.00024264201,0.00026230494
chlorophyte_square,-5.4768927e-05,-5.5157194e-05,-6.7379224e-05,-7.808216e-05
chroococcales,-0.00023998378,-0.00024031242,-0.00024969873,-0.00025840482
chydorus,-0.0005414096,-0.000542473,-0.00057109655,-0.0005937121
ciliate,-0.0009950779,-0.0009968091,-0.0010434956,-0.0010823502
ciliate_big,-0.00058814575,-0.0005882157,-0.0005898484,-0.0005899174
ciliate_blue,-0.0003524658,-0.00035349655,-0.000380566,-0.00040276896
ciliate_green,-0.00059757684,-0.000598034,-0.00061052333,-0.0006200103
ciliate_round,9.031782e-05,9.193925e-05,0.00013682691,0.00017518189
closterium,-0.00040289052,-0.00040317475,-0.0004087411,-0.00041285242
coelastrum_reticulatum,0.00021829217,0.00021902577,0.00023722259,0.0002525754
coelosphaerium,-0.00014239055,-0.00014241334,-0.00014402931,-0.00014576419
coleps,-0.00074321736,-0.0007437179,-0.00075704826,-0.0007668113
collotheca,-0.0015270408,-0.0015289822,-0.0015816836,-0.0016235433
conochilus,0.00026049052,0.00026138668,0.00028537426,0.0003053616
cosmarium,-0.00022384855,-0.00022403401,-0.00023022694,-0.00023677379
cryptophyte,-0.0008541622,-0.0008550003,-0.0008803958,-0.00089972804
cyanobacteria_colonial_blue,-4.3096693e-06,-4.2870556e-06,-3.6993326e-06,-3.855504e-06
cyanobacteria_colonial_clathrate,-0.0003532991,-0.0003539638,-0.00037264323,-0.00038924674
cyanobacteria_colonial_probably,0.0009816414,0.0009838227,0.0010504904,0.0011049911
cyanobacteria_filamentous,-9.828704e-05,-9.776783e-05,-8.4574305e-05,-7.343423e-05
cyclops,-0.001179373,-0.0011807826,-0.0012216205,-0.0012533374
daphnia,0.00016845166,0.00016909424,0.00018613768,0.00019913266
daphnia_cucullata,0.0003816545,0.00038190975,0.00038832185,0.0003928687
diaphanosoma,0.0009018695,0.0009040439,0.0009632169,0.0010110369
didinium,0.00083398004,0.0008362332,0.0008972448,0.00094667514
dinobryon,-0.0012890346,-0.001290971,-0.0013441826,-0.0013869704
dinoflagellate_diamond,-0.0005511887,-0.00055184704,-0.0005710369,-0.0005854459
dolichospermum,0.00041401768,0.00041435295,0.00044157106,0.00046410787
eudiaptomus,6.8109184e-05,6.8513444e-05,7.9390884e-05,8.8433415e-05
fragilaria,-0.0004361418,-0.00043669724,-0.00045258025,-0.00046508195
gonium,-6.014681e-05,-6.0022376e-05,-5.739606e-05,-5.5127926e-05
gymnodinium,-0.0012344862,-0.0012362521,-0.0012849403,-0.0013244649
kellicottia,8.647682e-05,8.735791e-05,0.000110952096,0.00013009502
keratella_cochlearis,-0.0017107975,-0.0017126491,-0.0017644521,-0.001807116
keratella_quadrata,-4.408445e-05,-4.3837925e-05,-3.6866495e-05,-3.0796324e-05
leptodora,0.00091714977,0.0009188003,0.00096394034,0.0010003968
limnoraphis,0.0024403417,0.0024441928,0.0025494762,0.0026360385
mallomonas_akrokomos,-0.0017328048,-0.0017347463,-0.0017882324,-0.0018315719
mallomonas_big,0.0007704168,0.000771724,0.0008059237,0.000833761
nauplius,-0.00016737578,-0.0001664829,-0.00014339975,-0.00012248527
oocystaceae,0.00020085022,0.00020150206,0.00021864033,0.00023374411
pandorina,0.00075759506,0.00075872376,0.0007893581,0.0008134865
paradileptus,-0.00084449997,-0.00084451254,-0.00084418507,-0.00084266736
pediastrum,-0.00028802158,-0.00028870607,-0.00030733916,-0.00032269766
pennate_diatom,-0.0005419828,-0.0005426389,-0.0005603555,-0.0005740175
peridinium,-0.0002320087,-0.0002322465,-0.0002392224,-0.0002444325
phacotus,2.0393355e-07,3.9217713e-07,5.057114e-06,8.129838e-06
plankton_x,0.0007563068,0.00075799506,0.00080383185,0.00084077317
plankton_y,-0.0005043022,-0.00050462055,-0.0005144059,-0.0005219417
plankton_z,-0.0009690681,-0.000970545,-0.0010114979,-0.0010447323
planktosphaeria,-0.0008598207,-0.0008613275,-0.00090129074,-0.0009339265
polyarthra,-0.00054649304,-0.0005477604,-0.0005822335,-0.00061104476
protist_like_ciliate,0.0005465918,0.0005477512,0.0005791153,0.0006051881
rhodomonas,-0.0019471614,-0.0019501373,-0.0020315896,-0.0020974225
rotifer,-0.00035764792,-0.0003577058,-0.0003593406,-0.00036092743
rotifer_long,-0.0006272552,-0.00062771625,-0.00064136693,-0.0006516428
rotifer_z,-0.0016030929,-0.0016055832,-0.0016738783,-0.0017294484
scenedesmus,-0.0004399068,-0.00044070967,-0.00046251086,-0.00048055025
snowella,-0.00012044926,-0.00012036026,-0.00011832079,-0.00011593179
staurastrum,-0.0011662211,-0.0011670549,-0.0011892477,-0.0012063028
strombidium,0.002027273,0.002030933,0.0021297068,0.002210348
synchaeta,-0.0014250051,-0.0014262551,-0.0014613749,-0.0014892974
synedra,-0.00039206943,-0.0003924768,-0.00040378305,-0.00041406354
synedra_angustissima,0.0008818639,0.0008837559,0.00093526515,0.0009779488
synura,-0.00054829643,-0.0005494486,-0.00058246095,-0.0006096118
tetraedron,-0.0004752738,-0.0004752721,-0.00047502312,-0.00047502233
tintinnid,-0.000207589,-0.00020814934,-0.00022398871,-0.00023712382
trichocerca,-0.00045419773,-0.00045452086,-0.0004639277,-0.000470823
uroglena,-0.00034553188,-0.0003453687,-0.00034024307,-0.00033507697
vorticella_epistylis_like,-0.0015704075,-0.0015736048,-0.0016603102,-0.0017312327
