,h0,h1,h2,h3
aphanizomenon,0.019489588,-0.08858657,0.14840277,0.003739144
askenasia,0.05653849,0.02165743,-0.3586927,-0.0711931
asplanchna,-0.01914911,-0.10154681,0.20102222,0.011692425
asterionella,0.044719785,-0.13880956,-0.057780754,-0.093771845
aulacoseira,-0.0038299938,-0.0042182207,-0.0046137488,-0.004218904
bosmina,-0.020477328,-0.17877336,-0.064354286,0.34168014
centric_diatom,-0.10869626,-0.24139026,-0.16725114,-0.082504146
ceratium,-0.0038193024,-0.098783456,-0.3240664,0.16259843
chaoborus,-0.054978844,-0.19677305,-0.09231584,0.37683696
chlorophyte,-0.09446075,-0.10228499,-0.079012126,-0.0824574
chlorophyte_colonial_dividing,-0.088913746,-0.101848714,-0.083567545,-0.08335702
chlorophyte_elongated,-0.09581849,-0.20089614,0.0024963536,-0.018136699
chlorophyte_frame,0.050598215,0.055235717,0.13665228,0.06440853
chlorophyte_square,-0.19662309,-0.22149047,0.07649512,-0.059411637
chroococcales,-0.18603139,-0.03410443,-0.05588657,-0.19621478
chydorus,0.038674954,0.29006058,0.38106263,-0.18359138
ciliate,0.09903778,0.08003566,0.078253455,0.27355996
ciliate_big,-0.19427665,-0.017524786,-0.18311147,-0.4361345
ciliate_blue,-0.09456205,-0.19753551,0.011743586,0.20698348
ciliate_green,0.27705762,0.04724817,-0.18790928,-0.22971521
ciliate_round,0.34098998,0.13422559,0.1351263,-0.21523374
closterium,-0.026559507,-0.09357122,0.07668366,-0.0014047703
coelastrum_reticulatum,0.035469353,-0.20396225,-0.22539422,0.12602226
coelosphaerium,0.19784199,-0.05531032,0.053750865,-0.16448353
coleps,-0.0090051,-0.25726616,-0.34824944,0.094409354
collotheca,-0.048242815,0.013279781,0.43936637,-0.113613546
conochilus,0.08665479,0.14474113,-0.102484055,-0.16113557
cosmarium,-0.114996605,0.02319636,-0.40741864,-0.09410684
cryptophyte,-0.045168567,-0.05155439,-0.03799627,-0.039675068
cyanobacteria_colonial_blue,-0.27456522,-0.042740673,-0.02356896,-0.092402235
cyanobacteria_colonial_clathrate,-0.117394716,-0.20011395,-0.13524996,-0.12636049
cyanobacteria_colonial_probably,-0.14486954,-0.14800046,-0.124836504,-0.11679614
cyanobacteria_filamentous,-0.1352586,-0.26497734,-0.0026929814,-0.008490054
cyclops,-0.038242545,-0.34662646,0.010663245,-0.12328343
daphnia,-0.011292247,-0.30367085,-0.16903235,0.035846815
daphnia_cucullata,0.09893742,-0.5438291,-0.1497212,-0.03800133
diaphanosoma,-0.16621579,0.2834811,-0.26793182,0.28599232
didinium,0.049993508,-0.03955391,0.2655336,-0.109834105
dinobryon,-0.04520409,-0.050926656,-0.038198978,-0.040036373
dinoflagellate_diamond,0.15125348,-0.24199851,0.018928317,-0.14564037
dolichospermum,-0.040996954,-0.042279087,-0.043967154,0.041123006
eudiaptomus,0.22156286,-0.0077715805,0.08165623,-0.15814835
fragilaria,-0.1276076,-0.22603731,-0.15881833,-0.15210603
gonium,0.27044505,0.3343541,-0.040661007,-0.16725273
gymnodinium,0.081057906,-0.006541627,-0.028032,-0.03189055
kellicottia,0.15913177,0.28590447,-0.021860814,-0.011068477
keratella_cochlearis,-0.53137386,0.37008876,-0.11034715,0.18349577
keratella_quadrata,-0.26145852,0.1651492,-0.232441,0.056627866
leptodora,-0.09872694,-0.08411606,0.047959592,0.16214357
limnoraphis,0.11755745,0.0019258269,0.23045135,0.17195034
mallomonas_akrokomos,-0.035873763,-0.09245377,-0.37641203,0.26532456
mallomonas_big,-0.10384608,-0.07292136,-0.17345938,0.09744414
nauplius,-0.21586119,-0.09743618,-0.11251314,-0.11012107
oocystaceae,-0.1399893,-0.15255064,-0.10973579,-0.11342811
pandorina,-0.17692208,-0.06329023,-0.07058211,-0.14806223
paradileptus,-0.007297798,0.0029975886,0.079076186,-0.28573784
pediastrum,-0.14913487,0.2182349,-0.123843856,0.18713132
pennate_diatom,0.05783637,-0.1939854,-0.08837468,0.10984979
peridinium,0.11469322,-0.016886637,0.25165674,-0.27604914
phacotus,-0.091389745,-0.04994351,0.15863857,0.055989664
plankton_x,1.5365318e-07,0.12845111,-3.20163e-07,-0.4240717
plankton_y,-0.1340877,-0.009484791,0.02204084,-0.26998168
plankton_z,0.13207287,-0.074760765,0.06319111,0.44874814
planktosphaeria,0.10183116,0.06385048,-0.118989915,0.30574894
polyarthra,0.18221082,-0.01745631,-0.42015773,0.15312208
protist_like_ciliate,-0.08583002,0.04518306,0.0054528457,-0.18284266
rhodomonas,-0.13871747,-0.16833897,-0.12646282,-0.14395343
rotifer,-0.11580301,-0.10928599,-0.14141396,-0.16959918
rotifer_long,0.32459095,0.10415877,-0.24381302,-0.121119194
rotifer_z,0.17755927,0.0975833,-0.241225,-0.023324313
scenedesmus,0.19718876,0.20223452,-0.0023950436,0.011908906
snowella,-0.0039065806,-0.051628564,0.3464018,0.1618144
staurastrum,-0.013475368,0.08537582,-0.19370234,0.29706702
