,h0,h1,h2,h3,h4
aphanizomenon,-0.064587526,0.48604453,-0.034592584,-0.17400056,0.025360316
askenasia,-0.031723876,-0.2786615,0.50642496,0.011212445,-0.55411947
asplanchna,0.00947025,0.19789036,-0.17850764,0.053151954,-0.10082043
asterionella,-0.22359824,-0.09911709,-0.049309243,-0.21775776,-0.12647897
aulacoseira,-0.013116566,-0.009607926,-0.012701791,-0.012040854,-0.01059784
bosmina,0.2247229,0.5142271,0.2757572,0.042609375,0.0065606884
centric_diatom,-0.22236656,-0.076052845,-0.11853215,-0.13863923,-0.1326698
ceratium,-0.48464757,0.030550223,-0.06200513,0.08544691,0.29687437
chaoborus,0.009787682,0.18549417,0.0077682356,-0.022201763,0.47919762
chlorophyte,-0.116359435,-0.09055111,-0.110140055,-0.10472737,-0.088534616
chlorophyte_colonial_dividing,-0.13464889,-0.106666334,-0.13700393,-0.12284088,-0.10670388
chlorophyte_elongated,-0.07663374,-0.049947392,-0.112182856,-0.15105674,-0.009049954
chlorophyte_frame,0.13972485,-0.14706539,0.09417616,-0.23362902,-0.2599462
chlorophyte_square,-0.2464818,-0.04544652,-0.08320823,-0.28463632,0.13272978
chroococcales,-0.11021428,-0.18926017,-0.19767039,-0.16792202,0.044752102
chydorus,0.1875437,0.02968247,-0.065606266,-0.080539964,0.32241216
ciliate,-0.07740396,-0.27534476,0.09335531,-0.09693411,-0.20243807
ciliate_big,0.08086686,0.3867516,0.35748005,-0.37045807,0.24616572
ciliate_blue,0.16731538,-0.16798285,-0.2695279,-0.07883,-0.2062451
ciliate_green,-0.119097635,0.09457444,-0.07278399,0.116666995,-0.15900795
ciliate_round,0.32765752,0.32950065,0.13216642,-0.30034104,-0.055935204
closterium,-0.1311054,-0.05766361,-0.06123891,0.08797535,0.05105391
coelastrum_reticulatum,-0.30321693,0.11753696,0.14385645,0.2140174,0.19236223
coelosphaerium,-0.24137497,0.07326726,0.2689358,-0.11216229,-0.0045291064
coleps,0.2280832,0.10693709,-0.13691996,-0.26751256,-0.08889343
collotheca,0.10402176,0.16756912,-0.18928152,-0.14577496,0.110377155
conochilus,0.1545756,0.16700327,0.051543783,0.06333469,-0.10776734
cosmarium,-0.033665694,-0.2084555,0.072056636,0.19121353,-0.116422646
cryptophyte,-0.043385707,-0.032873016,-0.041656263,-0.037178893,-0.032392886
cyanobacteria_colonial_blue,-0.18529017,-0.1398013,-0.00418597,-0.062940426,-0.15917957
cyanobacteria_colonial_clathrate,0.059151176,-0.4131671,-0.16665761,-0.27284122,0.05480746
