,h0,h1,h2,h3,h4
cyanobacteria_colonial_probably,-0.13120559,-0.15539576,-0.13450177,-0.10750531,-0.1808794
cyanobacteria_filamentous,-0.1623548,-0.0787549,-0.047195755,-0.15730473,-0.10030096
cyclops,-0.09613493,-0.065211594,-0.1504632,-0.1089923,-0.15843068
daphnia,-0.11125587,0.11137187,-0.14495094,0.06533646,-0.175901
daphnia_cucullata,0.0386607,0.011658826,0.019247469,-0.045292974,-0.07615363
diaphanosoma,0.2638894,0.031136349,0.07734248,-0.35582057,0.11433327
didinium,-0.33690906,0.007021566,0.24822356,-0.19380581,-0.1009484
dinobryon,-0.050580367,-0.039560918,-0.050249826,-0.044301722,-0.037727807
dinoflagellate_diamond,-0.086307056,-0.111854605,-0.06393238,-0.14886327,-0.20063989
dolichospermum,0.2431681,-0.074598335,-0.09035003,-0.28821212,-0.04857735
eudiaptomus,-0.21393673,0.015934523,0.21496066,-0.09686652,-0.010194988
fragilaria,-0.14424582,-0.13053818,-0.23348883,-0.12996425,-0.058619708
gonium,0.21044905,0.30316657,-0.02143909,-0.12255163,-0.2576486
gymnodinium,0.010189176,-0.23932324,-0.06846469,0.0563947,-0.041600622
kellicottia,0.023292635,0.16617522,-0.046585478,-0.018253773,-0.060723506
keratella_cochlearis,-0.039168037,0.28389648,-0.09234152,-0.07802967,-0.047243673
keratella_quadrata,-0.17874297,-0.03639446,-0.21235804,-0.25238925,-0.13544689
leptodora,0.19827604,-0.29235816,0.31968364,-0.32943112,-0.17312446
limnoraphis,-0.19699065,0.022006083,-0.17038906,0.20197248,0.10980551
mallomonas_akrokomos,-0.07182686,-0.2102779,-0.11039884,-0.0035854129,0.28482783
mallomonas_big,0.1049787,-0.04121203,-0.10201786,-0.24586488,0.16228901
nauplius,-0.11616183,-0.18366505,-0.09277097,-0.10689128,-0.17715728
oocystaceae,-0.11635926,-0.09850332,-0.118131675,-0.105034634,-0.08443209
pandorina,-0.40992483,0.2069088,0.2279428,-0.13930872,-0.012797929
paradileptus,0.249135,-0.077459395,-0.08122135,0.084224805,0.058512237
pediastrum,0.052433264,-0.2550721,-0.027155336,0.10356244,0.17635094
pennate_diatom,0.02237469,-0.074905396,0.06650882,-0.11031988,-0.2510438
peridinium,0.04860368,0.15342002,-0.00018984104,0.011863006,-0.11729101
phacotus,-0.14280874,0.10232026,-0.10740692,-0.08445371,0.002315964
plankton_x,0.13126232,0.05487438,-0.020339102,-0.05909044,0.09342289
plankton_y,-0.036405627,-0.13434291,0.030899663,0.095895864,-0.0017921132
plankton_z,0.22158033,0.066586636,-0.013448102,0.07221369,0.17940131
planktosphaeria,0.049091995,-0.33436564,0.08589708,0.29421112,-0.12486017
polyarthra,-0.20128676,0.0704641,-0.01731041,0.32331666,-0.4442874
protist_like_ciliate,0.11662362,-0.32839483,-0.13791329,0.27157474,-0.20938277
rhodomonas,-0.13986187,-0.11119697,-0.1391469,-0.12240745,-0.1294682
rotifer,-0.18822819,-0.12656914,-0.17072716,-0.12486653,-0.070952006
rotifer_long,0.11367828,-0.25868902,0.33677647,-0.20731083,-0.15888725
rotifer_z,0.3383106,0.21602638,-0.19477439,0.0815436,0.09944617
scenedesmus,0.22411856,-0.3036502,-0.28048626,0.0025847536,0.19132571
snowella,-0.35633644,-0.39075288,0.35106656,0.069780916,0.22150986
staurastrum,-0.17177528,0.038745027,-0.080201,-0.13508052,0.17576411
strombidium,0.16683249,0.28402594,-0.15617846,-0.31047803,0.3586325
synchaeta,-0.018905992,-0.09541867,0.061141867,-0.17054972,0.26984918
synedra,-0.077542655,-0.14266215,0.30225316,-0.043102473,-0.20892471
synedra_angustissima,0.13033587,0.004942153,0.08852224,-0.17592278,-0.23848063
synura,-0.093675464,0.34541854,0.0061432505,0.01149013,0.28540778
tetraedron,0.2004089,-0.21699202,0.047809877,0.18053034,0.3385651
tintinnid,0.079310484,0.07190016,-0.37070253,0.020678822,-0.1893813
trichocerca,-0.39637572,-0.15919772,0.012306468,0.12425186,0.07820605
uroglena,-0.1840646,-0.08924694,-0.21844399,-0.12103304,-0.036204923
vorticella_epistylis_like,0.090005696,-0.023739867,0.18205032,0.0354648,-0.058679312
