,h0,h1,h2
aphanizomenon,-0.06514442,0.51311725,-0.038789827
askenasia,-0.15048032,0.07521006,-0.041646067
asplanchna,-0.25424343,0.479502,0.010582149
asterionella,-0.40325615,-0.13043302,0.00020351968
aulacoseira,-0.013541508,-0.014125761,-0.010480563
bosmina,-0.30212954,-0.07768527,0.014427328
centric_diatom,-0.26127604,-0.22503474,-0.18524908
ceratium,-0.108831555,-0.22304331,-0.08404581
chaoborus,0.026086846,0.27122036,0.56611127
chlorophyte,-0.10614936,-0.11251984,-0.079051174
chlorophyte_colonial_dividing,-0.13969955,-0.1318567,-0.095806085
chlorophyte_elongated,-0.010184065,-0.011054111,-0.4758049
chlorophyte_frame,0.05615971,-0.053310063,0.10358772
chlorophyte_square,0.041210312,-0.17331588,-0.05887275
chroococcales,-0.14083004,-0.15649451,0.044289783
chydorus,-0.06524335,0.14553335,0.23299666
ciliate,-0.21815081,-0.011268861,0.07759983
ciliate_big,0.17824036,-0.22446784,-0.05644281
ciliate_blue,-0.17640108,-0.09566269,-0.06886602
ciliate_green,-0.0869706,-0.1362341,0.023786098
ciliate_round,0.12185821,-0.16846918,0.07054526
closterium,-0.19527675,-0.20375933,-0.23200798
coelastrum_reticulatum,0.035101376,-0.026021946,-0.398243
coelosphaerium,0.25473806,-0.10938832,-0.24500333
coleps,-0.30046666,-0.23858227,0.29785898
collotheca,0.1995941,0.04496366,-0.049870994
conochilus,-0.059226453,0.33992028,-0.073106915
cosmarium,-0.25377506,0.06848252,-0.094075084
cryptophyte,-0.031941373,-0.033418935,-0.021704366
cyanobacteria_colonial_blue,0.0083058365,-0.29732087,-0.03478122
cyanobacteria_colonial_clathrate,0.2385661,-0.20963198,-0.34862325
cyanobacteria_colonial_probably,-0.18596551,-0.21005072,-0.16031714
cyanobacteria_filamentous,-0.07355775,-0.18764205,-0.06354396
cyclops,-0.25398338,0.0023793299,-0.0013371618
daphnia,0.016039122,-0.25546923,-0.09736727
daphnia_cucullata,-0.029365297,0.0473208,0.05486177
diaphanosoma,0.25381383,0.19174208,-0.24692114
didinium,0.20240562,0.23680349,0.3117374
dinobryon,-0.041243017,-0.04232517,-0.0298619
dinoflagellate_diamond,0.16595334,-0.18454635,-0.07108259
dolichospermum,0.1519455,0.039552305,-0.18182269
eudiaptomus,-0.22805607,-0.08698598,0.025458615
fragilaria,-0.124713406,-0.22643372,-0.18419912
gonium,0.09415311,0.13829741,0.15737987
gymnodinium,-0.028223323,-0.016909793,-0.15155911
kellicottia,0.047719494,-0.15125023,0.1480177
keratella_cochlearis,0.2754739,-0.07379187,-0.2431872
keratella_quadrata,0.12744008,-0.022654423,-0.28100127
leptodora,-0.033596735,-0.1762976,-0.06856561
limnoraphis,0.2167739,0.075555846,-0.15099642
mallomonas_akrokomos,0.08791817,-0.32858446,-0.1293542
mallomonas_big,-0.2599897,-0.029210782,0.022101413
nauplius,-0.22042151,-0.14858253,-0.09086447
oocystaceae,-0.14389648,-0.14163181,-0.09707635
pandorina,0.042059023,-0.13608868,-0.032992177
paradileptus,0.05509689,0.11878352,-0.06543768
pediastrum,-0.005343023,-0.136898,0.0029493403
pennate_diatom,0.12057612,-0.18431383,0.06237008
peridinium,-0.08312366,0.056531463,0.0185869
phacotus,-0.02283015,-0.07995874,-0.095647074
plankton_x,0.25404257,0.020271683,0.060173005
plankton_y,-0.33688706,0.14726886,-0.31806153
plankton_z,-0.014214442,0.20378064,-0.19730578
planktosphaeria,-0.102334775,-0.10497797,-2.7519502e-06
polyarthra,-0.15510884,-0.16622844,0.101510175
protist_like_ciliate,-0.1209977,-0.1361335,-0.107127756
rhodomonas,-0.17121053,-0.17732464,-0.10218086
rotifer,-0.1834829,-0.18849236,-0.17957431
rotifer_long,-0.0052918843,-0.17493446,0.1422204
rotifer_z,0.393768,-0.01423863,0.098352164
scenedesmus,-0.003151985,0.0028957496,-0.36215147
snowella,-0.0036065439,0.25303042,0.21391398
staurastrum,0.2765977,-0.03178999,-0.12425963
strombidium,-0.19989142,0.1329348,-0.21594699
synchaeta,-0.052812472,0.113968596,-0.007410052
synedra,0.041001275,0.20434241,-0.036137063
synedra_angustissima,-0.054878734,-0.10517404,-0.092495546
synura,0.32096308,-0.11623803,-0.09931985
tetraedron,-0.07535291,-0.27221733,-0.09700497
tintinnid,-0.29739204,-0.33304283,-0.19546267
trichocerca,0.15679412,-0.3216552,0.27517787
uroglena,-0.24354658,-0.20831051,-0.18449168
vorticella_epistylis_like,0.026512146,-0.16791628,0.19704813
