date,h0,h1,h2
2023-01-04,0.68419516,0.69498074,0.4413022
2019-09-20,0.6834747,0.69398844,0.4403263
2020-03-06,0.6841961,0.69526273,0.44142717
2023-07-05,0.68269306,0.6935752,0.44000283
2024-07-01,0.6846641,0.69523346,0.44154686
2024-03-14,0.68441516,0.6956059,0.4416969
2023-06-29,0.68418986,0.6952127,0.44144297
2021-03-18,0.6849767,0.6955544,0.4419326
2024-10-13,0.6849638,0.69559866,0.44194642
2024-12-02,0.68553156,0.696276,0.4424859
2024-09-06,0.6842873,0.69505376,0.44148895
2024-03-30,0.6853957,0.6963246,0.44242635
2024-01-01,0.6856239,0.6964704,0.44258317
2023-01-01,0.6841419,0.6949498,0.44125918
2024-01-25,0.6854207,0.6962925,0.44240516
2024-09-29,0.6844793,0.69528306,0.44159448
2020-09-07,0.68451166,0.6953688,0.441624
2021-02-13,0.6845774,0.6955432,0.44167072
2021-04-15,0.68532705,0.69602877,0.44229725
2020-07-10,0.68434584,0.69509876,0.44142538
2024-05-13,0.6846128,0.6954343,0.4416022
2020-08-27,0.68504184,0.6958886,0.4421102
2022-02-13,0.6852279,0.6961211,0.44229165
2022-01-30,0.6855666,0.69641733,0.44255197
2021-05-03,0.68540394,0.69620794,0.44238147
2023-10-09,0.68311286,0.6929789,0.44026318
2022-05-25,0.6841268,0.6951608,0.4413858
2022-07-17,0.68415403,0.6947735,0.44135812
2022-02-04,0.6854621,0.6963204,0.44247177
2019-05-19,0.6853153,0.6962106,0.44233885
2021-05-07,0.6854324,0.6962288,0.44239435
2019-08-23,0.68334013,0.6942031,0.44064963
2021-10-11,0.6835546,0.6944752,0.44107732
2023-01-25,0.6843856,0.6951183,0.44139752
2021-12-20,0.6856787,0.69650924,0.44262362
2020-08-17,0.68519497,0.69602627,0.44223443
2020-04-24,0.6854427,0.6962901,0.4424708
2020-06-19,0.68466717,0.695155,0.44126573
2021-01-25,0.68517303,0.6960459,0.44218972
2023-03-22,0.6841262,0.69508624,0.4415271
2021-05-12,0.68544745,0.69625753,0.4423746
2019-05-20,0.6852905,0.6961689,0.4423133
2023-12-25,0.68564147,0.6964567,0.4425742
2023-11-26,0.68545914,0.69628596,0.44239438
2022-01-10,0.6857095,0.69654137,0.44265053
2019-08-20,0.68440163,0.69515115,0.44152543
2024-11-12,0.6852463,0.6959464,0.4422316
2021-02-17,0.6850545,0.6959328,0.4420621
2020-11-21,0.6854664,0.6963708,0.44248706
2022-02-20,0.6850804,0.6960085,0.44213623
2021-04-17,0.6854633,0.69611156,0.44235536
2021-08-19,0.6854658,0.6964632,0.44242668
2022-03-27,0.68515277,0.69562274,0.44199103
2022-08-02,0.68518794,0.6960584,0.4422372
2023-10-14,0.68387985,0.69386625,0.4409457
2024-02-27,0.6843584,0.6953854,0.44165188
2020-06-25,0.6843773,0.6947132,0.44090337
2024-01-07,0.6856383,0.6964811,0.44258556
2022-05-20,0.68517834,0.6961117,0.44216865
2019-11-12,0.6855742,0.69637775,0.44241276
2023-05-14,0.6855101,0.6964571,0.44248185
2021-03-25,0.6825817,0.6932365,0.44019923
2023-10-24,0.6846725,0.6952979,0.4416686
2023-10-10,0.6834101,0.6932513,0.4404827
2023-02-25,0.68496615,0.69573796,0.44200763
2024-02-23,0.683229,0.694787,0.4412828
2023-09-08,0.6807026,0.6915432,0.4386515
2019-09-03,0.68305326,0.69371355,0.44110534
2023-06-20,0.6847813,0.69570196,0.44175884
2024-08-29,0.684304,0.69513613,0.4414888
2019-07-04,0.6848644,0.69559836,0.44192672
2020-03-03,0.6840848,0.6951408,0.4413194
2020-09-04,0.6839278,0.6947121,0.44107407
2021-09-18,0.6848977,0.6956745,0.44174442
2020-10-20,0.6852263,0.69596905,0.4420256
2019-11-03,0.6855561,0.6963304,0.44238594
2023-07-12,0.6847486,0.6956183,0.4418305
2021-02-10,0.68458736,0.69556606,0.441699
2022-06-11,0.6846315,0.6955419,0.4416072
2023-09-06,0.6806947,0.69141465,0.43860966
2024-04-27,0.6854695,0.6962839,0.44239634
2021-12-12,0.68556917,0.6964164,0.44252735
2021-12-16,0.6856083,0.69643265,0.44255677
2020-07-13,0.68419963,0.6951037,0.44140616
2019-05-28,0.6844949,0.6955667,0.44186607
2019-10-14,0.6848824,0.69560623,0.44172022
2023-03-23,0.6840607,0.6949983,0.44144207
2021-01-10,0.6855251,0.6963545,0.44247344
2024-08-20,0.6849337,0.6957599,0.44200212
2021-08-16,0.68522453,0.69606745,0.4421984
2021-08-15,0.6850613,0.69591105,0.44186717
2023-03-12,0.684797,0.69563705,0.4418959
2024-02-03,0.68499583,0.69593287,0.4421474
