epoch,train_mse,val_mse,train_pll,val_pll
1,0.2262699745595455,0.22916580736637115,0.6413174271583557,0.650449275970459
10,0.18132444173097612,0.18806059658527374,0.5449082851409912,0.5576093792915344
20,0.1717342309653759,0.17892548441886902,0.5208723545074463,0.53558748960495
30,0.1624360539019108,0.1737055629491806,0.5102085471153259,0.5259142518043518
40,0.16581688672304154,0.17114263772964478,0.5010181665420532,0.5176277160644531
50,0.15962498113512993,0.16813699901103973,0.49373817443847656,0.510713517665863
60,0.1585688956081867,0.16579972207546234,0.486961305141449,0.5037868022918701
70,0.1530970260500908,0.16365939378738403,0.4825131297111511,0.49968409538269043
80,0.14815963432192802,0.16282771527767181,0.4784015715122223,0.49679550528526306
90,0.15433061867952347,0.16138720512390137,0.4752645194530487,0.49394553899765015
100,0.14697301611304284,0.1611938774585724,0.47276628017425537,0.49139875173568726
110,0.14881887063384056,0.16028718650341034,0.4714500308036804,0.4903556704521179
120,0.15013641789555549,0.15951448678970337,0.47008877992630005,0.4887554347515106
130,0.14771318063139915,0.1600339710712433,0.4696214199066162,0.48902568221092224
140,0.14715186282992362,0.15984266996383667,0.468860000371933,0.4886571764945984
150,0.15022188872098924,0.15968582034111023,0.4680764973163605,0.48786288499832153
160,0.14863944053649902,0.1589057594537735,0.46753865480422974,0.4875129759311676
170,0.14651290103793144,0.15918101370334625,0.4668237864971161,0.4869169294834137
180,0.1474149115383625,0.1589341014623642,0.4659058153629303,0.4866669178009033
190,0.14777420312166215,0.15874335169792175,0.46571874618530273,0.48640352487564087
200,0.1465570382773876,0.15893244743347168,0.46468231081962585,0.4858427941799164
210,0.1476728215813637,0.15765856206417084,0.4640337824821472,0.484988272190094
220,0.1462880216538906,0.1575038731098175,0.46340999007225037,0.4839629530906677
230,0.14709867611527444,0.15787209570407867,0.46283814311027527,0.4834533929824829
240,0.1458468645811081,0.15753743052482605,0.46216726303100586,0.48274484276771545
250,0.1456685371696949,0.156484454870224,0.4614042341709137,0.4820530116558075
260,0.14560317397117614,0.15719804167747498,0.4604782462120056,0.4815005958080292
270,0.1462663806974888,0.15628887712955475,0.45993345975875854,0.48076584935188293
280,0.1446682594716549,0.1565440446138382,0.45950424671173096,0.4806123375892639
290,0.1452265940606594,0.15561819076538086,0.4593800902366638,0.4808410406112671
300,0.14565706104040146,0.15595878660678864,0.4586687982082367,0.47877517342567444
310,0.1456449344754219,0.15614759922027588,0.45847082138061523,0.4785313904285431
320,0.14561328887939454,0.15559285879135132,0.45835691690444946,0.4783552885055542
330,0.14400772601366044,0.15526728332042694,0.4581823945045471,0.4777248203754425
340,0.14506322890520096,0.15564373135566711,0.4577924907207489,0.47725290060043335
350,0.14405001029372216,0.15530098974704742,0.4574449956417084,0.4771559238433838
360,0.14493928998708724,0.15558120608329773,0.45726412534713745,0.47751086950302124
370,0.1457558810710907,0.15545666217803955,0.45698830485343933,0.47773921489715576
380,0.14367062225937843,0.15532943606376648,0.4566650986671448,0.4774529039859772
390,0.1454527348279953,0.15508949756622314,0.45658695697784424,0.47729966044425964
400,0.143263853341341,0.15473312139511108,0.45632439851760864,0.47683173418045044
410,0.1446099877357483,0.15490810573101044,0.4563111364841461,0.4769815504550934
420,0.1442480482161045,0.15467461943626404,0.4561147391796112,0.4763669967651367
430,0.14403877258300782,0.1545107513666153,0.455929696559906,0.4760444760322571
440,0.14356793612241744,0.155095636844635,0.45592498779296875,0.47608131170272827
450,0.144320347905159,0.15491685271263123,0.45587608218193054,0.4756970703601837
460,0.1437288247048855,0.15439841151237488,0.45589780807495117,0.475669801235199
470,0.14406540915369986,0.15466095507144928,0.4557725787162781,0.4757270812988281
480,0.14519603475928305,0.1542726457118988,0.4557485282421112,0.47614240646362305
490,0.14364249929785727,0.15406718850135803,0.45568665862083435,0.47578364610671997
500,0.14406949281692505,0.15431652963161469,0.45566844940185547,0.4755995571613312
