,h0,h1,h2
aphanizomenon,-0.7023975,0.7030593,-1.185894
askenasia,-0.97278255,0.6617714,1.0156456
asplanchna,0.36293435,0.42770204,0.73057497
asterionella,-2.0405252,1.8488455,-1.0363418
aulacoseira,-0.72716916,-1.4122186,-4.2301235
bosmina,0.44405186,-0.940937,-0.0062409476
centric_diatom,-1.1587611,-1.6630728,-0.9219498
ceratium,-2.1064823,1.6291199,-0.5708181
chaoborus,-1.3722497,0.70179224,0.28335476
chlorophyte,-1.1881776,-0.089515485,1.7360168
chlorophyte_colonial_dividing,-1.5648111,1.0904601,1.965619
chlorophyte_elongated,0.11046269,0.42972946,1.1463392
chlorophyte_frame,-0.93020356,1.545335,1.6835709
chlorophyte_square,-1.6278981,0.81923723,1.92924
chroococcales,-2.9652681,1.8883758,2.7916887
chydorus,-3.293423,-2.4399917,1.8831363
ciliate,0.7415446,-0.08167905,0.39415604
ciliate_big,-2.2245216,-1.1556321,-1.5494044
ciliate_blue,-0.41216987,-0.046718143,0.6351057
ciliate_green,-1.069592,2.0959065,0.5162639
ciliate_round,-0.7123912,-1.1975982,0.23389561
closterium,-1.4713439,-0.30667055,0.08357318
coelastrum_reticulatum,-3.0542166,0.6509034,0.68090355
coelosphaerium,-4.7792,1.8664705,2.5106645
coleps,-2.8428626,-0.8074968,1.7753754
collotheca,-2.844194,1.1413791,1.2450067
conochilus,1.0909503,1.1541054,-0.21277028
cosmarium,-1.130426,0.68382865,1.1559247
cryptophyte,0.4106976,-0.17119412,0.6990197
cyanobacteria_colonial_blue,-2.6307445,-0.019814942,1.8251758
cyanobacteria_colonial_clathrate,-3.9883084,1.85699,-0.3841408
cyanobacteria_colonial_probably,-3.648336,1.0732846,2.1107323
cyanobacteria_filamentous,-3.4540002,-1.1434621,0.4750711
cyclops,0.0031306795,0.3131392,0.7095588
daphnia,-0.5730789,0.08763578,-0.5702745
daphnia_cucullata,-4.7778134,-0.9567347,1.1884683
diaphanosoma,-4.4412904,-0.20981275,4.0937777
didinium,-1.3475294,0.052867364,0.44496015
dinobryon,-2.9714513,3.8837068,0.94320655
dinoflagellate_diamond,1.7094699,-3.0235837,-0.30909503
dolichospermum,-1.7791237,0.91174376,-0.44805333
eudiaptomus,0.02201785,0.045700468,-0.05988497
fragilaria,-1.9756243,2.8830838,-1.7477275
gonium,-2.623426,2.7957778,1.1902194
gymnodinium,-0.25002867,-0.36717018,0.8259023
kellicottia,0.5068353,-0.13208547,0.0143071925
keratella_cochlearis,-0.85996157,0.6012315,0.2456855
keratella_quadrata,0.3983709,1.7670028,-0.9139557
leptodora,-2.9721518,-0.61605036,0.6990833
limnoraphis,-3.3317552,-1.2499175,1.6994482
mallomonas_akrokomos,0.97449833,0.091863066,0.4038267
mallomonas_big,-2.2373126,-0.08015697,0.74134547
nauplius,0.675985,0.3186217,0.45201418
oocystaceae,-2.6949317,-1.0678074,2.3939764
pandorina,0.12349651,1.2980902,-0.5323883
paradileptus,-2.1172707,1.0700147,-0.6039001
pediastrum,-2.2948256,0.091653354,1.0590836
pennate_diatom,-1.5091857,0.45035186,1.1572591
peridinium,-1.8921663,0.37066615,0.8496452
phacotus,-1.5641183,1.220603,0.56699693
plankton_x,-1.293135,1.0260077,1.1408167
plankton_y,-0.007662692,-0.42306045,-0.118849084
plankton_z,-2.3096418,0.7402152,2.6269374
planktosphaeria,-1.172213,0.08979004,-0.7815419
polyarthra,1.60115,0.48100236,0.5554641
protist_like_ciliate,-1.1134397,0.021995166,1.3417041
rhodomonas,1.0993742,-0.6782038,0.2563277
rotifer,0.38236117,0.92801356,0.5730427
rotifer_long,-0.23231278,0.9321377,1.3865118
rotifer_z,-2.5913699,1.3018781,1.0716178
scenedesmus,-2.8095582,0.66533095,1.4761317
snowella,-7.0493407,-1.8493037,4.1463566
staurastrum,-0.7295495,0.31304306,0.48417264
strombidium,0.075108066,0.29124856,0.6028622
synchaeta,0.21140566,-0.34501767,-0.18379375
synedra,-0.35037422,1.6176353,-0.111021526
synedra_angustissima,-1.7414523,-1.5634979,-1.043569
synura,-2.735662,0.42448914,0.26968968
tetraedron,-1.7070805,0.031812117,1.8929253
tintinnid,-0.22264795,-0.5761993,0.0012052954
trichocerca,-0.76921624,0.57336575,0.94248414
uroglena,-0.98661166,4.369475,0.28294843
vorticella_epistylis_like,-0.9698993,-0.55401564,0.20333071
