,h0,h1,h2,h3,h4,h5,h6
aphanizomenon,-0.12663242,-0.20895962,-0.5884999,0.07096778,-2.2675195,-0.93173635,0.22182359
askenasia,-0.61686146,-0.79542404,-0.38519037,-0.8110936,-0.5128513,0.7083149,-0.28160393
asplanchna,-1.654034,0.11829856,0.027485559,0.9555591,-0.980393,0.8586926,-0.77751297
asterionella,-0.8502991,0.7984478,-1.0520887,-1.2048068,-1.1014735,-2.7627797,-2.0503664
aulacoseira,-1.0219539,-2.4535682,0.8515524,1.2984651,-2.3286154,-2.048612,1.6117225
bosmina,0.23146008,-0.00890352,1.2080225,0.3588828,-0.56829596,-0.08393964,-0.3019337
centric_diatom,-0.71450585,0.14352256,1.9215868,-1.7843827,1.0151403,-0.7352019,0.09405516
ceratium,-1.310466,-2.3022935,-1.1208737,-1.0074899,-0.87299824,-0.5830956,0.20137987
chaoborus,-0.5538526,0.37815207,-0.900572,-0.6136749,-2.950666,0.1275295,0.33706778
chlorophyte,0.28281918,-1.1960357,-0.020618394,-1.0392082,-1.2404826,0.31953496,-0.7082649
chlorophyte_colonial_dividing,0.3574424,-0.8397916,-1.3714548,-0.955694,-1.3129878,0.5086073,-0.5796118
chlorophyte_elongated,0.7261661,1.6017358,-0.6021769,-0.12435413,-0.3142723,0.009342913,-0.45889848
chlorophyte_frame,0.93726426,-0.11598904,-1.6958195,-0.28513232,-0.77452725,-0.3053893,-1.6745903
chlorophyte_square,0.68001825,-1.386298,-1.0744077,-0.87708104,-0.79043263,0.71753633,-0.341086
chroococcales,0.5431431,-2.6184158,-2.219137,-1.1827334,-1.9448568,0.7290726,-1.1321436
chydorus,0.7226864,-2.3036494,1.9212122,-2.4235892,-5.6173096,0.07078553,1.0134859
ciliate,0.25278527,1.2327427,0.47477725,-0.09028818,0.19320837,0.47240478,-0.04620059
ciliate_big,-0.6016431,-2.6093552,0.77730626,0.78806436,-2.7279305,-0.8871157,0.7317015
ciliate_blue,0.3529846,-1.1177244,-0.37512454,0.05803311,-0.28673115,0.049807284,-0.029370222
ciliate_green,-1.0908852,-0.13845533,-1.5303082,-0.38161856,-0.74692976,1.1563178,0.14237368
ciliate_round,0.46173874,-1.7791877,0.95932,-0.6331523,-0.10920628,-0.59588736,0.10805951
closterium,0.0036609857,-1.2902231,0.04090021,-1.1365262,-0.5401176,-0.27771407,0.7499246
coelastrum_reticulatum,6.82177,-1.9744978,-1.5358855,0.45825186,-0.18995118,-4.5261045,2.1839452
coelosphaerium,1.263013,-3.107433,-1.9370629,-0.20595488,-6.1913357,-1.7489558,-4.2572436
coleps,1.3183508,-2.1842225,0.23708212,-1.6114765,-1.7622199,-0.17350572,0.11620988
collotheca,0.40711766,-0.3004406,-1.575741,-1.0999873,-1.7418239,-0.46463385,-0.4412248
conochilus,-2.029088,0.26653066,0.7588281,0.5177922,-0.46401668,1.9486277,0.40468636
cosmarium,0.23563723,-1.7468532,-0.50017667,-1.0725323,-0.34651574,-0.03937127,-1.0114763
cryptophyte,0.31505558,-0.7854273,0.08377571,0.35722157,-0.6438376,0.39889938,-0.35030544
cyanobacteria_colonial_blue,-0.21700221,-0.9654159,0.36168763,-2.135708,-3.5434597,0.6519293,-0.23131382
cyanobacteria_colonial_clathrate,-0.37983406,-2.5543342,-1.5406455,-1.5433168,-3.7055151,-0.5222417,0.54448557
cyanobacteria_colonial_probably,0.5943479,-2.4112813,-1.6877692,-0.9377172,-3.3421354,-0.27770013,-0.7007768
cyanobacteria_filamentous,1.1963905,-0.51266515,-0.7580013,-1.0408815,-2.2477307,-1.8285683,1.3635284
cyclops,0.20629488,0.21723925,-0.58005345,0.24746232,-0.30031148,0.47623253,-0.06837117
daphnia,-0.28479543,-0.30719754,-0.1927261,0.25000012,-2.288418,0.3862241,0.91445845
daphnia_cucullata,-0.327482,-4.4509892,0.78468144,-1.6723986,-6.1304255,0.86095375,0.80837846
diaphanosoma,1.4029874,-2.3581655,-0.6982557,-0.89543045,-4.9191976,0.4621552,-2.667679
didinium,-0.21101569,-0.58110064,0.12882534,-1.6795529,0.45467842,-0.0437312,-0.45676887
dinobryon,-2.2741382,-1.1911249,-3.3533792,-1.3053359,-2.0419428,1.2896512,0.11558346
dinoflagellate_diamond,0.9800913,0.88132566,3.4416094,0.40344697,0.0049792817,-0.31779194,0.4356699
dolichospermum,-0.39344245,-2.5543392,-1.9103106,-0.062095344,-1.005415,-0.3701233,0.70759255
eudiaptomus,0.17075032,0.4321538,-0.10165632,0.021535082,-0.17484923,-0.1874776,0.13269053
fragilaria,-2.0957193,-0.79735625,-3.0978956,0.046445582,-1.4115255,-1.810115,-0.5660232
gonium,1.066644,-1.1374395,-2.9282198,-1.109584,-4.5940237,-1.2635347,-6.0003443
gymnodinium,0.26918092,-1.4571581,0.36195615,-0.44269204,-0.20676364,0.09388881,-0.45772702
kellicottia,-0.12017611,0.1847525,0.2653932,0.369919,0.38047257,0.21266645,-0.1463075
