date,h0,h1,h2,h3,h4,h5,h6
2024-07-06,5.448815e-19,2.7456847e-08,5.200642e-20,1.4755401e-20,1.981212e-14,1.7877315e-12,0.6706767
2022-01-31,0.99998856,0.9996325,0.9999895,0.9999249,1.0,0.99998355,0.99840516
2022-05-25,4.892259e-15,0.0011213575,3.1716814e-09,1.2655431e-09,0.99412644,0.0010326619,1.0
2020-10-05,4.757086e-11,0.0027492428,1.0529439e-15,7.895494e-14,3.553792e-18,5.256004e-10,7.84884e-11
2023-02-21,6.0827027e-10,0.00044686344,0.9999459,7.3197684e-06,0.9999995,0.99984574,0.7103286
2020-06-08,1.3125125e-09,0.89365196,6.8420914e-06,8.4836793e-10,0.9999926,0.99733126,1.0
2021-07-18,1.2422773e-14,4.702685e-06,1.1468562e-14,5.3344412e-20,1.3081173e-15,4.6746214e-12,0.00091935694
2021-03-30,3.1048918e-14,0.0104255965,2.0826008e-08,0.9629381,0.9999827,4.400221e-12,1.0396993e-06
2021-01-28,0.99999714,0.13798943,0.9999982,4.1096982e-06,1.0,1.2802278e-07,0.99577916
2024-01-21,1.0,0.9976683,0.9869954,0.4887303,0.9999993,0.9998443,0.99585515
2021-09-25,9.084461e-16,6.2980005e-05,3.42688e-17,3.5551796e-23,1.381204e-16,2.8840486e-14,7.3312335e-11
2023-01-22,0.06540486,2.3440244e-08,0.99995697,1.7282703e-07,0.9999999,0.9992268,0.9999821
2024-04-13,0.0018052367,0.36034572,0.0006505229,0.9999999,1.0,0.9999951,1.0
2023-06-17,4.562531e-19,0.00427958,4.29201e-14,7.2593323e-16,3.3621292e-14,3.5553967e-08,0.816471
2021-07-06,3.2207584e-11,0.00036091334,2.008504e-14,1.1090674e-15,2.3992646e-11,2.048453e-07,0.9999528
2019-07-05,7.9120355e-17,0.9966689,6.728158e-19,2.5230045e-09,9.9405584e-15,7.8164103e-10,0.0014406041
2019-10-15,3.113992e-09,0.0002960649,5.601473e-16,3.1055817e-16,7.9827455e-14,4.9279144e-14,6.2040996e-08
2022-02-06,0.9999999,0.99853075,0.9999211,0.9994326,1.0,0.9996269,0.99772316
2020-01-02,0.9992513,0.9994916,0.98881614,0.99999464,1.0,0.9999701,0.9999995
2021-12-31,0.9999987,0.99955326,0.99931407,0.9995295,1.0,0.9999999,0.9997261
2020-11-06,0.99999976,0.99437594,4.3227208e-10,2.6388414e-09,3.4747072e-06,0.34736133,3.181435e-05
2023-11-06,1.9459462e-08,1.2172078e-06,1.4296389e-15,7.534568e-21,3.1189517e-15,7.268734e-10,7.007423e-11
2019-06-12,2.197447e-15,0.066737086,3.086783e-21,2.9172492e-14,2.3155956e-10,6.7684816e-12,0.99999654
2024-03-04,1.4200464e-10,2.483625e-08,1.3280116e-13,9.312692e-12,0.47129902,1.2681156e-18,1.9738663e-05
2021-04-22,3.726291e-06,0.462135,1.512666e-07,0.9999993,0.99999976,0.9996088,0.99999654
2022-12-08,1.0,0.0014253462,0.9964224,1.4338761e-09,0.9365872,0.9999578,0.99952817
2024-11-18,0.9999993,0.03782483,7.713243e-05,6.581544e-08,0.014833482,0.99984527,0.0004137511
2024-09-29,5.505019e-18,0.001579482,5.138086e-15,9.0068514e-17,7.02282e-16,5.026423e-10,1.542537e-10
