,h0,h1,h2,h3,h4,h5
aphanizomenon,0.054933086,-0.1556427,-0.2388032,0.24176113,-0.092647016,-0.009880694
askenasia,0.024899948,-0.31177357,-0.048589196,0.3541483,-0.22980592,0.19442306
asplanchna,-0.034529652,-0.06321147,-0.0871281,0.07994532,-0.11532656,0.17748107
asterionella,-0.05903461,-0.10250667,0.09615743,-0.12785226,-0.17360343,-0.04513783
aulacoseira,0.0061681014,0.0032392885,0.00607938,0.0059992634,0.0060657063,0.0044102985
bosmina,-0.02334268,0.04990877,-0.048574924,-0.19186124,0.29784995,0.24042673
centric_diatom,-0.13848032,-0.1437777,-0.16061975,-0.09188983,-0.20276989,-0.056446865
ceratium,-0.064664215,-0.009569708,-0.38635218,-0.039997753,0.27800587,0.020012507
chaoborus,0.0154735735,0.105699696,-0.05704459,0.10483099,-0.03782145,-0.06243574
chlorophyte,-0.10931407,-0.096362874,-0.1115143,-0.10733785,-0.10855286,-0.095251836
chlorophyte_colonial_dividing,-0.12010337,-0.104804516,-0.124135464,-0.11907469,-0.11823534,-0.107079215
chlorophyte_elongated,0.1542771,-0.028942054,-0.10056519,-0.07784784,-0.39606014,0.15073009
chlorophyte_frame,0.11727473,-0.17789173,-0.08604087,-0.070303276,0.13860163,-0.00024351722
chlorophyte_square,-0.20319073,-0.17720063,0.01753947,-0.20960656,-0.08522574,0.08141416
chroococcales,-0.00011212669,-0.058682133,-0.06247102,-0.25569296,-0.24936405,-0.044004086
chydorus,-0.6162547,-0.20655775,0.030570744,-0.06392848,0.33787608,0.029253272
ciliate,0.1635745,-0.041797303,-0.28822997,0.0539611,0.01957993,0.0848322
ciliate_big,-0.43715546,0.19168629,-0.172915,0.02463639,-0.00037698192,0.007570202
ciliate_blue,-0.06029265,-0.11680874,0.31174773,-0.022037644,0.005192384,-0.27139965
ciliate_green,0.046483725,0.19887447,-0.082792446,0.01543295,-0.4143511,-0.011963299
ciliate_round,-0.2632432,0.12743837,0.4622395,-0.13274927,-0.004845675,0.011956478
closterium,0.106620066,0.10289314,-0.18196289,-0.07676719,-0.082378894,-0.015828034
coelastrum_reticulatum,-0.0320818,0.16888739,0.05957792,-0.06506749,-0.030590938,-0.053810492
coelosphaerium,-0.017089581,0.024940489,0.24309799,-0.012815975,-0.24939795,0.011617813
coleps,-0.09462624,-0.17499532,-0.08879414,0.21156673,-0.08762146,-0.2988877
collotheca,-0.08137694,0.0070116883,0.21387489,-0.36328465,-0.12776811,-0.44827732
conochilus,-0.1114636,-0.09647785,0.10272294,-0.29295176,-0.06336158,0.27834907
cosmarium,-0.23617718,-0.14154506,-0.2288344,0.15310997,-0.01461218,-0.018171348
cryptophyte,-0.04327018,-0.03777262,-0.044487685,-0.0417373,-0.04284104,-0.03852887
cyanobacteria_colonial_blue,0.1006874,-0.08404876,-0.11651345,-0.2435072,-0.15622884,-0.08504054
cyanobacteria_colonial_clathrate,-0.23763718,0.21687877,-0.08810028,0.20968063,0.14526394,0.12311723
cyanobacteria_colonial_probably,-0.16187583,-0.09864509,-0.14611901,-0.15402566,-0.1475429,-0.09987432
cyanobacteria_filamentous,-0.07685385,-0.052325,-0.028130565,-0.13721882,-0.02361042,-0.0064454745
cyclops,-0.13205731,0.033585742,-0.10941472,-0.08978665,-0.16201861,-0.14979719
daphnia,0.03083213,-0.14999221,-0.21190432,-0.076711625,-0.1370787,0.2626505
daphnia_cucullata,-0.07897419,-0.1040788,0.050052967,0.16092023,-0.55525887,0.0910756
diaphanosoma,0.00083755975,0.021280563,-0.106973216,-0.39266485,-0.16075218,0.11329038
didinium,-0.012563071,0.0054443073,0.21833408,-0.2228407,0.0658109,-0.16829014
dinobryon,-0.04631661,-0.040158935,-0.047059175,-0.04386055,-0.044860277,-0.04070651
dinoflagellate_diamond,-0.0021297329,-0.10484865,-0.16143669,0.21013853,-0.13283923,-0.28351006
dolichospermum,0.06258494,-0.16323526,0.12487117,0.0024619359,-0.082538664,0.2391102
eudiaptomus,-0.12866494,-0.34839964,0.01965728,-0.18899685,0.008130463,0.051356018
fragilaria,-0.16870365,-0.10441861,-0.08574567,-0.17573915,-0.15178023,-0.08062838
gonium,-0.2509019,-0.10745098,0.061931662,0.23179477,-0.19553536,0.16798578
gymnodinium,-0.1448577,0.028440602,-0.22546576,-0.29275188,-0.11318566,0.0006729339
kellicottia,-0.30786502,0.09002285,0.2439207,-0.2568743,0.11710968,-0.019133108
keratella_cochlearis,-0.15465419,0.38736498,0.22456732,0.11146701,-0.22501445,-0.19782442
keratella_quadrata,0.15348111,-0.037411146,-0.30021572,-0.042545184,-0.17182097,0.07853194
leptodora,-0.10678918,0.16485566,0.04165937,-0.6299358,0.08198021,0.27439317
limnoraphis,-0.412991,0.018794568,0.3982402,0.030546572,0.08024233,-0.01502157
mallomonas_akrokomos,-0.07993152,0.062426455,-0.3732929,0.15709752,0.060772214,-0.12123756
mallomonas_big,-0.022140598,-0.13773313,0.010197722,0.08547181,-0.2048156,-0.018584589
nauplius,-0.14067508,-0.12854779,-0.14262293,-0.010257929,-0.14889678,-0.23735729
oocystaceae,-0.099590994,-0.095579594,-0.10951012,-0.09943515,-0.10330803,-0.09642564
pandorina,0.31315175,-0.3354553,0.3250994,-3.442697e-05,0.11942496,-0.21903388
