,h0,h1,h2,h3,h4,h5
paradileptus,-0.009004398,-0.03289269,0.22200833,0.13386717,-0.5979119,-0.44414118
pediastrum,0.015073965,0.16080318,0.27753142,0.04446537,-0.08356528,0.16048786
pennate_diatom,0.039406277,0.20585449,-0.47509393,-0.020090587,0.0016457841,-0.028893335
peridinium,-0.19825138,0.19152708,-0.29051498,-0.09608145,0.070148446,0.27233672
phacotus,-0.032142,0.041074518,-0.30354375,-0.050659068,-0.061055746,0.35563377
plankton_x,0.23135632,0.0058936393,0.36625886,-0.36014578,-0.12735696,0.01755193
plankton_y,0.29818812,0.00074198184,0.018466903,-0.20017569,-0.38114306,0.22765347
plankton_z,-0.055825464,0.29749295,-0.13857302,0.22946994,-0.097270876,0.09393465
planktosphaeria,-0.14866395,0.036796723,-0.23375331,-0.031204304,0.3022363,0.40368083
polyarthra,-0.06297319,0.020026661,-0.16343343,0.06457144,-0.0027310469,0.05249867
protist_like_ciliate,0.077393934,0.0062507507,-0.087603435,-0.10170781,0.08871213,0.08708037
rhodomonas,-0.10906599,-0.10543231,-0.11089677,-0.121234976,-0.10607587,-0.110751234
rotifer,-0.17765956,-0.11695811,-0.16875146,-0.15300293,-0.14721821,-0.14109151
rotifer_long,0.017388726,0.43995714,0.042430896,0.09616077,0.068478584,0.23927875
rotifer_z,0.00043447627,0.25395647,-0.16002566,0.23204161,0.26713344,-0.050105534
scenedesmus,-0.2628001,-0.11366873,0.45488632,0.18352418,-0.021352774,0.16573912
snowella,0.14235465,0.24338637,0.10831597,-0.16312402,-0.09160185,-0.047689553
staurastrum,0.25594497,0.07747899,-0.29622328,0.02354827,-0.082071856,-0.07125866
strombidium,0.09590911,-0.24146587,-0.0067435093,-0.2229179,-0.24159245,0.040157747
synchaeta,-0.21970756,0.16988033,-0.08511719,-0.13066937,-0.058856804,0.2760261
synedra,0.27383515,-0.108922035,0.13185318,-0.25223854,-0.047393616,0.104925625
synedra_angustissima,0.16168162,-0.10783174,-0.2045525,-0.12089375,0.2801102,0.24177286
synura,-0.09439859,-0.06787174,-0.23942162,0.12789664,0.3184143,-0.3766049
tetraedron,-0.052575197,-0.18050602,0.20118907,-0.49444872,-0.33427528,0.33861065
tintinnid,0.025256598,-0.102679595,-0.046243284,0.19908418,-0.0056672096,-0.027883809
trichocerca,0.22197014,0.06791056,0.3257516,-0.46543714,0.018346485,0.341702
uroglena,-0.24591738,-0.1958383,-0.11757063,-0.105648704,-0.09702006,-0.1716187
vorticella_epistylis_like,-0.07673141,-0.00020091255,-0.15678175,-0.28865516,0.52944124,-0.10367928
