date,h0,h1,h2,h3,h4,h5,h6
2024-01-15,0.9992086,0.14001922,0.9904473,0.99999964,1.0,0.9999999,0.9999757
2023-10-18,4.526174e-21,5.342686e-21,1.0875673e-13,7.890911e-12,6.926025e-14,1.1227413e-13,2.1795138e-06
2024-02-13,0.94690377,0.15590763,2.04415e-05,2.0596788e-06,1.0,0.0032404605,4.405938e-06
2022-02-26,0.99656844,0.0001811944,0.006167364,0.1192554,1.0,0.99999905,0.0010927665
2021-08-06,2.935126e-25,7.0819784e-16,5.0956494e-08,7.1952014e-17,1.9080586e-14,6.653484e-17,1.2079023e-14
2022-04-21,2.9879835e-05,0.99998283,0.999998,0.99999535,1.0,1.13948975e-08,1.9327155e-05
2024-06-09,3.717446e-17,3.5119724e-19,0.9999987,1.0851897e-07,0.00039750538,2.999323e-19,4.803855e-07
2022-03-21,1.2949184e-11,0.62605965,1.8006318e-07,1.1676649e-12,1.0,1.7376923e-06,5.496291e-10
2023-09-21,7.620614e-23,1.579917e-12,1.0225117e-16,5.472572e-07,2.0778977e-13,2.779888e-09,2.3604924e-10
2019-08-24,6.831464e-23,1.2282192e-17,3.3289054e-09,1.4254499e-13,8.401205e-13,1.968294e-20,1.5847414e-10
2023-09-24,1.6751469e-20,4.6812414e-16,5.799775e-17,1.4414197e-09,2.2022115e-13,6.9140504e-15,1.0734949e-06
2020-04-02,0.36979458,0.9999989,0.99776316,0.94126457,1.0,7.1365687e-09,4.1480785e-08
2021-03-10,0.9999547,0.00063376146,0.00043773605,0.0040319376,1.0,8.811548e-06,5.7411842e-05
2023-11-17,5.880901e-14,5.510897e-20,3.8829563e-07,0.000109861474,2.3989307e-05,5.238903e-16,0.9999943
2024-06-21,1.8105999e-23,1.0487308e-15,0.99993527,2.6240288e-10,1.26383e-10,5.7712385e-17,6.928159e-12
2021-11-16,1.4306772e-06,9.423828e-13,0.036524396,0.00366686,0.99999475,8.054699e-12,1.0
2021-05-01,2.7228637e-06,0.99999976,0.99999976,0.9957165,1.0,0.00030706197,1.4937497e-05
2019-04-29,0.00030945716,1.0,0.9999888,0.99138004,1.0,0.00011586144,1.0777288e-05
2024-11-15,1.311451e-10,3.9359279e-07,1.2184563e-10,0.0004575333,0.9996233,0.0001380582,0.737494
2024-07-25,5.2742764e-23,4.2464147e-16,6.9901665e-07,2.6275894e-14,7.788988e-16,1.1198267e-16,1.4340585e-14
2023-12-26,0.9817646,0.008674608,0.9994747,0.99999166,1.0,0.99983406,0.99999547
2021-02-14,0.999995,7.063472e-08,0.9928797,1.573158e-07,1.0,0.9344635,0.007492561
2024-12-20,0.008873758,9.4721095e-08,0.97660327,0.9999944,1.0,1.0,0.9990835
2020-02-14,0.9980635,0.99857545,0.9975048,0.24754661,1.0,0.9993875,0.0014509838
2019-07-02,6.4024275e-24,6.2684708e-06,0.09778638,6.1787265e-05,1.5283995e-11,2.1444371e-10,2.9565026e-08
2021-11-12,4.026986e-12,2.7329186e-17,0.98103356,2.1740687e-05,0.98814696,3.2674506e-14,1.0
2022-03-25,9.81529e-11,0.999964,6.602312e-09,7.203201e-11,1.0,4.6434483e-08,4.978098e-10
2023-10-30,2.1876903e-19,8.3095375e-17,1.364251e-12,3.563268e-14,1.0470355e-12,8.248762e-12,0.0030619581
2020-04-20,0.0004479694,0.9999888,0.99999976,0.99999964,1.0,2.736228e-07,0.0005616623
2024-09-09,3.7600533e-21,1.6873688e-15,1.3037455e-12,3.424969e-07,1.55248e-15,1.1905271e-06,9.11247e-16
2021-04-18,5.915926e-13,1.0,0.013100947,0.017166538,0.99997795,5.159985e-07,3.1173688e-08
2019-09-23,9.643211e-23,7.492483e-16,0.0003959257,6.8325835e-12,1.0145942e-14,1.4316287e-18,0.0017373064
2023-01-07,0.99999666,0.00012939224,0.99999,0.9999993,1.0,0.006322232,0.9999685
2022-07-04,8.2669783e-25,2.6698985e-15,9.690836e-06,5.0288613e-09,1.293695e-17,5.2781157e-10,1.4947336e-13
2019-08-15,4.6426236e-20,1.8911626e-15,4.5262013e-06,5.977872e-08,5.4054493e-13,3.46049e-13,2.6304152e-12
2021-07-07,8.307735e-16,7.638223e-15,0.9865329,4.1128536e-09,5.100774e-08,1.965497e-11,8.367052e-08
2023-05-28,4.4806945e-09,6.252896e-05,0.9999999,0.99974114,0.9999987,5.3989566e-05,1.2711779e-06
2022-09-21,3.8681498e-21,3.7542178e-22,4.157588e-07,9.433372e-14,6.7861058e-18,3.6094195e-14,9.516079e-06
2023-01-04,0.9999995,1.0254083e-12,0.096027054,0.14338788,1.0,1.437848e-08,0.99999785
2021-10-28,8.599483e-24,3.570613e-19,0.00012128441,2.004649e-11,1.217282e-12,1.6430492e-18,0.9998228
2021-05-24,0.005977819,6.214732e-06,1.0,0.00041336514,1.0,0.0013063467,9.445664e-06
2023-12-13,0.8431714,2.7907252e-05,0.9955005,0.999998,1.0,0.99922645,0.9999994
2023-05-19,2.4684176e-05,0.92327714,1.0,0.9999889,1.0,3.1613727e-08,2.359387e-05
2024-04-17,0.031363048,0.9999932,0.99999607,0.99999976,1.0,6.9624164e-08,0.44032183
2021-11-18,4.8765408e-08,2.1484552e-12,0.99954176,0.00040804452,0.9999999,5.0169554e-08,1.0
2024-10-24,6.0270794e-19,1.0783873e-14,7.297747e-12,1.9878245e-14,6.906496e-08,8.362957e-18,2.101134e-08
2023-04-22,6.996555e-07,0.99994934,0.99999976,0.99924123,1.0,1.7745071e-11,7.336006e-07
