,h0,h1,h2
aphanizomenon,-0.08631154,-0.6022703,1.0837675
askenasia,-1.2559255,-0.21579887,0.77751637
asplanchna,-0.42054752,-0.60410005,-1.1245613
asterionella,-1.2572476,-1.1023762,2.6364605
aulacoseira,3.5712683,-1.6308731,1.8698431
bosmina,0.9845496,0.67779785,-0.567597
centric_diatom,2.2286062,-0.13046448,0.5429809
ceratium,-1.4657732,-1.2539951,2.0110555
chaoborus,-1.3923144,-0.5770669,1.2772177
chlorophyte,-0.8293186,1.1168697,0.98178864
chlorophyte_colonial_dividing,-1.8115929,1.0618807,1.7111577
chlorophyte_elongated,-1.4008899,0.17694055,-0.2060257
chlorophyte_frame,-2.006398,1.211255,1.2803689
chlorophyte_square,-1.3488772,1.4737945,1.7117084
chroococcales,-3.1186619,1.7399768,3.0095346
chydorus,0.565565,1.8139769,1.8359808
ciliate,-0.07654618,0.13957241,-0.87993276
ciliate_big,1.7981856,-0.8195743,1.3681142
ciliate_blue,-0.1603096,0.47046402,0.3203836
ciliate_green,-2.6475554,-1.3917813,1.0763624
ciliate_round,0.7521904,0.57839185,0.19501205
closterium,0.7101039,0.47943696,1.715922
coelastrum_reticulatum,0.7919164,2.59363,3.1077566
coelosphaerium,-3.8222332,1.4027812,3.9812071
coleps,-0.47890282,1.5074322,2.0541353
collotheca,-1.8228188,0.40463063,2.8584106
conochilus,-1.0651988,-2.0614514,-1.3791353
cosmarium,-1.6375562,0.34534666,1.2112586
cryptophyte,-0.1990035,0.43068576,-0.46219888
cyanobacteria_colonial_blue,-2.036091,0.56551313,1.6981242
cyanobacteria_colonial_clathrate,-2.6975656,-1.5616099,3.5808187
cyanobacteria_colonial_probably,-1.6394621,1.6124452,3.5176752
cyanobacteria_filamentous,-0.31492844,0.97099656,3.2812824
cyclops,-0.8186525,-0.03277103,-0.11559676
daphnia,-0.1938425,-0.80937093,0.5394088
daphnia_cucullata,-0.25211456,1.0897359,3.5165617
diaphanosoma,-3.6146946,1.0526096,3.3705208
didinium,-0.24609587,0.4429782,1.3704629
dinobryon,-3.624139,-1.2300766,3.0122962
dinoflagellate_diamond,2.8186448,0.9610609,-2.3008397
dolichospermum,0.11145356,0.06710252,2.5605927
eudiaptomus,-0.11322703,-0.15491319,-0.02651324
fragilaria,-0.91180265,-2.319956,3.3090813
gonium,-5.0109105,0.29656538,2.9084342
gymnodinium,0.18067154,0.8397608,0.30025667
kellicottia,0.12853551,-0.15198208,-0.60973763
keratella_cochlearis,-0.6469249,-0.2837759,0.88454926
keratella_quadrata,-0.7651679,-1.328532,-0.06889023
leptodora,0.18269534,0.7592898,2.6058028
limnoraphis,-0.36979714,1.2294158,2.845263
mallomonas_akrokomos,-0.6789057,-0.5187093,-1.2775578
mallomonas_big,-0.5721295,0.12006839,1.3898607
nauplius,-0.49741274,-0.19040138,-0.7222788
oocystaceae,-0.7964355,2.4132552,2.416335
pandorina,-0.16646738,0.020132912,0.8846377
paradileptus,-0.93659,-0.7744473,2.5048788
pediastrum,-0.82294285,0.8019734,2.0533586
pennate_diatom,-0.68236464,0.89362854,1.205881
peridinium,-0.4075767,0.84521943,1.7834529
phacotus,-1.1907182,-0.59027594,1.5324123
plankton_x,-1.3836662,0.55764383,1.0754493
plankton_y,0.75392705,0.4034622,0.14297698
plankton_z,-2.7066636,0.6205206,1.8350796
planktosphaeria,0.77068466,-0.99685514,0.96004987
polyarthra,-0.7213154,-0.5449611,-1.743247
protist_like_ciliate,-0.7400402,0.8845888,1.0398612
rhodomonas,0.5460851,0.33123878,-1.1648649
rotifer,-1.1101066,-0.8056034,-0.5653042
rotifer_long,-2.0060945,0.017399635,0.3622408
rotifer_z,-3.0663998,-0.58455795,2.0399442
scenedesmus,-1.7021283,0.55772144,2.700719
snowella,-3.2059617,4.8435,1.8238343
staurastrum,-0.71103626,0.42890617,0.9274982
strombidium,-0.31935272,0.29511896,-0.048741844
synchaeta,0.95987326,-1.1084036,-0.83512044
synedra,-1.3797534,-1.5204494,0.3297714
synedra_angustissima,2.2239041,-0.0018513488,2.008017
synura,-1.105087,-0.51104426,2.3676667
tetraedron,-0.8307626,1.5022048,1.4635206
tintinnid,0.6753576,0.40733412,0.17104001
trichocerca,-1.0938505,0.07274973,0.65922534
uroglena,-4.1241198,-0.08432971,1.5702478
vorticella_epistylis_like,0.90119565,0.9484844,1.018272
