epoch,train_mse,val_mse,train_nll,val_nll,theta_mean,sat_lo,sat_hi,sat_mid
1,825099.1828125,622607.1875,3.384972095489502,3.347829580307007,0.9926407933235168,0.7184865474700928,0.27637261152267456,0.005140841007232666
10,636675.71640625,610400.5625,3.173708438873291,3.1380512714385986,0.95024573802948,0.7297964096069336,0.2649599015712738,0.0052436888217926025
20,945330.7451171875,569322.0625,3.0687990188598633,3.0343894958496094,0.9189916253089905,0.689800500869751,0.30649805068969727,0.003701448440551758
30,453535.18095703126,635641.625,3.031663656234741,2.9989819526672363,0.8979774117469788,0.6814723610877991,0.3155459463596344,0.0029816925525665283
40,667075.4678710938,593539.9375,3.0441272258758545,3.0030200481414795,0.8793476223945618,0.7108780741691589,0.2862430512905121,0.0028788745403289795
50,493070.3154296875,579192.125,2.9986588954925537,2.9666831493377686,0.8640882968902588,0.7302076816558838,0.2676331400871277,0.0021591782569885254
60,448250.16572265624,558748.8125,2.9862561225891113,2.951108694076538,0.8526925444602966,0.7539584636688232,0.24408800899982452,0.001953527331352234
70,491944.55,541172.3125,2.9637351036071777,2.926952838897705,0.8447432518005371,0.7651655077934265,0.2331893891096115,0.001645103096961975
80,565848.690234375,539626.5,2.9455838203430176,2.9046435356140137,0.8396154642105103,0.7632120251655579,0.234628826379776,0.0021591484546661377
90,619122.3470703125,529913.6875,2.9434328079223633,2.8999056816101074,0.8370898962020874,0.7646514177322388,0.2340119183063507,0.0013366639614105225
100,528789.1916015625,556562.625,2.940396308898926,2.898272752761841,0.8339598178863525,0.7448077201843262,0.25334155559539795,0.001850724220275879
110,494290.308203125,557257.9375,2.9368677139282227,2.900667190551758,0.8320765495300293,0.7373020648956299,0.26043593883514404,0.0022619962692260742
120,619614.155859375,561107.1875,2.928232192993164,2.890181541442871,0.8307716250419617,0.7173555493354797,0.28120502829551697,0.001439422369003296
130,346037.3546875,571552.0,2.9263696670532227,2.890897274017334,0.8310918211936951,0.7192062735557556,0.27904585003852844,0.0017478764057159424
140,582325.6671875,550134.0,2.9237136840820312,2.8872649669647217,0.8314719796180725,0.7170470952987671,0.2816162705421448,0.0013366341590881348
150,583383.03515625,547534.1875,2.917397975921631,2.8789401054382324,0.8316673040390015,0.7025498747825623,0.29559943079948425,0.0018506944179534912
160,615230.036328125,553158.125,2.917358160018921,2.8764848709106445,0.8318390250205994,0.7004935145378113,0.29806703329086304,0.0014394521713256836
170,662939.78125,541370.75,2.9180362224578857,2.884941816329956,0.8326170444488525,0.7005963325500488,0.2979642152786255,0.0014394521713256836
180,520161.227734375,537820.125,2.930288076400757,2.896951675415039,0.8325058817863464,0.70789635181427,0.2908698320388794,0.001233816146850586
190,562067.790234375,549215.3125,2.925398826599121,2.893310070037842,0.8318800926208496,0.6899033188819885,0.3086571991443634,0.0014394819736480713
200,527743.3234375,559034.5625,2.9222617149353027,2.8839643001556396,0.8315712213516235,0.6800329089164734,0.3188360929489136,0.0011309981346130371
210,485588.876953125,555849.0,2.9391586780548096,2.9088850021362305,0.8309881091117859,0.6973061561584473,0.3011515438556671,0.0015422999858856201
220,468057.50546875,550588.75,2.9393935203552246,2.9057674407958984,0.8285677433013916,0.6982315182685852,0.3003289997577667,0.0014394819736480713
230,586319.8546875,555072.875,2.934522867202759,2.894778251647949,0.8267347812652588,0.6925765872001648,0.3056755065917969,0.00174790620803833
240,590598.23046875,566150.0,2.9261138439178467,2.8874220848083496,0.825796365737915,0.6927822232246399,0.3057783246040344,0.0014394521713256836
