,h0,h1,h2,h3,h4,h5
cyanobacteria_colonial_blue,0.3528332,-1.820911,-0.9543274,-2.7535412,0.20887977,-3.31444
cyanobacteria_colonial_clathrate,-1.6930954,-0.8685582,0.22035713,-7.1087294,0.75580806,-3.9548542
cyanobacteria_colonial_probably,-1.4992356,-0.9764405,-0.58830684,-2.898367,-0.85536534,-2.932606
cyanobacteria_filamentous,-1.4575585,-0.46556702,2.7176478,-0.18504918,-0.9830947,-2.0131025
cyclops,-0.46505564,0.15091972,-0.58095276,-0.050960362,-0.10347245,-0.42670783
daphnia,-0.06939272,0.53928816,-0.052910883,-0.47697824,0.50939375,-2.2592485
daphnia_cucullata,0.81493026,-1.342699,-0.029748386,-9.329532,-0.18946072,-5.404665
diaphanosoma,-0.1490108,-2.741835,-1.7655373,-6.3566585,-1.1124138,-4.0495763
didinium,0.044424564,-1.6443222,-0.2526041,-1.27475,0.1801909,0.4116726
dinobryon,-3.426764,-0.935873,-0.96307015,0.23897459,2.0541801,-1.9885252
dinoflagellate_diamond,3.5689895,0.26053143,1.0023609,0.63884294,-1.219441,-0.009748474
dolichospermum,-2.0058708,0.25527963,0.52463317,-4.2688427,0.69194245,-0.81468177
eudiaptomus,-0.05366405,0.041820806,0.12177044,0.16354163,-0.039426506,-0.17522898
fragilaria,-3.4711049,-0.006466367,1.3197092,-2.0301871,1.6952057,-1.2951448
gonium,-2.982147,-1.6767334,-0.48370284,-6.682381,-0.49750525,-3.7200837
gymnodinium,0.3555149,-0.5455087,-0.43424398,-1.8217536,-0.3576713,-0.18158281
kellicottia,0.3290498,0.27518508,-0.40801752,-0.028436854,0.27730525,0.20604995
keratella_cochlearis,-0.7765953,-0.36952668,-0.23511913,-0.94806343,0.6784194,-0.012446904
keratella_quadrata,-0.666379,0.6123278,-0.6374407,0.2889868,1.7401572,-0.40521508
leptodora,0.48760206,-0.8679526,0.040618252,-4.7086835,0.45089868,-5.0504804
limnoraphis,0.5235772,-1.2590207,0.3986201,-1.204933,-1.0522891,-4.159997
mallomonas_akrokomos,1.1873931,-1.2410921,-0.5840227,1.8975141,-0.07380113,-0.8607011
mallomonas_big,0.19424954,-1.7029605,0.08565039,-0.5257784,0.6980597,-1.3910224
nauplius,-0.060448434,0.31544587,-0.71983707,0.26220608,0.037891902,-0.30238256
oocystaceae,0.71417594,-2.039227,-0.7601114,-3.1867044,-0.8581134,-3.3441138
pandorina,-1.4176893,0.6004516,-0.048538692,-1.0229301,0.37455985,0.52049434
paradileptus,-0.7938001,-0.5823919,0.3412511,-2.140114,1.0462137,-1.5368621
pediastrum,-0.6171675,-0.8027594,0.13552906,-2.3513298,-0.680853,-1.1677449
pennate_diatom,-1.2164978,-0.5641064,1.5077686,0.89704615,-1.3416926,-0.59211975
peridinium,-0.26827028,-1.4993849,-0.6845958,-1.899068,-0.22644886,0.8992248
phacotus,-0.8915918,-0.46797007,-0.34054133,-2.7739232,0.89971083,-1.904617
plankton_x,-0.94537526,-0.56140953,-1.5838686,-1.3211143,-0.34238717,0.538965
plankton_y,0.4092246,-0.37664977,-0.030015009,-0.3603699,-0.211072,0.7610192
plankton_z,-1.3348273,-1.9399598,-0.6935892,-4.9894204,-0.62206346,-1.109441
planktosphaeria,0.29229876,0.06492366,0.54735464,-1.4014134,1.6143321,-2.2072713
polyarthra,0.48098543,0.36605492,-1.3104867,1.0384697,0.61600333,0.18232253
protist_like_ciliate,-0.13527183,-1.0657572,-0.663905,-1.9535882,-0.30694622,-0.36072043
rhodomonas,0.901985,0.47662094,-0.46570566,0.53597456,-0.49933335,-0.023034306
rotifer,-0.3303917,0.3323502,-1.1981169,0.04429076,1.0121976,-0.4105593
rotifer_long,-0.6238182,-0.02159551,-1.1020439,-0.7552983,-0.01586283,-1.8953706
rotifer_z,-0.83904094,-2.3287559,-1.0555921,-3.7898757,0.87245625,-1.2613462
scenedesmus,-0.8554008,-1.2708063,-0.40580747,-7.193944,-0.46094736,-1.2909678
snowella,1.6425836,-5.3104687,-2.0345457,-5.6848135,-1.4719684,-2.4202383
staurastrum,-0.5927142,-0.15216444,-0.24492657,-0.848521,-0.018660063,-0.020159934
strombidium,-0.19061592,-0.23845972,-0.77631134,0.049019154,-0.092029534,0.76069367
synchaeta,1.874623,-0.21713232,-0.19525446,1.5582907,1.9563128,-1.3951982
synedra,-0.9266892,-1.4813241e-05,-0.24934137,1.3617492,0.92326355,-1.0115916
synedra_angustissima,1.5161799,-0.7819333,1.5278121,-4.9335904,0.9290132,-3.0837302
synura,-2.535723,0.5162507,0.85225207,-4.7280126,0.5579695,-0.58817166
tetraedron,-0.11453769,-1.4671553,-0.5206455,-0.87782717,-0.92588603,-1.3328416
tintinnid,0.42131075,-0.2014233,0.2768485,-0.36136112,-0.1603064,0.13783585
trichocerca,-0.32866484,-0.5527204,-0.989477,-0.14234787,0.19770849,-0.33960423
uroglena,-3.4684048,0.42648688,-2.050236,-1.3845168,2.621524,-1.1583142
vorticella_epistylis_like,0.41344112,-0.83749557,0.40165842,-1.4657358,-0.28085876,0.33876926
