,h0,h1,h2,h3,h4,h5,h6
paradileptus,-0.08346217,0.20815545,0.09225657,-0.002645914,-0.1755618,-0.14222895,0.17551275
pediastrum,0.0835296,-0.58099115,0.108827725,-0.018609412,0.009627068,0.07834004,-0.007508841
pennate_diatom,0.17948884,0.0134351235,0.031323615,-0.27464515,-0.12658694,-0.08608872,-0.21188836
peridinium,-0.10565814,-0.08070651,0.055619713,-0.29199162,0.12437223,-0.045891583,-0.07579083
phacotus,-0.013181985,0.13542655,-0.25689143,-0.0058081513,-0.0695459,0.100293465,-0.123253144
plankton_x,0.15416698,0.06329444,0.030915502,-0.07095474,0.13159531,-0.059377607,-9.387418e-08
plankton_y,-0.18542378,0.008544326,0.017762808,0.43091983,0.037470836,-0.0018515987,0.011329841
plankton_z,0.08590757,0.22759213,-0.076594695,0.12048194,-0.018799188,-0.0038622003,0.009498093
planktosphaeria,0.3246548,0.054757193,-0.12972277,-0.14387092,0.069099665,0.2964031,-0.21771717
polyarthra,-0.25336078,0.3943978,-0.26642597,0.074199714,0.13206923,-0.065097,-0.018318985
protist_like_ciliate,0.06369521,-0.3200568,0.068055205,-0.06274136,-0.25194186,0.051532414,-0.2053517
rhodomonas,-0.12590994,-0.11101444,-0.12116667,-0.10381797,-0.11039973,-0.11784693,-0.10117319
rotifer,-0.2149443,-0.08434182,-0.14780647,-0.074843094,-0.1680839,-0.11231856,-0.08906377
rotifer_long,-0.41577217,0.099961974,0.00016729964,-0.36781338,-0.053261228,-0.22854944,-0.21656547
rotifer_z,-0.0055548195,-0.051411323,-0.0035724302,0.02178219,-0.082267486,0.38366038,-0.14260417
scenedesmus,0.02974798,-0.07498517,-0.2205014,-0.3619933,-0.3685817,-0.0040580723,0.36087525
snowella,0.084809095,0.052324213,-0.12931404,-0.12922715,0.02541833,0.11386269,-0.27892548
staurastrum,0.45775905,-0.13037129,-0.25189155,-0.26113763,-0.011460734,-0.08750347,-0.061802465
strombidium,-0.044591453,0.12839596,-0.09169227,0.058578715,0.099836014,-0.1463649,0.22371456
synchaeta,-0.00097244396,0.17587532,0.157896,-0.24592572,-0.076630846,-0.09614311,0.1485273
synedra,-0.005689108,-0.028296845,0.0020189679,-0.21134093,-0.13564633,0.20429306,0.30842766
synedra_angustissima,0.0023677605,-0.37643197,-0.30805242,0.23876292,-0.047736,0.15126015,-0.090499274
synura,-0.11451915,0.23794004,-0.2206276,-0.0027938476,0.07277776,0.061166804,0.0018941313
tetraedron,-0.1723646,-0.24557437,0.0016132703,-0.10458137,0.12364215,-0.24873723,0.3518105
tintinnid,0.22135556,0.076362856,0.108828336,-0.08462509,-0.12375333,0.4190163,-0.059802417
trichocerca,-0.15857251,-0.062895656,0.16048734,0.02937517,0.025864504,0.18606639,-0.24453562
uroglena,-0.14715174,-0.15407547,-0.112075575,-0.06007191,-0.119095676,-0.12077736,-0.058589853
vorticella_epistylis_like,-0.1326813,0.420977,0.27110732,0.3109387,0.22364135,8.365437e-05,-0.06856626
