,h0,h1,h2,h3,h4,h5
aphanizomenon,-0.0008981082,-0.00087176205,-0.00084196357,-0.0009836019,-0.00086275046,-0.00083977374
askenasia,0.00089993223,0.00088096946,0.00085819873,0.0009599851,0.00087426836,0.0008565136
asplanchna,-8.0186e-05,-8.348073e-05,-8.8304e-05,-6.15288e-05,-8.516489e-05,-8.8672095e-05
asterionella,-0.001955419,-0.0019151723,-0.0018666879,-0.0020838077,-0.0019004698,-0.0018630497
aulacoseira,0.00029480323,0.00028174376,0.0002667845,0.0003361014,0.00027721905,0.0002656363
bosmina,-0.00041333676,-0.0004165354,-0.00041920252,-0.00040211764,-0.0004171188,-0.00041940075
centric_diatom,0.000102036305,9.224345e-05,8.01591e-05,0.00013581305,8.895136e-05,7.971269e-05
ceratium,3.794669e-05,2.8314904e-05,1.8151117e-05,6.6142886e-05,2.4713725e-05,1.7359187e-05
chaoborus,-0.00081562146,-0.00080046034,-0.00078268326,-0.000862728,-0.00079519424,-0.0007812738
chlorophyte,-0.00025052938,-0.00024217844,-0.00023294374,-0.0002828463,-0.00023939167,-0.00023205896
chlorophyte_colonial_dividing,0.0010440281,0.0010032211,0.0009550669,0.0011775414,0.000988729,0.0009515015
chlorophyte_elongated,-0.00036780487,-0.00035800965,-0.0003472994,-0.00039887824,-0.00035486827,-0.00034653742
chlorophyte_frame,-0.00042764732,-0.0004070874,-0.00038365411,-0.0004969705,-0.00040003707,-0.00038195762
chlorophyte_square,-0.00085028436,-0.0008341411,-0.0008146819,-0.0009032122,-0.00082807103,-0.0008132815
chroococcales,0.00053757336,0.00051632186,0.0004906041,0.00060494547,0.00050859846,0.0004886887
chydorus,-0.00051884056,-0.00052297657,-0.0005266127,-0.0005011056,-0.0005240473,-0.0005266809
ciliate,-0.00030328706,-0.00030188324,-0.00029952958,-0.00030653278,-0.00030099685,-0.00029938118
ciliate_big,-0.00037280566,-0.0003733502,-0.00037391897,-0.000369389,-0.00037356932,-0.0003739445
ciliate_blue,0.00016838938,0.00015637654,0.00014372924,0.00020772495,0.00015226004,0.00014267006
ciliate_green,-0.000489354,-0.00046734334,-0.00044273605,-0.00056269,-0.00045983892,-0.0004409405
ciliate_round,0.0007140555,0.0006901921,0.0006623175,0.000789903,0.00068196544,0.0006602084
closterium,-0.0011048545,-0.0010775783,-0.0010463122,-0.0011922953,-0.0010682143,-0.0010439999
coelastrum_reticulatum,8.3833256e-05,8.1279686e-05,7.722246e-05,8.9264504e-05,8.045661e-05,7.6820885e-05
coelosphaerium,-0.0015088494,-0.0014739304,-0.0014335264,-0.0016216818,-0.0014619912,-0.001430627
coleps,-0.00079398014,-0.0007704146,-0.0007427259,-0.0008731773,-0.0007618335,-0.00074076606
collotheca,-0.00023438185,-0.00023444905,-0.0002348054,-0.00023532301,-0.00023491273,-0.00023463354
conochilus,-0.0019273051,-0.0018634346,-0.0017901564,-0.0021394878,-0.0018411478,-0.0017847869
cosmarium,0.00024185883,0.00023205313,0.00022059825,0.00027409618,0.00022859027,0.00021975406
cryptophyte,-0.00014369539,-0.00014790933,-0.0001536787,-0.00013043432,-0.00014985976,-0.00015352666
cyanobacteria_colonial_blue,-0.0010250452,-0.001019592,-0.0010132057,-0.001038548,-0.0010178188,-0.0010125522
cyanobacteria_colonial_clathrate,-0.00033598984,-0.00032636427,-0.00031462553,-0.00036986812,-0.00032199002,-0.00031383618
cyanobacteria_colonial_probably,0.0010634611,0.0010324593,0.0009957282,0.0011682067,0.0010210765,0.0009927601
cyanobacteria_filamentous,0.0015576071,0.0015175127,0.001470352,0.0016921404,0.0015033887,0.0014669431
cyclops,0.00025615687,0.00023861535,0.00021974191,0.00031183273,0.00023294528,0.00021843388
daphnia,1.615068e-05,3.5770383e-06,-8.792881e-06,5.813575e-05,-1.8668953e-07,-9.714992e-06
daphnia_cucullata,-0.00016045422,-0.0001613214,-0.00016182246,-0.00015709239,-0.00016127087,-0.00016189099
diaphanosoma,-0.0016030825,-0.0015429874,-0.0014741071,-0.001803107,-0.0015219506,-0.0014691104
didinium,0.00049228105,0.00048540384,0.0004766053,0.0005096091,0.00048269238,0.00047603322
dinobryon,0.00014360112,0.00013138016,0.00011784336,0.00018439986,0.0001270663,0.000116829775
dinoflagellate_diamond,0.0011159338,0.0010777789,0.0010319921,0.0012442548,0.001063979,0.001028608
dolichospermum,-0.00177109,-0.0017237085,-0.0016687142,-0.0019271198,-0.0017071919,-0.0016646164
eudiaptomus,9.974826e-05,7.843124e-05,5.4081003e-05,0.00017254647,7.077718e-05,5.221459e-05
fragilaria,-0.00082867505,-0.00081455655,-0.0007974772,-0.00087201584,-0.00080946466,-0.00079627003
gonium,-0.00059531396,-0.0005863348,-0.000575592,-0.00062445854,-0.0005832501,-0.0005748222
gymnodinium,-0.000619074,-0.0006031577,-0.00058447086,-0.0006676559,-0.0005975505,-0.0005830512
kellicottia,-1.3628031e-05,-2.0077878e-05,-2.7744249e-05,6.593025e-06,-2.2375378e-05,-2.8197075e-05
keratella_cochlearis,-0.00040504083,-0.00040183042,-0.000399121,-0.0004129377,-0.0004010748,-0.0003990062
keratella_quadrata,0.0010218091,0.0009858406,0.00094499806,0.0011430829,0.00097356795,0.0009420428
leptodora,-0.0006356605,-0.00061351375,-0.0005886421,-0.00071283046,-0.00060587435,-0.00058687467
limnoraphis,0.00018780676,0.00018410935,0.00017954753,0.00019986983,0.00018286944,0.0001791637
mallomonas_akrokomos,0.00084759825,0.00082155084,0.00079142564,0.00093323673,0.00081246975,0.0007892089
mallomonas_big,-0.00027108536,-0.00025011084,-0.00022795587,-0.00034201672,-0.00024319641,-0.00022627685
nauplius,-0.00063779205,-0.00063342473,-0.0006271808,-0.0006520394,-0.000631613,-0.000626705
oocystaceae,0.0017991054,0.0017455936,0.0016830903,0.0019748127,0.0017268966,0.0016785401
pandorina,-0.0002019082,-0.0002190711,-0.00023843838,-0.00014283624,-0.00022458253,-0.00023993525
