,h0,h1,h2
aphanizomenon,0.002339813,0.0022828516,0.002342711
askenasia,0.00017698607,0.00017717866,0.00017768804
asplanchna,-0.0011307755,-0.001102175,-0.0011322186
asterionella,0.00045136828,0.00043586938,0.0004521528
aulacoseira,-0.0006458461,-0.00063307997,-0.0006464581
bosmina,-0.0006317735,-0.0006136282,-0.0006327014
centric_diatom,0.00038248752,0.00036945834,0.00038314666
ceratium,-2.8106075e-05,-3.421544e-05,-2.786377e-05
chaoborus,0.0008873,0.0008571358,0.0008888267
chlorophyte,-9.291728e-05,-0.000104214225,-9.2313465e-05
chlorophyte_colonial_dividing,-0.00045870265,-0.00044498825,-0.00045938976
chlorophyte_elongated,-0.00011583288,-0.00011662122,-0.00011577223
chlorophyte_frame,0.00023601254,0.00022230145,0.00023674266
chlorophyte_square,-5.6799006e-05,-4.92319e-05,-5.714414e-05
chroococcales,-0.00026272054,-0.00025659965,-0.0002630369
chydorus,-0.00052563037,-0.0005096657,-0.00052646274
ciliate,-0.0010394714,-0.0010108374,-0.0010409097
ciliate_big,-0.0006116433,-0.0006100825,-0.0006116975
ciliate_blue,-0.00038587337,-0.0003689229,-0.00038677183
ciliate_green,-0.000608406,-0.0006004153,-0.0006087847
ciliate_round,0.000106849875,7.978434e-05,0.0001082431
closterium,-0.00039169434,-0.00038917994,-0.0003918221
coelastrum_reticulatum,0.00022777985,0.00021673468,0.00022840386
coelosphaerium,-0.00013598357,-0.00013521576,-0.00013601432
coleps,-0.00076090917,-0.0007518101,-0.0007613128
collotheca,-0.0015829161,-0.0015507571,-0.0015844228
conochilus,0.00028907435,0.00027364472,0.00028985596
cosmarium,-0.00023563352,-0.0002319819,-0.00023582121
cryptophyte,-0.0008810002,-0.0008665031,-0.0008817075
cyanobacteria_colonial_blue,-8.309845e-06,-8.752863e-06,-8.287348e-06
cyanobacteria_colonial_clathrate,-0.0003700382,-0.00035885538,-0.00037060605
cyanobacteria_colonial_probably,0.0010333414,0.000992843,0.0010354056
cyanobacteria_filamentous,-0.00010097129,-0.0001087171,-0.00010053566
cyclops,-0.0012050438,-0.0011802731,-0.0012061449
daphnia,0.00017189933,0.00016141796,0.00017242698
daphnia_cucullata,0.00037236922,0.0003688525,0.00037254402
diaphanosoma,0.0009536792,0.00091762503,0.00095534546
didinium,0.0008794957,0.0008425441,0.0008813924
dinobryon,-0.0013483097,-0.0013159341,-0.0013499587
dinoflagellate_diamond,-0.00055580767,-0.00054487115,-0.00055635325
dolichospermum,0.0004516541,0.00043524327,0.00045251814
eudiaptomus,7.2225324e-05,6.5890235e-05,7.255439e-05
fragilaria,-0.0004465496,-0.00043668077,-0.0004470277
gonium,-6.976868e-05,-7.119612e-05,-6.967179e-05
gymnodinium,-0.0012720918,-0.0012426071,-0.0012735855
kellicottia,0.0001085221,9.397467e-05,0.00010929041
keratella_cochlearis,-0.0017598507,-0.0017289616,-0.001761397
keratella_quadrata,-2.9632767e-05,-3.411296e-05,-2.9397419e-05
leptodora,0.0009599538,0.00093286496,0.00096134125
limnoraphis,0.0025267557,0.0024626495,0.002529999
mallomonas_akrokomos,-0.0017600609,-0.0017282211,-0.0017616703
mallomonas_big,0.0007847998,0.00076463365,0.00078586675
nauplius,-0.00016388214,-0.00017725321,-0.00016313493
oocystaceae,0.00021110012,0.00020015507,0.00021165042
pandorina,0.0008110383,0.0007917143,0.00081201096
paradileptus,-0.0008565642,-0.0008563532,-0.00085652794
pediastrum,-0.00030196848,-0.00029072718,-0.00030255225
pennate_diatom,-0.00054591964,-0.00053520186,-0.00054644246
peridinium,-0.00024191565,-0.00023789398,-0.00024190624
phacotus,1.5552243e-06,-9.094646e-08,1.3397396e-06
plankton_x,0.0007996863,0.0007727352,0.000801124
plankton_y,-0.0005098379,-0.00050440995,-0.000510563
plankton_z,-0.0010132882,-0.0009884962,-0.0010145428
planktosphaeria,-0.0008965527,-0.0008715544,-0.00089780724
polyarthra,-0.00059688627,-0.0005749864,-0.0005979821
protist_like_ciliate,0.0005841586,0.0005645603,0.00058515766
rhodomonas,-0.002016882,-0.0019676355,-0.0020193711
rotifer,-0.00037700802,-0.00037490172,-0.00037705892
rotifer_long,-0.000621748,-0.0006141177,-0.0006221107
rotifer_z,-0.0016437486,-0.001602,-0.0016458296
scenedesmus,-0.0004568464,-0.0004432059,-0.00045752563
snowella,-0.000115399365,-0.000116579904,-0.00011530481
staurastrum,-0.0011643963,-0.0011513674,-0.0011650157
strombidium,0.0021069136,0.0020468347,0.0021100037
synchaeta,-0.0014473877,-0.0014257589,-0.0014484206
synedra,-0.00039726467,-0.00038997942,-0.00039761682
synedra_angustissima,0.0009364885,0.00090445415,0.00093811366
synura,-0.00059499097,-0.00057451066,-0.000596016
tetraedron,-0.00046540808,-0.00046487406,-0.00046538794
tintinnid,-0.00025634383,-0.0002459555,-0.00025687128
trichocerca,-0.00045821365,-0.00045307822,-0.00045846662
uroglena,-0.00034145516,-0.000344836,-0.0003412897
vorticella_epistylis_like,-0.001620346,-0.001568164,-0.0016230204
