,h0,h1,h2,h3,h4,h5,h6
coleps,-0.4141284,-1.4789342,1.0497289,0.31466034,-0.10950389,-0.7600689,0.424025
collotheca,-1.2681696,-1.8063072,0.7056374,-0.19231382,-1.8118054,-1.1215224,1.2607602
conochilus,-0.4388155,1.8221427,0.17861724,-1.1217872,-0.6127348,-0.489398,-0.6452534
cosmarium,-0.48741016,-0.83181596,0.28919268,-0.13606831,-0.38540974,-1.1675681,1.3399632
cryptophyte,-0.096021846,0.25972688,-0.10457224,0.48483813,-1.1033937,0.11409732,0.16150849
cyanobacteria_colonial_blue,-1.4313481,-0.8065997,0.4220155,0.030723691,-1.7098123,-1.4620223,1.0331094
cyanobacteria_colonial_clathrate,-2.5154316,-2.9682424,0.49261692,-2.6177576,-3.6284227,-1.1197956,1.7373438
cyanobacteria_colonial_probably,-0.46048155,-0.75909114,2.3895297,0.52232057,-2.1086068,-1.6200461,0.9470314
cyanobacteria_filamentous,0.49691895,-2.1673138,1.7302365,0.8116549,0.69633716,0.86129713,1.0830548
cyclops,-0.4846055,0.3574452,0.24437043,0.1713791,-0.4270934,-0.08283924,0.43063602
daphnia,-0.5774761,0.024623385,0.7633452,-0.3070471,-1.2350864,0.8659721,0.24117707
daphnia_cucullata,-2.9484174,-1.9773703,2.337439,0.5774148,-4.037935,-0.79925394,-0.3772583
diaphanosoma,-4.1797557,-0.430814,1.5004221,0.72537744,-3.7713437,-2.0976126,1.4736979
didinium,-0.13613494,-0.77951664,-0.043930415,-0.23391555,0.30634642,-1.4997903,0.30718756
dinobryon,-1.569833,0.16841942,1.2195027,-2.7067208,-2.1098304,-2.0825021,2.0993772
dinoflagellate_diamond,-1.4941086,0.70452327,-1.6696161,0.8836224,1.2024671,0.31198135,-2.453841
dolichospermum,-0.8661565,-1.7841468,0.65741646,-0.79075456,-0.8094263,0.5468073,0.53925425
eudiaptomus,0.10375787,0.008023634,-0.061058197,-0.0071304296,-0.2697095,0.123602875,0.15980314
fragilaria,-0.18956874,-2.3017843,0.2519206,-2.5762227,-1.8709906,0.09176504,1.4795676
gonium,-4.2944508,-1.481851,-0.9061472,-0.45421204,-3.5793958,-2.7416584,3.280401
gymnodinium,-0.21028191,-0.017153943,0.19102383,0.457192,-0.48838595,-0.7661961,-0.53352517
kellicottia,-0.40859807,0.14669023,-0.39054132,-0.15171884,-0.20045349,-0.06844554,-0.26992762
keratella_cochlearis,-0.6443288,-0.10263081,0.21078143,-0.7208209,0.1095782,-0.51479346,0.4640205
keratella_quadrata,-0.5430926,0.36396295,-0.77031285,-2.0041902,-1.3962379,0.027796185,0.60134727
leptodora,-2.030485,-0.34369466,2.3889859,0.21833986,-3.3678083,-0.66249627,-0.69456714
limnoraphis,-1.7282991,-1.774083,0.91042966,0.5728342,-0.26705548,0.04594076,0.864636
mallomonas_akrokomos,2.4486287,0.4347317,-0.6350777,-0.06853783,-2.0198755,-0.7005199,0.78952503
mallomonas_big,-0.18708631,-0.9613715,0.6183007,-0.58855283,-0.6876838,-1.6638288,-0.24342763
nauplius,-0.3538286,0.7208389,-0.020914653,0.123416685,-0.52625275,-0.10036471,0.096611425
oocystaceae,-0.8586941,-0.83828586,0.96046126,1.2546843,-1.4659393,-0.8410534,0.9964923
pandorina,-0.94278,-0.46273908,-0.4770021,-0.8964041,-0.45756704,-0.18840307,0.56497246
paradileptus,-0.48872408,-1.2209778,0.9441312,-1.4375373,-0.7816042,-0.30500984,0.66596574
pediastrum,-0.13765018,-1.0750334,0.9159067,0.27312952,-0.47174594,-0.43781066,0.76883364
pennate_diatom,-0.32210597,-1.6377277,-0.52386534,0.74822646,-0.82206416,-0.43765917,1.158591
peridinium,-0.14643098,-0.89230317,0.31147844,0.1512281,0.26458505,-1.7128667,0.41850522
phacotus,-0.8251755,-0.48917103,0.55672246,-1.0713713,-1.2971294,-0.80224866,0.6533146
plankton_x,0.013092384,-0.071300544,0.016282063,0.70229715,-0.7015377,-1.7872782,0.8675213
plankton_y,0.4074152,-0.16861649,0.009970903,0.25034085,0.29085225,-0.37727275,-0.61649704
plankton_z,-0.56828785,-0.7734376,0.59780836,0.012427705,-1.0577217,-1.888613,1.9120108
planktosphaeria,-1.4011668,-0.38931876,0.6383638,-1.1300055,-1.1808096,-0.588497,-1.409186
polyarthra,-0.732932,1.0718255,-1.0159636,-0.33126384,-0.18587413,-0.23777644,0.49542838
protist_like_ciliate,-0.5187181,-0.8038326,0.040333193,0.2831731,-0.6079851,-0.97720647,0.5092792
rhodomonas,-0.08465286,0.5176207,-0.4925646,0.5705242,-0.7128146,0.33138657,-0.4823265
rotifer,-0.6028732,0.8427916,-0.26898852,-0.81120807,-0.7389089,-0.27248514,0.5921794
rotifer_long,-1.4443603,-0.29682288,0.03521044,0.11369496,-0.6763274,-1.4608812,0.48560297
rotifer_z,-0.81958187,-0.93408996,-0.85412496,-0.9622494,-0.5539103,-2.1719084,2.3295887
scenedesmus,-0.11708449,-1.0526973,1.3601345,0.029821072,-1.1914636,-1.2021893,1.0282284
snowella,-4.070075,-5.647118,-2.9427702,1.9009622,-0.030530328,-4.0316596,2.900714
staurastrum,-0.32544753,-0.74975765,-0.21205574,-0.4106265,-0.567941,-0.5098933,0.89835125
strombidium,-0.65319824,0.27626726,0.01246041,0.2449311,0.25544906,-0.7985617,0.0017893376
synchaeta,0.0046950746,0.4039576,-1.474719,-2.2438774,-2.2015932,-0.39657235,-0.95394397
synedra,-0.5086297,0.6138207,0.091139995,-1.3928472,-0.8254791,-0.11907382,1.1312534
synedra_angustissima,-1.5908159,-2.3845644,0.27680293,-0.4420633,-1.3309677,-0.17064233,-2.5630753
synura,0.38868618,-1.6018362,1.8808665,-0.6573578,-0.7112932,-0.19436769,0.72945714
tetraedron,-0.64546055,-0.3616718,0.9616559,0.8706052,-0.9029259,-1.4808329,0.06940985
tintinnid,-0.4876782,-0.40322158,-0.21969622,0.081275456,0.092693046,-0.15998563,-0.5808416
trichocerca,-0.73849046,0.0802249,0.6151722,0.08842282,-0.3884775,-0.9897527,0.3511568
uroglena,-0.48694542,2.0978646,2.4682806,-1.2408087,-1.7671854,-2.0102406,0.66044325
vorticella_epistylis_like,-1.0722982,-0.92899114,0.061887532,0.33466858,0.58257556,-1.010978,-0.8934338
