,h0,h1,h2,h3,h4,h5,h6
aphanizomenon,0.04529309,-0.16364917,-0.24467482,0.22668667,-0.09614896,-0.019334191,-0.028439954
askenasia,-0.30484578,-0.055955745,0.34786788,-0.23331653,0.18654874,-0.014793841,-0.043061737
asplanchna,-0.122858204,0.03802283,-0.15326455,0.13603811,0.021601513,-0.039622694,0.26332486
asterionella,-0.092864655,-0.14406617,-0.013954636,-0.08916487,-0.030288436,-0.12003582,-0.0154046295
aulacoseira,0.007987847,0.004666512,0.005500659,0.005830674,0.003515697,0.006437017,0.0038381044
bosmina,0.26235628,-0.11423329,-0.1468541,-0.22380364,0.08086943,-0.39661896,0.20492752
centric_diatom,-0.117011264,-0.10613634,-0.20854522,-0.11754495,-0.01935356,-0.09487748,-0.10474836
ceratium,0.06561099,-0.06322665,0.0668131,-0.055138007,-0.061056472,-0.105408944,-0.113033965
chaoborus,-0.0010429515,-0.21877694,-0.20317592,0.15516645,-0.048084382,0.0059947213,-0.21481183
chlorophyte,-0.130186,-0.10068656,-0.10464566,-0.10387936,-0.09421722,-0.109677404,-0.09739198
chlorophyte_colonial_dividing,-0.14398812,-0.105833165,-0.109865025,-0.11585197,-0.102915265,-0.1180019,-0.10193904
chlorophyte_elongated,-0.0129341725,-0.19749689,-0.15532927,0.10408906,-0.20490168,-0.023515556,0.2077768
chlorophyte_frame,0.30279338,0.15753877,0.13899548,-0.274423,-0.25435907,0.1864652,-0.5529004
chlorophyte_square,-0.20432469,-0.073497534,-0.12264035,0.07907195,-0.069208294,0.0013522817,-0.1106256
chroococcales,-0.2134527,-0.06568701,-0.07653098,-0.05916262,-0.26893455,-0.009479757,-0.1641669
chydorus,0.024133058,-0.0021587345,0.007494331,0.001243009,-0.057169385,0.51591897,0.06563858
ciliate,0.114068285,-0.27768257,0.010935061,0.17565566,-0.12874225,-0.012081998,-0.47327614
ciliate_big,-0.053040184,-0.25767696,0.14049469,0.48227832,-0.12465988,-0.00048776367,0.022783928
ciliate_blue,0.13320252,0.11825911,-0.16499586,-0.06278676,-0.06579063,-0.0009990254,-0.079106964
ciliate_green,0.1552295,0.040949326,-0.076678105,-0.04583166,-0.06335661,0.015934868,0.060599703
ciliate_round,0.3552834,0.03722681,-0.2509988,0.065957025,-0.08571499,-0.15905105,-0.07937491
closterium,0.16613846,-0.08760018,-0.24061248,-0.11304698,-0.039268035,0.12361262,-0.3350947
coelastrum_reticulatum,-0.06729834,-0.3982441,-0.045264743,-0.03317605,0.15319303,-0.22168279,-0.0077828392
coelosphaerium,0.2749791,-0.26275462,-0.1600853,-0.26167864,0.09384577,-0.050489582,-0.061251387
coleps,-0.04355534,0.46036765,-0.10325089,0.029670203,0.41929242,-0.14052954,0.42377385
collotheca,0.02089958,-0.084136225,-0.37893328,-0.16397925,0.0016147803,-0.20890018,0.22976954
conochilus,-0.091154516,0.19980198,0.13805947,0.112848,-0.23544678,0.20750958,-0.1252762
cosmarium,-0.15079173,-0.099108785,0.1818139,-0.010490309,0.037140325,0.061553992,-0.09919123
cryptophyte,-0.05359157,-0.041187722,-0.042241484,-0.042648662,-0.037408687,-0.044829313,-0.03874195
cyanobacteria_colonial_blue,-0.11244177,-0.00449891,-0.12637226,-0.1760736,-0.076351255,-0.11526825,0.145618
cyanobacteria_colonial_clathrate,-0.07648495,-0.101992354,0.047958408,0.15748233,-0.55281293,0.091626264,-0.0048883595
cyanobacteria_colonial_probably,-0.12034955,-0.13295922,-0.16604452,-0.1453383,-0.09954527,-0.12233293,-0.116667144
