,h0,h1,h2,h3,h4,h5,h6
cyanobacteria_filamentous,0.10152766,-0.166364,-6.9067486e-05,-0.13898566,-0.08776602,-0.14122383,-0.096423596
cyclops,-0.05185852,-0.15913983,-0.05571171,-0.10525835,-0.15432872,-0.19960552,0.018401736
daphnia,-0.12209863,-0.25551727,0.013540293,-0.14291683,0.050452642,-0.024771709,-0.08641423
daphnia_cucullata,0.2616691,-0.14249113,-0.42160875,0.041414183,-0.22180304,0.035239473,0.08502658
diaphanosoma,-0.11651224,0.112274125,0.1809961,-0.16189285,-0.05136847,0.196772,-0.28089055
didinium,-0.1197917,0.039859686,0.21223651,-0.21452677,0.14864673,-0.22801042,0.017672786
dinobryon,-0.06112689,-0.04659866,-0.047605857,-0.04867373,-0.043324552,-0.05080814,-0.044424158
dinoflagellate_diamond,-0.28370258,0.02031453,-0.0866362,-0.18917066,0.24682485,0.11619902,0.02116515
dolichospermum,-0.14459619,-0.13898416,0.22713314,0.015092414,-0.2726051,0.014097967,-0.12942533
eudiaptomus,0.008352207,-0.13549012,0.07044747,-0.024670744,-0.53078103,0.0062396657,0.15665938
fragilaria,-0.23870051,-0.12346372,-0.02549102,-0.12522738,-0.10194187,-0.13390167,-0.13777532
gonium,0.15472393,-0.36736068,0.26510742,0.15288897,-0.07474588,0.15576482,-0.03150481
gymnodinium,0.046914443,0.118722446,-0.19408621,-0.002722544,-0.14107846,-0.12016837,-0.16862947
kellicottia,0.30328864,-0.15151569,-0.47651795,0.23152402,0.047840107,-0.1072593,0.23182522
keratella_cochlearis,0.08852768,-0.03411826,0.2576124,-0.33601993,0.274185,-0.027826618,0.08514051
keratella_quadrata,-0.13173082,0.03359881,0.019399561,0.2550518,0.1769259,-0.50299925,-0.36519942
leptodora,0.019710058,0.16574004,0.28423277,0.04842684,-0.079961695,0.1652776,0.18413503
limnoraphis,0.4450032,-0.5844266,0.103706084,0.14090109,0.0831864,-0.23314348,0.20060115
mallomonas_akrokomos,-0.3007314,-0.11147385,0.04782378,0.23200485,-0.058527403,0.010289924,-0.35420775
mallomonas_big,-0.14809376,-0.16234668,0.16987082,0.050184485,-0.07890472,0.14869049,-0.3254356
nauplius,-0.15342233,-0.10649693,-0.04251115,-0.12448291,-0.109736055,-0.17436635,-0.21722059
oocystaceae,-0.106815614,-0.09319858,-0.08777611,-0.09856729,-0.08277881,-0.099051505,-0.08663099
pandorina,-0.13567978,0.041561704,-0.22187977,-0.027648661,0.2959149,0.3975952,-0.05856922
paradileptus,-0.03588365,-0.22999173,0.00041701124,-0.062067427,-0.0036556234,0.20810263,0.110315904
pediastrum,0.051366314,0.028417187,0.30324474,0.29011527,0.10648205,0.038677998,0.098592624
pennate_diatom,-0.120581366,0.0827538,-0.051931653,-0.2146556,0.033058867,-0.17221127,-0.1075169
peridinium,-0.093892515,-0.12876333,-0.01839018,0.34249055,-0.002076783,0.04654919,0.016512163
phacotus,0.12145656,-0.06536329,0.12948863,-0.19677223,0.12488511,0.13311952,-0.10021777
plankton_x,-0.25373557,-0.09552091,0.53295135,0.23812424,0.009398954,0.2140855,0.1361782
plankton_y,0.22493239,0.09005092,-0.16553912,-0.09942388,-0.056912802,0.23007102,0.045650054
plankton_z,-0.2845144,0.022196019,-0.07684308,-0.07283091,0.06235804,-0.23907685,-0.036663946
planktosphaeria,-0.24508746,-0.27334395,0.021628173,-0.13434914,0.2960663,0.010120433,-0.038448926
polyarthra,-0.0178056,0.3286569,0.23092695,-0.13213561,0.1003718,-0.26906952,-0.06896373
protist_like_ciliate,-0.00042302054,0.061859924,-0.15274887,-0.23356742,-0.1580125,0.15866566,0.12371869
rhodomonas,-0.1347292,-0.1152311,-0.12544002,-0.10851265,-0.08791107,-0.13620593,-0.115857236
rotifer,-0.16610245,-0.097208925,-0.19448797,-0.17868173,-0.06969853,-0.11659292,-0.131127
rotifer_long,-0.06491382,0.19183311,-0.018933509,-0.039968736,0.250003,0.08268124,0.35574466
rotifer_z,-0.4530371,0.05834376,0.39454463,-0.5841758,-0.3568982,0.043978207,0.10264111
scenedesmus,0.15600133,-0.22032918,-0.05409123,0.008900961,-0.1321863,-0.25407937,0.5170307
snowella,-0.08832111,-0.16878349,-0.15472339,-0.028479781,0.03888946,-0.077419594,0.3044123
staurastrum,0.06304467,-0.08012494,0.0631523,0.22176872,-0.18463612,0.30147725,-0.18466143
strombidium,0.0043255533,0.14515328,-0.032261394,-0.36659357,0.24073653,0.03870241,-0.22722575
synchaeta,-0.067602664,0.021797324,-0.065919966,-0.14411157,0.0071034073,0.16128653,-0.383783
synedra,0.29742602,0.109007105,-0.09559628,-0.013592886,-0.058881536,-0.16824955,0.15169707
synedra_angustissima,-0.052200798,0.07958336,0.18968882,-0.01889213,0.014878862,0.15761115,0.028867923
synura,0.10587341,0.297107,0.14399152,0.24532773,-0.5004213,-0.2067851,-0.10699072
tetraedron,-0.086791,-0.014702599,-0.12504762,0.15628214,-0.099784926,0.079695396,0.21250993
tintinnid,-0.02365282,0.09263878,-0.117881514,0.24849671,-0.08949474,-0.19033214,-0.3644951
trichocerca,0.25561824,-0.067732476,0.17707333,0.13675517,0.011141634,-0.11924961,-0.13753301
uroglena,-0.1641078,-0.14622322,-0.08392091,-0.17489591,-0.13876037,-0.16516261,-0.13695915
vorticella_epistylis_like,-0.035649966,0.098742,0.19250068,-0.20215458,-0.0039154333,-0.2125243,-0.052113466
