,h0,h1,h2,h3
cyclops,-0.22648104,0.012170296,-0.2819654,-0.16954364
daphnia,-0.05473747,-0.17517835,-0.099248484,-0.117740296
daphnia_cucullata,0.07144563,-0.017875023,0.07271234,-0.19500233
diaphanosoma,-0.07848826,0.10554648,0.0034203047,0.31826943
didinium,-0.07987307,-0.04179456,-0.031528316,0.025666585
dinobryon,-0.049677152,-0.045075186,-0.039926723,-0.042194482
dinoflagellate_diamond,0.040491614,0.07578929,0.009077519,-0.21440576
dolichospermum,0.08241332,-0.07851569,-0.17691153,0.1846944
eudiaptomus,0.02470289,-0.10777792,-0.2917774,0.13217145
fragilaria,-0.21735854,-0.16641882,-0.17844994,-0.16087946
gonium,-0.45602039,0.12232875,-0.24286145,0.33489192
gymnodinium,-0.028380796,-0.11067287,0.030908441,-0.014820714
kellicottia,-0.2684759,0.3107539,-0.21777806,0.019399302
keratella_cochlearis,-0.09407844,0.14436792,-0.12721263,0.0047193244
keratella_quadrata,0.02319946,0.027109781,-0.13476959,-0.08140206
leptodora,-0.06073261,-0.3007873,-0.20470434,-0.11189462
limnoraphis,0.04696449,0.018599633,-0.29332572,-0.11972207
mallomonas_akrokomos,-0.00944789,-0.22251122,-0.16196664,0.005804084
mallomonas_big,-0.12301537,-0.3377834,-0.09257346,-0.022012915
nauplius,-0.13742498,-0.08638228,-0.14498472,-0.1250776
oocystaceae,-0.12657282,-0.10588991,-0.10009931,-0.110637546
pandorina,-0.339807,0.18987301,-0.041422542,-0.10861998
paradileptus,-0.005956118,-0.1386273,0.39598754,0.05062246
pediastrum,0.16445649,0.03702223,-0.4800168,0.063812524
pennate_diatom,0.042499956,-0.032698933,-0.06608404,0.062458318
peridinium,0.0474356,-0.34751838,0.12645839,0.050436147
phacotus,0.11744872,0.017644646,-0.124533884,-0.017415095
plankton_x,-0.50192004,0.06604683,0.06647726,-0.008863758
plankton_y,0.080655545,-0.46691236,0.03724495,-0.36825588
plankton_z,0.26650497,-0.059401147,0.28990644,-0.2878896
planktosphaeria,-0.26614705,0.22291167,0.6286026,-0.21292786
polyarthra,0.06118965,0.22311495,-0.026655475,-0.07061011
protist_like_ciliate,-0.21285865,0.1675701,0.091458514,-0.047151033
rhodomonas,-0.16039845,-0.15869813,-0.1392502,-0.13418666
rotifer,-0.13005589,-0.14700852,-0.1471351,-0.18194607
rotifer_long,0.0030927258,-0.20594843,-0.030133238,0.1270942
rotifer_z,0.08115656,-0.0902113,0.19051157,-0.16499299
scenedesmus,0.025785618,-0.22384763,-0.08752541,0.25108016
snowella,-0.13634309,0.23195526,-0.13641715,-0.015765993
staurastrum,0.121927604,-0.1279862,0.025453968,-0.33889392
strombidium,-0.09354127,-0.1230374,-0.013674039,-0.11293543
synchaeta,-0.072184615,0.27921936,0.07118824,-0.04251164
synedra,0.40362564,-0.044994406,-0.3508889,-0.07781644
synedra_angustissima,-0.21861568,0.2187464,0.048213266,-0.13580951
synura,-0.08266401,-0.20603779,-0.18821919,0.11970065
tetraedron,0.2570329,-0.35788038,0.19171986,-0.1327444
tintinnid,0.021483613,0.40273812,-0.14917418,-0.11768456
trichocerca,0.253011,0.15337235,0.01423175,0.08899312
uroglena,-0.15080187,-0.16015114,-0.11416824,-0.043346282
vorticella_epistylis_like,0.15979649,-0.054559764,0.13584718,-0.059910953
