epoch,train_mse,val_mse,train_pll,val_pll
1,0.22916382774710656,0.2267521172761917,0.647619366645813,0.6442388892173767
10,0.18555209562182426,0.18721267580986023,0.5575264692306519,0.5552008748054504
20,0.17569821178913117,0.17737628519535065,0.533135712146759,0.5335164070129395
30,0.16733442842960358,0.1718454509973526,0.5207375884056091,0.5221132040023804
40,0.1679011821746826,0.16909801959991455,0.5116302371025085,0.5136699676513672
50,0.16782734543085098,0.16691939532756805,0.5039170384407043,0.5079072713851929
60,0.1598043367266655,0.16509626805782318,0.49851173162460327,0.5035443902015686
70,0.15795254558324814,0.163782000541687,0.4938032031059265,0.49802812933921814
80,0.1557200990617275,0.16245098412036896,0.49110594391822815,0.49529191851615906
90,0.16118834167718887,0.161366805434227,0.4880925714969635,0.49321869015693665
100,0.15553575605154038,0.16095411777496338,0.486137330532074,0.491639107465744
110,0.15392020493745803,0.16020692884922028,0.48389890789985657,0.49072325229644775
120,0.15527456179261206,0.15973784029483795,0.4828745424747467,0.4904809296131134
130,0.1512157991528511,0.1592438519001007,0.48080095648765564,0.4884418845176697
140,0.15312077328562737,0.15935638546943665,0.4794653654098511,0.4876754581928253
150,0.15468252897262574,0.15864478051662445,0.4791144132614136,0.4867124855518341
160,0.1542581781744957,0.1582379788160324,0.47782179713249207,0.4864867925643921
170,0.15306433141231537,0.15768955647945404,0.4769541025161743,0.4852796494960785
180,0.15316710695624353,0.15720725059509277,0.4759223461151123,0.4835479259490967
190,0.15141207575798035,0.15729837119579315,0.4755522608757019,0.4837714433670044
200,0.15175830572843552,0.1573188304901123,0.47497832775115967,0.48403170704841614
210,0.15407231971621513,0.1568220555782318,0.474673330783844,0.48301446437835693
220,0.14983028471469878,0.15721352398395538,0.47412770986557007,0.4830942153930664
230,0.15307645872235298,0.15706048905849457,0.47375351190567017,0.4828721284866333
240,0.15268307849764823,0.15664540231227875,0.4730868637561798,0.4818439185619354
250,0.15354882851243018,0.15643244981765747,0.4724940359592438,0.4812537729740143
260,0.152293711155653,0.1566188484430313,0.47229138016700745,0.4815162122249603
270,0.15132693201303482,0.1561298817396164,0.47180503606796265,0.4810561537742615
280,0.1510328657925129,0.1563386470079422,0.47138577699661255,0.48075130581855774
290,0.15155440121889113,0.1559956669807434,0.4710926115512848,0.48047375679016113
300,0.1502051495015621,0.15545018017292023,0.4709395170211792,0.48012202978134155
310,0.15109589621424674,0.15587306022644043,0.4707983136177063,0.48009416460990906
320,0.15138398483395576,0.15585902333259583,0.4704335331916809,0.47956812381744385
330,0.15021037310361862,0.15553371608257294,0.47037678956985474,0.4794951379299164
340,0.1508202463388443,0.15565289556980133,0.4701595604419708,0.47977495193481445
350,0.1510852947831154,0.15591052174568176,0.4700491726398468,0.47980713844299316
360,0.15107864737510682,0.15544041991233826,0.469928115606308,0.47959619760513306
370,0.15179233625531197,0.15600894391536713,0.4696350693702698,0.47937607765197754
380,0.14906950294971466,0.1555505096912384,0.4695341885089874,0.47910523414611816
390,0.15065908655524254,0.15578199923038483,0.46942538022994995,0.47890371084213257
400,0.15007537975907326,0.15530453622341156,0.46944496035575867,0.4790739417076111
410,0.1500508226454258,0.15500158071517944,0.46935704350471497,0.47867894172668457
420,0.15047801434993743,0.15528526902198792,0.46939316391944885,0.4786056876182556
430,0.15084300339221954,0.15534207224845886,0.46922174096107483,0.4786228537559509
440,0.1506165608763695,0.1554308980703354,0.469086617231369,0.47817879915237427
450,0.15126015469431878,0.154976949095726,0.46904149651527405,0.47775718569755554
460,0.151174845546484,0.15528084337711334,0.4689900577068329,0.47796598076820374
470,0.1512150786817074,0.15551170706748962,0.4689345359802246,0.4777926802635193
480,0.1501196503639221,0.15497741103172302,0.46897685527801514,0.47778838872909546
490,0.15041483715176582,0.1548178791999817,0.46885427832603455,0.4776115119457245
500,0.15044736713171006,0.15493297576904297,0.4687514305114746,0.47747331857681274
