,h0,h1,h2,h3,h4,h5
pennate_diatom,-0.85810065,0.29772574,0.060278248,-2.9224954,0.5166269,-0.050677944
peridinium,-2.8555696,-0.47449854,-1.4054991,0.43987083,0.016072063,0.9739706
phacotus,-0.71617764,-2.1155033,-0.7513165,0.053565953,0.52776724,0.5398625
plankton_x,-1.1193601,-0.92156416,-1.0438243,-0.074293375,-0.036621932,-0.8494441
plankton_y,-1.4563417,0.38455355,0.10070548,0.21352609,-0.32572913,0.66730195
plankton_z,-1.6315625,-1.4159409,1.5749547,-0.28058994,0.22504959,-7.746904
planktosphaeria,0.56263876,-1.3518429,0.6154074,0.7442223,0.5683405,0.58660936
polyarthra,1.3331424,1.3227662,0.46965435,0.33993536,1.0126381,-2.9443076
protist_like_ciliate,-1.9268378,-0.9966007,-0.44042087,0.49751213,-0.055588733,-0.33010602
rhodomonas,-0.06782542,0.95376635,-0.19128083,0.7493848,-0.6760631,-0.0861302
rotifer,0.8198368,-0.19047971,-0.45389193,0.52088666,1.271083,-1.0493635
rotifer_long,0.57467407,-0.8710758,-1.0806706,-0.7715176,0.6210458,-3.0926173
rotifer_z,-1.5108967,-1.969305,-0.6701857,0.017139016,0.9620626,-5.9710417
scenedesmus,0.026546156,-2.2568655,0.36048326,-0.8154396,-0.19857758,-3.393584
snowella,0.34259748,-4.9166827,-3.11577,1.0977275,-10.277469,-0.79003394
staurastrum,-1.9521637,-1.4579425,-0.22478884,0.66024864,-0.048640262,0.63903785
strombidium,-0.9442991,0.041294917,-0.45306227,0.17513795,0.16167298,-0.15815058
synchaeta,0.13846678,-0.013812256,0.7649706,1.4224772,1.4250457,0.1335526
synedra,0.15076089,-0.8401498,-1.046812,-0.67978895,1.2144611,0.97912
synedra_angustissima,0.6365559,-0.48440373,2.7282488,-0.23905918,0.3635123,-0.6085916
synura,-0.2349339,-3.0247524,1.5450474,0.19357668,0.7927851,-1.3903823
tetraedron,-2.1398613,-1.0882,-0.7931593,-0.09009553,-0.6168492,-0.33943215
tintinnid,-0.34730387,0.1197303,0.8970172,0.53196883,-0.06266913,-0.4559711
trichocerca,-0.09146315,-0.75003076,-0.66423553,-0.10548175,0.3825329,-0.6870707
uroglena,-0.9143745,-3.1942458,-2.602418,0.75900096,1.6707492,0.0070808455
vorticella_epistylis_like,-1.9209317,-0.29718524,0.3983085,-0.07211093,-0.10803207,0.73037237
