,h0,h1,h2,h3,h4
aphanizomenon,-0.0008670935,-0.00092013454,-0.0008741846,-0.0008806069,-0.0008745651
askenasia,0.00088402245,0.0009235459,0.00088950666,0.0008943317,0.0008897904
asplanchna,-0.00010302822,-9.388567e-05,-0.00010176307,-0.000100659265,-0.0001016997
asterionella,-0.0019369557,-0.0020227213,-0.0019486918,-0.0019591092,-0.0019493065
aulacoseira,0.00026303233,0.0002891287,0.00026654702,0.0002697328,0.00026673736
bosmina,-0.00043390822,-0.00042874893,-0.00043322603,-0.00043259875,-0.00043319035
centric_diatom,7.9104495e-05,9.8438075e-05,8.150391e-05,8.418003e-05,8.1667735e-05
ceratium,4.171482e-05,6.143289e-05,4.4554494e-05,4.667819e-05,4.4712302e-05
chaoborus,-0.00079368474,-0.0008252735,-0.00079792726,-0.0008019352,-0.0007981512
chlorophyte,-0.00024904427,-0.00026700046,-0.0002512386,-0.00025316965,-0.00025134732
chlorophyte_colonial_dividing,0.001004012,0.0010902878,0.0010156259,0.0010261114,0.001016243
chlorophyte_elongated,-0.0003632943,-0.00038267058,-0.00036578655,-0.00036804116,-0.0003659162
chlorophyte_frame,-0.00041344168,-0.00045735983,-0.00041917645,-0.00042438356,-0.0004194851
chlorophyte_square,-0.00084520044,-0.00088017137,-0.00084989285,-0.0008540435,-0.00085013825
chroococcales,0.000520036,0.00056332763,0.0005261422,0.00053124566,0.0005260715
chydorus,-0.000500395,-0.00049052486,-0.0005000983,-0.0004988945,-0.0005000404
ciliate,-0.0003152025,-0.00031832638,-0.0003156355,-0.0003160005,-0.00031565747
ciliate_big,-0.000375782,-0.0003751014,-0.00037575045,-0.00037570758,-0.00037574078
ciliate_blue,0.00014995068,0.00017467086,0.0001532502,0.00015626277,0.00015342998
ciliate_green,-0.00046828212,-0.0005139748,-0.0004746019,-0.00048000095,-0.0004749169
ciliate_round,0.0006601347,0.00070802774,0.0006665264,0.00067244936,0.0006668826
closterium,-0.0010842393,-0.0011401717,-0.0010917425,-0.0010984213,-0.0010921363
coelastrum_reticulatum,7.036223e-05,7.575723e-05,7.117624e-05,7.2032446e-05,7.12352e-05
coelosphaerium,-0.0014520317,-0.001523126,-0.0014617168,-0.0014701675,-0.0014622076
coleps,-0.00076122803,-0.00081026345,-0.00076765206,-0.0007734805,-0.00076799636
collotheca,-0.00024073795,-0.00024112235,-0.00024099204,-0.00024075693,-0.00024097733
conochilus,-0.0018326641,-0.0019645013,-0.0018501221,-0.001865893,-0.0018510548
cosmarium,0.00020659686,0.00022596627,0.00020919373,0.00021153422,0.00020933237
cryptophyte,-0.00013572752,-0.0001250552,-0.00013408062,-0.00013363862,-0.00013399048
cyanobacteria_colonial_blue,-0.0010213383,-0.0010323481,-0.0010229842,-0.0010242845,-0.0010230594
cyanobacteria_colonial_clathrate,-0.0003255271,-0.0003470675,-0.0003281598,-0.0003305128,-0.00032829982
cyanobacteria_colonial_probably,0.0010125301,0.0010772618,0.0010210662,0.001028797,0.0010215213
cyanobacteria_filamentous,0.0015082577,0.0015926027,0.0015193325,0.0015296725,0.001520136
cyclops,0.00023382991,0.0002682454,0.00023863275,0.00024304312,0.00023889443
daphnia,1.1646218e-06,2.6661994e-05,4.0358605e-06,6.834412e-06,4.223231e-06
daphnia_cucullata,-0.00016510382,-0.00016375918,-0.00016487077,-0.00016479321,-0.00016500766
diaphanosoma,-0.0015240384,-0.0016486137,-0.0015404064,-0.0015552836,-0.0015412819
didinium,0.0004875286,0.0005017915,0.00048944075,0.0004910226,0.0004895569
dinobryon,0.00011342435,0.00013783423,0.000116737734,0.00011974812,0.000116914685
dinoflagellate_diamond,0.001069614,0.0011517074,0.0010806795,0.0010904466,0.001081271
dolichospermum,-0.0017190976,-0.0018181471,-0.0017323467,-0.0017442935,-0.0017330511
eudiaptomus,3.485964e-05,7.7433855e-05,4.014117e-05,4.5560188e-05,4.0462826e-05
fragilaria,-0.0008421106,-0.00087296433,-0.00084611773,-0.0008501207,-0.00084633566
gonium,-0.0005749962,-0.00059413107,-0.0005774476,-0.0005796505,-0.0005775796
gymnodinium,-0.0005893813,-0.0006219346,-0.0005938194,-0.0005978639,-0.0005940535
kellicottia,-3.8998758e-05,-2.6829675e-05,-3.737079e-05,-3.5791487e-05,-3.7278736e-05
keratella_cochlearis,-0.00042406507,-0.00043046343,-0.00042466514,-0.00042593194,-0.00042512492
keratella_quadrata,0.0009475114,0.0010206116,0.00095711066,0.00096583227,0.00095762627
leptodora,-0.0005994674,-0.00064599526,-0.00060542324,-0.000610796,-0.0006057407
limnoraphis,0.00018700617,0.0001942889,0.00018793039,0.00018889128,0.0001879872
mallomonas_akrokomos,0.00080220285,0.0008554659,0.0008093647,0.00081587705,0.000809742
mallomonas_big,-0.00020860296,-0.00024936654,-0.00021381729,-0.00021871124,-0.00021410229
nauplius,-0.0006220497,-0.00063058507,-0.0006232734,-0.00062469346,-0.00062333373
oocystaceae,0.0017320943,0.0018432322,0.0017468493,0.0017601382,0.0017476315
pandorina,-0.00022380083,-0.00018837673,-0.00021979166,-0.00021574422,-0.00021952603
paradileptus,-0.0010842303,-0.0011293999,-0.0010899758,-0.0010951915,-0.0010902784
pediastrum,-0.00055869785,-0.0005752791,-0.000560755,-0.0005626265,-0.00056086446
pennate_diatom,-0.00073551,-0.0007540401,-0.00073790096,-0.0007403806,-0.0007380255
peridinium,-9.637505e-05,-8.581586e-05,-9.505026e-05,-9.385131e-05,-9.498022e-05
phacotus,0.0002504569,0.00026663806,0.00025288164,0.00025482845,0.00025299576
plankton_x,-0.0022624943,-0.0023851944,-0.0022790649,-0.0022939702,-0.0022799463
plankton_y,0.00023959586,0.0002409905,0.00023970491,0.00023987943,0.00023971841
plankton_z,-0.0002236879,-0.00022523587,-0.0002239048,-0.00022415827,-0.00022391518
planktosphaeria,-0.0020622816,-0.002181904,-0.0020782705,-0.0020926748,-0.0020791248
polyarthra,-0.0012155893,-0.0013008363,-0.0012269407,-0.0012371311,-0.0012275442
protist_like_ciliate,-0.0020853085,-0.0022296552,-0.002104676,-0.0021221638,-0.0021057124
rhodomonas,0.00026442512,0.00029272624,0.00026830938,0.00027133035,0.00026851756
rotifer,-0.0010333874,-0.0010957688,-0.0010417877,-0.0010493882,-0.0010422368
rotifer_long,-0.00046011287,-0.00051710114,-0.00046700408,-0.00047372654,-0.00046739873
rotifer_z,-0.0007820457,-0.00082353834,-0.00078781776,-0.00079257804,-0.00078809605
scenedesmus,2.375324e-05,1.9568808e-05,2.3536242e-05,2.2964643e-05,2.352268e-05
snowella,0.0003496106,0.00035816678,0.00035094912,0.000351907,0.00035100832
staurastrum,-0.00028174906,-0.0002730712,-0.0002808463,-0.00027943304,-0.00028076046
strombidium,9.114956e-05,0.000118934666,9.4798845e-05,9.813368e-05,9.499956e-05
synchaeta,0.0016278144,0.0017259768,0.0016411331,0.0016528912,0.0016418437
synedra,-6.234969e-05,-5.8706242e-05,-6.196092e-05,-6.158618e-05,-6.194148e-05
synedra_angustissima,-0.0005344913,-0.000554158,-0.00053710793,-0.0005394845,-0.0005372454
synura,-0.0005471607,-0.0005862259,-0.00055233657,-0.0005570279,-0.0005526156
tetraedron,-0.0003096802,-0.0003180239,-0.00031060845,-0.00031155665,-0.000310647
tintinnid,-0.0009049345,-0.0009622481,-0.0009126057,-0.0009195433,-0.0009130176
trichocerca,0.0005128458,0.0005459742,0.00051730935,0.0005213457,0.00051755324
uroglena,-0.0007402679,-0.00078561634,-0.0007460965,-0.0007517539,-0.0007464045
vorticella_epistylis_like,-0.0025117663,-0.002662935,-0.0025317874,-0.0025498448,-0.0025328533
