,h0,h1,h2,h3
aphanizomenon,-0.32465267,0.030979754,-0.011779606,-0.0136611415
askenasia,0.26688242,0.19534267,-0.27765137,-0.03759047
asplanchna,0.23335603,-0.106096834,0.0844786,-0.10924189
asterionella,-0.13589801,0.017783277,-0.14360327,-0.1018818
aulacoseira,0.0016514835,0.0022780104,0.0037734965,0.0026125368
bosmina,0.105080135,-0.09494197,0.18845531,-0.18915392
centric_diatom,-0.10007464,-0.1432875,-0.18715374,-0.10277301
ceratium,0.24507295,0.08225357,-0.18066378,-0.36362928
chaoborus,0.22200654,0.17176452,0.047008544,-0.2530127
chlorophyte,-0.096139155,-0.10509728,-0.11881513,-0.09767042
chlorophyte_colonial_dividing,-0.11070733,-0.123228274,-0.14113578,-0.10509677
chlorophyte_elongated,0.023674345,-0.08345022,-0.007935979,0.017943133
chlorophyte_frame,0.24461013,-0.05519987,0.2150983,0.04828998
chlorophyte_square,0.06926397,0.022158,-0.1343133,-0.12730914
chroococcales,-0.21673144,-0.31596753,-0.1800762,-0.100839116
chydorus,-0.14342317,-0.0030741994,0.49074435,0.22545557
ciliate,-0.44868433,-0.11594599,-0.15525526,0.04302463
ciliate_big,-0.4867178,-0.35796934,0.037311625,0.091955476
ciliate_blue,0.0369201,0.26673007,-0.14125398,-0.014159578
ciliate_green,-0.12758148,-0.31916526,0.16213684,0.059365693
ciliate_round,-0.14561863,-0.051072292,0.012175722,-0.16920845
closterium,-0.13187522,-0.16796952,0.011076031,-0.055123985
coelastrum_reticulatum,0.21013711,-0.011842669,-0.1713158,-0.29357725
coelosphaerium,0.0039562862,-0.051819712,-0.016330276,-0.06269383
coleps,-0.029581465,-0.13530011,-0.051346462,0.021074768
collotheca,0.041589797,0.021600213,0.17606087,-0.28846946
conochilus,0.2187605,-0.26108286,0.021304233,-0.1694675
cosmarium,-0.19457565,0.08364605,-0.21098945,0.17483258
cryptophyte,-0.04474149,-0.048508972,-0.055836882,-0.04396699
cyanobacteria_colonial_blue,-0.04964464,-0.14510594,-0.0997366,-0.31978893
cyanobacteria_colonial_clathrate,-0.2594488,0.044159617,0.49171785,0.120859705
cyanobacteria_colonial_probably,-0.16514856,-0.14996147,-0.13869353,-0.12785193
cyanobacteria_filamentous,-0.12411718,-0.022972738,-0.0050037405,-0.13956523
cyclops,-0.15247425,-0.057194784,-0.09964716,-0.07188353
daphnia,-0.17059955,-0.22043654,-0.15752175,0.055801567
daphnia_cucullata,0.17138055,0.24613926,-0.035505015,-0.079347916
diaphanosoma,-0.25515634,0.3552158,0.22350203,0.07776939
didinium,0.056064878,-0.198419,-0.40369877,-0.03239444
dinobryon,-0.03931163,-0.041930515,-0.04855575,-0.039276183
dinoflagellate_diamond,0.103497475,0.10055765,-0.1078327,-0.24949193
dolichospermum,0.041602515,-0.09681377,-0.17857367,0.19589292
eudiaptomus,-0.18436025,0.2518111,0.07672852,-0.0781914
fragilaria,-0.07942785,-0.19350243,-0.21117383,-0.13734232
gonium,-0.29860112,-0.0771062,0.013476258,-0.26247546
gymnodinium,-0.20644811,0.06874654,-0.16495413,0.06245156
kellicottia,0.21372707,-0.3295118,0.05357276,0.22256038
keratella_cochlearis,-0.02532627,-0.32751384,0.22587363,-0.09646771
keratella_quadrata,-0.17788649,-0.036323596,0.18860374,-0.28347713
leptodora,-0.0019868927,-0.19792466,-0.12126978,0.08547937
limnoraphis,-0.18385543,0.16225322,0.011997017,0.20366377
mallomonas_akrokomos,0.20170265,-0.08605989,0.094768696,0.053310793
mallomonas_big,0.12789506,-0.16784859,-0.21705262,0.021481812
nauplius,-0.18328202,-0.15548028,-0.17149462,-0.093223244
oocystaceae,-0.08291301,-0.08539479,-0.103264265,-0.08272335
pandorina,0.06027283,0.05904856,0.22148919,-0.16688482
paradileptus,-0.06345362,-0.42978185,0.26205257,-0.38317558
pediastrum,0.14553182,-0.020823434,0.20511733,0.046761986
pennate_diatom,0.037603784,-0.35492423,-0.17176656,-0.0903382
peridinium,0.033721574,-0.020324314,-0.22311932,0.03509617
phacotus,-0.09098633,0.24455829,0.03636446,-0.29504314
plankton_x,0.06349921,-0.022230428,-0.2641685,-0.05303766
plankton_y,-0.1900379,-0.15342167,0.6187179,-0.13979085
plankton_z,-0.26546067,-0.13200279,0.31255805,0.03537959
planktosphaeria,0.10694233,-0.20959178,0.21701874,-0.1901356
polyarthra,0.08178342,0.12471375,-0.12704721,-0.07058766
protist_like_ciliate,-0.17681976,0.018801851,0.09466528,-0.30977586
rhodomonas,-0.1189782,-0.13731228,-0.121554025,-0.15008454
rotifer,-0.16564009,-0.19484743,-0.17975916,-0.16349646
rotifer_long,0.31802148,-0.05551854,-0.006727433,-0.050252825
rotifer_z,0.3967695,-0.22397736,0.04118735,-0.22262916
scenedesmus,0.15782866,-0.14456475,0.09198381,-0.06595063
snowella,0.0295943,0.4196641,-0.08242146,0.1520667
staurastrum,0.09905369,0.15134689,0.4036625,-0.31310228
strombidium,-0.01370064,-0.035632435,-0.054153427,0.1730576
synchaeta,-0.20900749,-0.0055481666,-0.13658798,0.12628536
synedra,-0.10731386,0.0006837917,-0.037092138,0.07140137
synedra_angustissima,0.08265758,-0.6432412,0.45006007,0.20290151
synura,0.15091088,0.17562616,0.09202893,0.0978602
tetraedron,-0.0052663437,0.39258054,-0.22924802,0.13101299
tintinnid,-0.11931221,-0.066059224,0.12207672,0.1827588
trichocerca,-0.1375745,-0.2820467,0.24383223,-0.063474886
uroglena,-0.072179794,-0.121999994,-0.16996092,-0.074986376
vorticella_epistylis_like,0.4036055,-0.09052831,-0.06337032,0.33937484
