date,h0,h1,h2,h3,h4
2023-01-04,1.0,0.99995863,0.00063383277,3.099694e-12,9.811324e-07
2019-09-20,3.11183e-17,4.539745e-06,5.581006e-13,3.4109898e-20,1.0
2020-03-06,0.00019191563,0.999767,0.07999407,7.454226e-08,3.6689404e-13
2023-07-05,7.166217e-18,4.1119668e-09,8.845807e-14,7.954741e-16,1.0
2024-07-01,7.841348e-21,2.2849834e-07,1.7348732e-14,1.4483978e-20,1.0
2024-03-14,1.0021768e-07,0.44381088,6.923331e-10,2.5559181e-08,2.2596907e-06
2023-06-29,2.8077752e-19,8.814219e-07,1.0980779e-11,9.6448376e-14,1.0
2021-03-18,0.9585875,0.0001752212,0.0103877755,1.9045393e-10,1.93491e-15
2024-10-13,2.5841141e-15,6.357657e-13,1.6385595e-05,7.136657e-22,1.0
2024-12-02,1.0,0.9999335,0.99999475,5.3888552e-06,0.52780855
2024-09-06,2.793352e-12,4.234739e-14,1.1331713e-07,2.7773884e-15,1.0
2024-03-30,0.0218985,0.9994241,0.00043736483,0.99795556,8.8043705e-13
2024-01-01,0.99999964,0.9999987,0.9999999,0.99617827,1.2841004e-09
2023-01-01,1.0,0.9999839,0.0024582527,1.4632497e-10,4.1279996e-08
2024-01-25,0.9999999,0.99999,1.0,0.9156963,4.0037543e-10
2024-09-29,1.4364771e-16,2.541835e-11,2.4903985e-12,1.7317176e-16,1.0
2020-09-07,2.671445e-24,2.0313426e-10,2.9742078e-14,1.6047767e-22,1.0
2021-02-13,0.99959356,0.046171546,0.9999987,3.465388e-15,2.057646e-09
2021-04-15,7.511013e-12,5.5205314e-06,1.9748679e-05,0.99767107,4.4880604e-08
2020-07-10,2.6804828e-21,2.648656e-06,5.352263e-10,2.884211e-12,1.0
2024-05-13,6.271451e-07,1.0,1.0145895e-05,2.0543594e-13,3.1379102e-05
2020-08-27,1.0758639e-15,1.4678452e-10,1.3013314e-11,3.87226e-18,1.0
2022-02-13,0.99999475,0.99980325,0.9999999,0.99623495,7.4259435e-12
2022-01-30,0.9999987,0.9999975,0.9999999,0.9999542,5.4326015e-13
2021-05-03,0.00045812989,1.0,0.17836154,0.99999964,3.692621e-13
2023-10-09,5.360349e-12,7.433936e-12,1.955759e-11,4.4467986e-21,1.0
2022-05-25,7.0482194e-13,1.0,1.09640256e-13,2.4853155e-09,0.0006584762
2022-07-17,1.2538944e-21,3.834202e-12,8.328488e-08,7.603268e-18,1.0
2022-02-04,0.99999917,0.9999963,0.99999976,0.9998965,2.474243e-13
2019-05-19,2.3369452e-11,0.99728656,0.5844176,0.98720306,9.186404e-10
2021-05-07,0.00025736692,1.0,0.0005662539,0.99999714,6.31673e-13
2019-08-23,2.5607946e-18,1.1261112e-08,6.177571e-18,6.9316536e-18,1.0
2021-10-11,2.7051033e-15,0.000100856436,6.4089914e-12,5.2331573e-21,1.0
2023-01-25,0.9999856,0.9999907,4.1081683e-11,1.6689239e-10,3.7593859e-10
2021-12-20,1.0,0.99999976,0.9992242,0.9976496,6.723442e-10
2020-08-17,7.648469e-12,8.077299e-08,3.1758186e-11,5.899199e-11,1.0
2020-04-24,0.00093000056,1.0,0.001313154,1.0,2.2644595e-13
2020-06-19,1.7874916e-17,1.0,8.5664914e-14,1.0083304e-17,0.99999917
2021-01-25,0.99236506,0.9999931,1.0,4.0863716e-07,5.828109e-13
2023-03-22,3.6189846e-08,1.1256775e-08,5.966126e-09,1.3763786e-08,1.4897139e-08
2021-05-12,1.8752412e-06,0.9999999,0.9922661,0.9999825,1.9054154e-13
