date,h0,h1,h2,h3,h4
2021-08-15,0.48056477,0.46832865,0.6311381,0.63204765,0.42795378
2022-01-14,0.4810986,0.46884954,0.63160616,0.63263905,0.42859602
2024-10-10,0.48037532,0.46816868,0.63083947,0.63181806,0.42816764
2023-09-29,0.47845042,0.46546906,0.62841845,0.62917924,0.42548496
2020-07-27,0.48066148,0.4684533,0.6311147,0.63214433,0.42819154
2020-12-08,0.48108968,0.46883157,0.6315879,0.63260645,0.42857656
2024-05-29,0.48069486,0.46834335,0.6310806,0.63200504,0.42816263
2024-04-30,0.48084962,0.46868572,0.6313668,0.63233835,0.4282424
2023-03-31,0.48027292,0.46808106,0.63061506,0.6316047,0.42774272
2021-07-14,0.4807321,0.4677428,0.6306734,0.63181925,0.42792925
2024-10-02,0.48040307,0.4680565,0.6309716,0.63182616,0.42799798
2021-06-21,0.47927898,0.46702814,0.62955683,0.6304562,0.42709044
2020-06-03,0.479873,0.46763125,0.6301639,0.63117325,0.42747715
2024-10-25,0.47981238,0.4678972,0.63059515,0.63153857,0.42856392
2024-07-22,0.47831804,0.46615374,0.62883806,0.62956506,0.42638126
2019-12-26,0.48109952,0.46884444,0.6316033,0.63263696,0.4285883
2022-12-25,0.48044577,0.468228,0.6310405,0.6320665,0.42794156
2024-03-14,0.4802055,0.4681005,0.63079685,0.6316092,0.42773572
2020-10-30,0.48089778,0.46862903,0.63141537,0.6324034,0.42847025
2021-08-10,0.4799243,0.46810916,0.6307144,0.6310569,0.42736205
2022-07-28,0.48050767,0.46830243,0.63094443,0.6318843,0.4280154
2023-10-20,0.47992927,0.46738514,0.6302881,0.6311829,0.42730203
2019-06-30,0.4803958,0.46809193,0.6309726,0.63173735,0.42791596
2022-02-14,0.4807935,0.4686732,0.63132024,0.63230085,0.42832577
2023-01-17,0.48044902,0.46822685,0.6311798,0.6322491,0.4279485
2022-03-29,0.48046204,0.4682313,0.63079053,0.63188326,0.42804092
2020-05-04,0.4809302,0.4686526,0.63143986,0.6324392,0.42842597
2020-06-21,0.47838384,0.46622053,0.6266859,0.6280237,0.42634997
2022-03-21,0.48070136,0.468394,0.63104886,0.63207084,0.42817065
2022-01-10,0.48111492,0.46886027,0.6316144,0.63265425,0.4286032
2023-01-10,0.48044878,0.4682511,0.63113236,0.632177,0.42795867
2023-01-12,0.48045874,0.46824807,0.63116515,0.6321982,0.42794013
2021-01-12,0.48097554,0.4687691,0.63146365,0.63250166,0.42847386
2024-06-30,0.48018962,0.46793202,0.6305578,0.63138646,0.4276905
2020-10-06,0.48063394,0.46834752,0.63111293,0.6321141,0.42813078
2022-08-02,0.4807257,0.46848688,0.63112175,0.6321043,0.42821297
2022-08-23,0.4755202,0.4633953,0.62613535,0.62682027,0.42552096
2023-01-01,0.48040295,0.4681958,0.63101286,0.63200355,0.427933
2022-11-03,0.4807471,0.4684447,0.6311621,0.6322439,0.42823893
2021-10-07,0.4797833,0.4674734,0.6298794,0.630762,0.4274879
2020-02-28,0.48012075,0.46849662,0.6308794,0.63173884,0.4278452
2023-12-26,0.48108914,0.46880946,0.6315501,0.63259774,0.42856255
2020-09-03,0.47974566,0.46751112,0.62994677,0.6309021,0.42730838
2024-11-21,0.4808643,0.4686191,0.63136834,0.6324194,0.42858905
2022-09-21,0.4785269,0.465635,0.6287762,0.62914795,0.42613992
2024-05-30,0.48067734,0.4683651,0.6311542,0.63208294,0.428201
2020-08-21,0.4805695,0.46834835,0.63104266,0.63194746,0.42808542
2020-06-13,0.47997403,0.46759564,0.6296273,0.63096267,0.42754024
2020-06-18,0.4800572,0.46779028,0.62981045,0.6307542,0.4277143
2023-04-10,0.47983402,0.46756917,0.63008654,0.6309988,0.4272491
2024-08-20,0.48043805,0.46821272,0.63086784,0.63185304,0.4278751
2022-06-11,0.48024312,0.46792588,0.6305997,0.63164747,0.42775145
2020-05-21,0.48084757,0.46854237,0.6313059,0.6322913,0.4283305
2024-10-06,0.48048815,0.46825063,0.6309675,0.6319787,0.42818323
2022-06-05,0.4803619,0.46811837,0.63082695,0.6316997,0.42794505
2020-01-22,0.48105028,0.46882924,0.6315376,0.6325623,0.42851904
2023-05-11,0.4809527,0.46873274,0.6314982,0.6323453,0.42851642
2021-07-07,0.4808235,0.46837106,0.6312161,0.6322103,0.42823398
2022-02-24,0.48033693,0.4685475,0.63104296,0.6319274,0.42803037
2019-09-25,0.47983038,0.46732166,0.63003534,0.631256,0.42723975
2019-05-17,0.48076782,0.46854308,0.63116026,0.6321722,0.42823535
2022-07-17,0.47977018,0.4676666,0.6303678,0.63080525,0.42728183
2024-12-08,0.48091036,0.4686546,0.6314106,0.63249636,0.42870116
2020-01-06,0.48110476,0.46885198,0.6315961,0.6326423,0.42858464
2023-08-18,0.47968915,0.46761358,0.6300837,0.63104236,0.42712966
2024-12-14,0.48098403,0.46872514,0.6314726,0.63253933,0.42866287
2019-09-28,0.4800922,0.46761316,0.6302227,0.63146865,0.42745566
2021-08-18,0.48086846,0.46857008,0.6313974,0.63241607,0.42835876
2022-01-19,0.4810823,0.46882537,0.63157535,0.6326081,0.42857206
2021-08-28,0.48067635,0.4683084,0.63084525,0.63206476,0.42810097
2020-02-18,0.48074457,0.4687975,0.63127905,0.6322034,0.42817852
2022-03-05,0.47997007,0.46842033,0.63077533,0.6316429,0.42779237
2021-03-17,0.48043045,0.46813482,0.6306935,0.6318142,0.42790347
2020-10-10,0.48063713,0.4683368,0.63112825,0.6321684,0.42816243
2023-09-02,0.4776769,0.4653715,0.6275493,0.62856865,0.42525524
2022-09-01,0.47880757,0.46635008,0.629163,0.62991446,0.42670807
2020-11-26,0.48107508,0.46877906,0.6315011,0.6324473,0.4285679
2019-11-02,0.480868,0.46858254,0.6313583,0.632382,0.42843035
2024-06-20,0.48035243,0.46803728,0.6304114,0.63117486,0.42804995
2024-07-17,0.48011756,0.46762913,0.63056266,0.63126343,0.42761347
2024-08-03,0.48057294,0.46834856,0.6310844,0.6321125,0.42813
2024-12-06,0.48083264,0.46857324,0.63134414,0.63244367,0.4287568
2024-05-22,0.4796036,0.46728966,0.6294952,0.63035077,0.42702988
2020-07-15,0.4802916,0.46810213,0.6307381,0.6317151,0.42789292
2024-11-13,0.48069388,0.46849304,0.63121635,0.63223904,0.4285101
2023-08-16,0.4795248,0.4673328,0.62977964,0.63070107,0.42699522
2024-02-06,0.4806205,0.46853057,0.63111067,0.6320372,0.4281672
2023-04-22,0.4807222,0.46831864,0.63101846,0.6321117,0.42809233
2021-05-11,0.48086825,0.468671,0.6313967,0.63236,0.42834172
2023-06-27,0.48013866,0.46802393,0.63063014,0.6315225,0.42769587
2019-09-06,0.47964713,0.46707597,0.62994665,0.6308877,0.42721972
2023-09-08,0.4768925,0.46461308,0.6265608,0.62760246,0.4244877
2021-01-10,0.48098084,0.46877632,0.6314722,0.63249195,0.4284804
2021-12-07,0.48097953,0.4687293,0.63151485,0.63252777,0.4285447
2020-01-02,0.48111093,0.46885714,0.63161045,0.6326565,0.4285977
2022-02-08,0.48090386,0.46871075,0.6313908,0.63241243,0.42839867
2019-12-21,0.48109052,0.46883932,0.6315901,0.63261175,0.42857
2020-05-07,0.48090068,0.46863297,0.63140625,0.6324104,0.42839605
2023-11-22,0.4808731,0.46860555,0.63135034,0.63240224,0.42847255
2020-03-26,0.4809166,0.4686547,0.63133246,0.6324338,0.4284125
2023-09-14,0.4772197,0.46464244,0.62692195,0.6277775,0.4245356
2019-05-24,0.48065928,0.46844548,0.63105536,0.63201964,0.42814565
2023-05-21,0.4809237,0.46871242,0.6314856,0.6322329,0.42854705
2021-09-18,0.4802341,0.46795237,0.6305738,0.6318936,0.42782894
2020-04-21,0.48076522,0.4685318,0.6312286,0.63225144,0.42826474
2021-02-19,0.4808375,0.46865502,0.6313588,0.6323395,0.42834464
2024-04-27,0.4808743,0.4686513,0.6313756,0.6323739,0.42832857
2019-06-06,0.48038253,0.4680333,0.6307689,0.63162285,0.42786953
2021-08-08,0.47933653,0.4691119,0.6310354,0.63075197,0.42735335
2019-10-10,0.48051116,0.46819636,0.6307683,0.6319373,0.42794397
2024-02-25,0.4802994,0.4679388,0.6299445,0.62983966,0.42757457
2022-09-02,0.4790035,0.46656555,0.62934494,0.6300986,0.42675018
2019-03-30,0.47967586,0.46748188,0.62989,0.6308426,0.42711404
2024-10-07,0.48047504,0.46826795,0.6309641,0.6319403,0.42820588
2020-05-05,0.48088637,0.46862224,0.63139284,0.63238704,0.42838773
2021-09-10,0.48014256,0.46799082,0.6304305,0.6319799,0.42785293
2021-12-16,0.481054,0.46882483,0.6315767,0.6325979,0.4285691
2022-06-07,0.48035678,0.46813622,0.63074166,0.63171357,0.42792976
2024-02-07,0.480577,0.46848333,0.63103664,0.6319484,0.42811245
2022-08-28,0.47433376,0.4621839,0.6250246,0.6256489,0.42493838
2020-01-05,0.48110718,0.46885252,0.63160175,0.6326466,0.42859545
2020-06-23,0.4780352,0.46581072,0.62604177,0.62741905,0.425973
2022-06-04,0.48031476,0.46805286,0.6309131,0.6316379,0.42791706
2024-12-15,0.48097622,0.46873233,0.63149405,0.6325418,0.42865553
2023-06-12,0.48052272,0.46833256,0.63103026,0.63196325,0.42812222
2023-11-03,0.48034853,0.46804094,0.63080126,0.63180536,0.42800823
2024-05-09,0.48103282,0.46883008,0.63151145,0.63245046,0.42833453
2020-11-12,0.4809878,0.4687143,0.63148415,0.63246226,0.42854214
2021-01-27,0.4806227,0.46864906,0.6312066,0.63217354,0.42819783
2019-08-28,0.4781996,0.46546602,0.62871885,0.6294087,0.4265783
2023-08-19,0.47962058,0.46755394,0.630088,0.6310301,0.42709762
2022-03-13,0.48075333,0.46850204,0.63120365,0.6321657,0.4282999
2020-02-13,0.48085523,0.4688457,0.63138187,0.63233995,0.4282947
2024-07-28,0.48011118,0.46783656,0.6306016,0.63161606,0.42773896
2024-10-04,0.48042288,0.46812892,0.6309904,0.6318895,0.4280776
2021-07-06,0.48081842,0.46839574,0.6312919,0.6322474,0.42825344
2020-12-24,0.48102653,0.4687685,0.63148654,0.63250875,0.4284943
2019-08-31,0.47856057,0.4657322,0.62914526,0.6297439,0.42675653
2024-09-08,0.4799608,0.46766853,0.6302728,0.6311465,0.42749256
2022-12-13,0.48083347,0.46853313,0.6313294,0.63238335,0.42827898
2023-06-17,0.48034298,0.4681573,0.63084704,0.6317863,0.42793828
2022-07-03,0.47998613,0.46729255,0.63032913,0.6309308,0.42729738
2022-12-28,0.48040664,0.4682184,0.6310407,0.6320656,0.427906
2020-02-20,0.4807686,0.46876585,0.63132495,0.6322797,0.42826796
2024-07-30,0.48044896,0.46824625,0.63100207,0.6319666,0.4280532
2023-12-11,0.48105532,0.4687564,0.63147914,0.6325345,0.42854092
2023-09-25,0.4788915,0.4655927,0.6290565,0.629523,0.4257289
2020-12-29,0.48103252,0.4687908,0.63151306,0.6325367,0.42851335
2019-09-26,0.47993758,0.46742088,0.63015175,0.6313388,0.42733178
2024-09-27,0.48002294,0.46722358,0.6302395,0.6312005,0.42724797
2021-05-10,0.48091722,0.46871567,0.6314384,0.6324207,0.42838484
2023-12-08,0.4810675,0.46875748,0.63147855,0.63256025,0.42852315
2021-02-21,0.48099068,0.4686901,0.6314616,0.6324724,0.42846146
2019-06-09,0.48026302,0.4678915,0.63072276,0.63160187,0.4278049
2020-09-17,0.48000523,0.4678422,0.6304091,0.6313418,0.42768595
2023-02-04,0.4805182,0.4682496,0.63125014,0.632345,0.42805508
2019-09-02,0.47875008,0.4657853,0.62929523,0.6298182,0.4268607
2024-08-18,0.48037636,0.46817678,0.6308371,0.6317996,0.42785713
2019-06-29,0.48018274,0.4678383,0.6307706,0.63153404,0.42773888
