date,h0,h1,h2,h3
2024-07-06,8.813046e-19,4.1855383e-06,3.4063857e-13,2.6746902e-37
2022-01-31,1.0,0.82084167,1.0,0.99999845
2022-05-25,0.000383098,1.0,0.78651685,2.7964097e-21
2020-10-05,6.6720923e-16,1.7182111e-13,1.3652441e-14,2.7451515e-26
2023-02-21,0.9999989,0.000629001,0.99999905,7.622476e-15
2020-06-08,0.0048035462,1.0,1.0,3.9865045e-09
2021-07-18,2.5478751e-17,2.9440842e-11,6.344142e-12,8.184264e-33
2021-03-30,0.9999999,0.005244727,3.2236408e-11,5.542235e-24
2021-01-28,1.0,7.728641e-08,1.0,2.6224386e-06
2024-01-21,0.999979,0.00037098236,1.0,0.9999993
2021-09-25,4.0309992e-19,2.9796104e-16,5.751305e-17,3.1099973e-35
2023-01-22,0.9999999,8.4054705e-07,1.0,6.3615662e-12
2024-04-13,1.0,1.0,1.0,3.9589668e-07
2023-06-17,2.1666215e-14,0.0041117975,1.0625366e-12,7.80143e-28
2021-07-06,6.528775e-14,0.012622999,9.071405e-07,2.3905356e-22
2019-07-05,6.5249248e-15,0.020282717,5.701008e-14,3.2995694e-27
2019-10-15,2.4692616e-15,3.9667908e-13,2.236224e-11,2.729331e-27
2022-02-06,1.0,0.3253987,1.0,0.99999964
2020-01-02,1.0,0.99999344,1.0,0.9997838
2021-12-31,1.0,0.9024211,1.0,0.9999999
2020-11-06,1.866147e-09,2.3349316e-11,0.9999988,1.8895001e-06
2023-11-06,3.1849547e-18,1.7998694e-17,3.6515e-10,1.5534895e-27
2019-06-12,2.4994172e-15,0.99972194,1.7940843e-09,2.1443206e-27
2024-03-04,0.0006632699,2.222779e-10,7.763704e-11,1.052657e-33
2021-04-22,0.99999976,1.0,0.9999988,8.266749e-12
2022-12-08,0.017327761,2.4828706e-09,1.0,0.99382037
2024-11-18,0.00014880442,1.0018277e-10,1.0,0.00050608686
2024-09-29,6.781144e-16,7.1722827e-12,3.8024103e-17,2.4484562e-31
2024-10-25,1.033243e-17,1.5060754e-16,2.3778555e-16,3.0564766e-32
2020-02-08,1.0,0.74728453,1.0,0.9905049
2021-06-18,1.1174797e-12,0.99999976,2.425429e-09,7.4039126e-26
2020-02-03,1.0,0.99920887,1.0,0.99748343
2022-12-03,1.5322657e-05,4.6668004e-07,1.0,0.40077934
2022-03-20,0.9735588,2.8573074e-10,0.937952,2.1610375e-14
2019-05-30,5.811512e-06,0.9995049,0.0011511188,9.640057e-21
2023-10-13,6.305585e-20,1.5567111e-19,3.687254e-15,9.379263e-25
2024-02-09,1.0,2.59551e-06,0.99999905,3.721625e-13
2021-10-25,5.0415556e-21,1.6796266e-12,3.7519525e-09,5.082843e-28
2022-03-11,0.99964225,2.558605e-12,0.48599228,2.6342248e-09
2024-09-25,1.0520968e-15,1.8163224e-14,9.493369e-18,5.5517226e-36
2020-02-26,1.0,3.85952e-06,1.0,0.0024157153
2020-09-05,4.1769316e-15,4.684969e-11,1.659053e-18,1.3418336e-37
2023-03-25,1.0,4.77676e-06,0.9989471,3.4265026e-16
2023-11-03,5.8062606e-17,4.8005946e-17,6.4663674e-09,5.0913486e-26
2019-04-07,1.0,0.93038374,4.3225955e-06,1.1370524e-18
2022-01-12,1.0,0.22254416,1.0,0.9999989
2023-10-02,8.5349276e-19,1.6268212e-18,3.6550967e-17,3.2805e-30
2022-08-30,4.6178776e-20,5.573373e-11,2.2296424e-16,2.2559207e-27
2019-09-09,7.960232e-17,3.7313644e-08,8.0790016e-14,2.0647457e-28
2023-04-20,1.0,1.0,0.99999416,5.255517e-16
2024-08-04,1.4527107e-13,1.05403915e-11,1.2448072e-19,2.5683326e-29
2019-06-19,2.3178322e-17,0.9738057,1.7293315e-12,4.8607417e-32
2024-01-26,1.0,0.20173827,1.0,0.99999404
2023-01-03,0.2887324,2.326981e-12,1.0,2.6781792e-09
2020-08-05,8.1278614e-13,1.7550127e-06,1.8862416e-15,1.1480058e-24
2021-07-31,1.437934e-14,8.173026e-12,7.983682e-16,1.6597033e-35
2021-07-03,5.365268e-16,0.7924081,0.0033209124,2.3797707e-23
2024-12-07,0.24453458,2.2508537e-08,1.0,1.0
2024-12-01,0.97069633,0.00029465245,1.0,0.99999154
2022-08-02,1.393152e-13,5.306331e-06,4.790582e-12,1.4193834e-17
2021-05-01,1.0,1.0,0.99999976,5.3551403e-11
2023-05-17,0.9999863,0.9999999,1.0,1.6345991e-08
2024-02-29,7.990392e-06,3.5184715e-14,3.2534185e-08,1.4757875e-28
2021-06-25,5.1121646e-10,1.0,1.6509919e-06,1.936153e-20
2020-10-29,7.474417e-15,4.369596e-06,0.0049374904,5.7990386e-19
2020-08-28,3.8711563e-16,9.649346e-10,4.7232824e-18,4.3128e-35
2020-10-09,1.9161357e-15,1.1399391e-13,3.4562766e-16,7.1060015e-33
2024-01-19,0.9999999,0.73836374,1.0,0.99999964
2020-11-13,3.2359287e-12,5.503167e-12,0.99999344,2.6470062e-10
2022-07-14,8.3489015e-14,3.2910943e-05,5.3983513e-20,2.1518968e-30
