,h0,h1,h2,h3,h4,h5,h6
aphanizomenon,-0.6055203,-0.76786023,-0.8502309,0.5112111,-1.7096144,-1.3955487,-3.0500567
askenasia,-0.4115858,0.86933756,-0.19349667,-0.7966416,-0.30589122,0.44905218,-0.19337884
asplanchna,-0.25223738,1.650571,0.097782165,0.84677994,-1.6649263,-0.42644778,-1.0371671
asterionella,-0.9529152,-2.5331786,-0.8069058,-2.0530033,0.33916867,-0.5650777,-2.7779596
aulacoseira,0.8709211,-2.4084623,-2.419533,1.227703,-1.192057,1.3362037,-1.607302
bosmina,1.570541,0.8035719,-0.47083896,0.36561462,0.5170708,0.7469384,0.25838193
centric_diatom,1.5935547,-0.50363755,-0.8955362,-1.3854371,-0.7746912,-0.44466716,1.1791605
ceratium,-1.5104573,-0.25316542,-0.7133149,-0.6361314,-0.6087558,1.4439461,0.36372906
chaoborus,-1.1147598,-0.27568373,-0.021201244,-0.4681547,-0.42131856,0.15040119,-1.8809413
chlorophyte,0.02553864,0.67939276,-0.32062626,-1.0697038,0.29157785,-0.24620959,-1.5476024
chlorophyte_colonial_dividing,-1.2057345,0.70532656,-0.13188021,-1.099412,0.31071085,-0.21066411,-1.7208923
chlorophyte_elongated,-0.5471692,-0.0149329025,0.6228883,0.07315144,-0.39911467,-1.5803488,-1.2498976
chlorophyte_frame,-1.3110741,0.4973476,0.33382115,-0.31189424,-0.88122934,-2.5147216,-2.0790234
chlorophyte_square,-0.93239564,0.6219361,0.01058764,-0.9216175,0.3056706,-0.83759356,-1.4693451
chroococcales,-2.2407005,1.0297872,0.24045298,-1.5645041,0.52869856,-0.53361875,-2.1205466
chydorus,1.9248213,-0.7190932,-0.915819,-2.0982866,0.730389,0.029801188,-3.9202163
ciliate,0.45263517,0.05334191,0.7778127,0.03490118,0.07085344,-0.833811,-0.38445434
ciliate_big,0.7930684,-0.9607258,-2.1777341,1.0580288,-0.9970079,-0.16852255,-1.8072867
ciliate_blue,-0.4265154,0.22208932,-0.51032186,0.12481937,0.22054027,-0.08512208,-0.21829888
ciliate_green,-1.5208728,0.9838462,-0.6738561,-0.576625,-1.2547723,0.57627046,-0.73014784
ciliate_round,0.6554986,-0.40589064,-0.7007907,-0.40673578,-0.2656388,-0.768657,-0.2191274
closterium,0.40688762,-0.5826397,-0.6789673,-0.9114653,0.2274697,1.2261704,0.029953113
coelastrum_reticulatum,-1.2914337,-1.5313066,-1.1265815,-0.098213725,3.339057,2.2478466,0.0031963466
coelosphaerium,-2.2370467,1.0522432,-0.21102485,-1.1738014,-1.3150368,-3.0643454,-4.0392284
coleps,0.72990143,-0.3090116,-1.0137347,-1.798634,1.1897157,1.1164573,-1.6216668
collotheca,-1.8066372,0.24315763,-1.3264524,-0.85627025,0.22241181,0.21436578,-1.4180238
conochilus,0.22202864,1.1400074,-0.04806608,0.37690976,-0.9506706,0.9808526,-0.15266751
cosmarium,-0.68487704,0.29059964,-0.5575118,-0.9877554,0.4610207,-0.23932606,-0.68591595
cryptophyte,0.098652095,0.5610186,-0.25757623,0.3496606,0.37013823,-0.13347396,-0.74746704
cyanobacteria_colonial_blue,0.27364326,0.87182945,-0.8847217,-2.080966,-0.73115677,-0.63486445,-3.9044797
cyanobacteria_colonial_clathrate,-1.5463917,-0.355916,-1.5612881,-0.90895504,-2.7025611,-2.1293812,-5.2793007
cyanobacteria_colonial_probably,-1.6070176,0.13945068,0.07438923,-1.0190941,0.9489065,-0.22304599,-3.1924667
cyanobacteria_filamentous,-1.0419589,-2.5708694,-1.3065746,-0.5644228,0.7379328,-0.41491342,-2.3921635
cyclops,-0.50914115,0.40154275,0.0710443,0.17776616,0.14697675,-0.11489536,-0.52932274
daphnia,0.05301877,-0.23769502,-0.07665429,0.16090627,0.06909361,1.0049244,-1.9875095
daphnia_cucullata,0.6375379,0.40722007,-2.827909,1.0881375,-0.79482585,-3.5759215,-5.4868803
diaphanosoma,0.34836924,2.562687,1.2800643,-2.60676,-1.615128,-5.3681173,-3.826705
didinium,0.22937973,0.34548607,-0.1698532,-1.6734394,0.116645865,0.15943138,0.55624783
dinobryon,-3.3417256,0.25952777,0.021890895,-1.9880773,-0.027644046,1.5546916,-1.5533469
dinoflagellate_diamond,3.0068355,-1.0207249,0.763933,1.0328287,-0.63427794,-2.0578382,-0.628553
dolichospermum,-2.080246,-0.72366285,-3.0825794,0.25335822,-0.06336889,0.567979,-1.0879165
eudiaptomus,-0.0062329476,-0.30312985,0.28249124,0.021936972,0.23440942,-0.024440803,-0.21509226
fragilaria,-3.7607079,-1.5053099,-1.1973003,0.25502968,-2.659938,-1.3565313,-1.8352625
gonium,-3.0708356,1.2581506,0.58033866,-1.9441749,-2.3580823,-5.441333,-1.9922646
gymnodinium,0.48727077,0.5481883,-0.5700998,-0.48944834,0.29396227,0.057107024,-0.23153932
kellicottia,0.12658745,0.28679654,-0.037842065,0.38477492,-0.19609429,-0.20884824,0.2852563
keratella_cochlearis,-0.9148642,0.120675884,-0.26842344,-0.2849298,-0.3241617,0.49564385,0.39363426
keratella_quadrata,-1.1102754,0.53402305,-0.14928521,0.77266246,-1.1590265,0.96099275,0.47804466
leptodora,0.069947645,-0.54117733,-0.4452738,-0.16690756,-0.62137955,-1.2708367,-4.7077365
limnoraphis,0.6008656,-0.111159086,-1.756394,-1.6167278,0.5658173,0.19405596,-4.199556
mallomonas_akrokomos,0.9663581,0.65218204,0.8684291,-0.8707041,-0.6043352,-1.2953064,-1.2114282
mallomonas_big,-0.05267426,0.4720269,-1.0349922,-1.5175865,-0.914663,0.22285959,-1.0245363
nauplius,0.02301322,0.43935585,0.50371164,0.20576878,0.1721112,0.08436688,-0.3311604
oocystaceae,0.5108934,0.7954659,-0.1819837,-1.628929,0.75578433,-0.46714056,-3.4150407
pandorina,-1.4231707,0.39666754,-1.6786505,0.45732853,-0.71307075,0.21658956,0.64363265
paradileptus,-0.9508225,-0.5250485,-0.94647163,-0.7566642,-0.58933353,0.89100486,-1.2007579
pediastrum,-0.4787872,-0.033102278,-0.7781836,-0.86647135,0.37054303,-0.07220582,-1.4304813
pennate_diatom,-0.9025355,-1.3948499,0.19112407,0.08413003,-0.8752168,-2.1684077,-1.5979089
peridinium,-0.31452107,0.98880243,-0.98576707,-1.35459,0.2534327,0.4061308,1.2723048
phacotus,-0.9209439,0.120943554,-0.77701217,-0.74156755,-0.5989437,0.83526236,-1.6748705
plankton_x,-1.2827959,0.9553029,-0.047965184,-0.6859015,0.24620219,-1.0673941,-0.02158532
plankton_y,0.7165867,0.23915553,-0.5516295,-0.35891864,0.3455779,0.33208567,0.881371
plankton_z,-1.483659,0.8981266,-1.0064049,-1.5844743,0.39689085,-0.6837341,-1.2128892
planktosphaeria,-0.02329404,-0.7427677,-0.6594469,-0.09383526,-1.2156622,0.2683999,-2.065574
polyarthra,-0.21021198,0.7889098,1.01688,0.77461493,-1.238967,-1.878283,-0.2573893
protist_like_ciliate,-0.05072754,0.6930126,-0.9769408,-0.9273644,0.56299365,0.18420422,-0.21098608
rhodomonas,0.9400146,0.518577,0.10413698,0.5544645,0.36122134,-0.16849343,-0.040463053
rotifer,-0.53123385,0.85748106,0.6345681,0.16891679,-0.59367424,0.06334069,-0.2918579
rotifer_long,-1.1091921,1.492916,-0.9218236,0.17447452,-0.24626102,-0.589497,-0.5589533
rotifer_z,-1.6777496,1.1485987,-0.5946447,-1.6324831,-0.8656932,-0.48722914,-1.0246509
scenedesmus,-0.9549718,0.57670826,-0.78541505,-1.2650018,0.042692132,-0.0007980383,-1.4380422
snowella,1.7789255,0.8948141,-3.7772205,-4.564297,4.3877625,-2.5539489,-3.5714686
staurastrum,-0.5195534,0.35104746,-0.99926096,-0.19592935,0.06814166,0.6180945,0.1290562
strombidium,-0.13418962,0.6581124,0.07128011,-0.15550275,0.33767134,0.08743589,0.8708824
synchaeta,0.6321941,-0.05570883,0.40962398,0.06501554,-2.3083282,-0.94529945,-1.5078851
synedra,-0.5077219,-0.49390128,1.1199065,-0.5580121,0.09733065,1.3305975,-0.8334664
synedra_angustissima,0.5908977,-1.2248342,-4.2094674,0.33819777,-1.7881627,-1.1427882,-3.0952477
synura,-2.7479246,-1.0748256,-1.9195207,0.26945674,-0.22064476,1.1994894,-1.2803109
tetraedron,-0.09231278,0.6634371,0.0030911292,-1.2257428,0.729813,-0.31977874,-1.207523
tintinnid,0.44720963,-0.05375103,-0.68695587,-0.16920194,0.05003808,0.051307064,0.23054719
trichocerca,-0.6452922,0.65595925,0.20249319,-0.36762694,-0.19840537,-0.48064846,-0.34010106
uroglena,-4.1432447,0.25860456,1.8842223,0.88041246,-1.3536352,-0.19835342,-0.68085754
vorticella_epistylis_like,0.42845482,-0.13989428,-0.74797964,-0.61173415,0.006240014,-0.2795939,0.37726974
