,h0,h1,h2,h3,h4
aphanizomenon,0.0022173552,0.0024460307,0.0022124867,0.0021862937,0.0029889506
askenasia,0.00016855048,0.00016765879,0.00016860175,0.0001689029,0.00015636285
asplanchna,-0.0010766158,-0.0011897151,-0.0010742167,-0.001061281,-0.0014657368
asterionella,0.00041370693,0.00047448298,0.00041243274,0.00040566007,0.00063092064
aulacoseira,-0.0006250201,-0.0006755851,-0.0006240028,-0.000617799,-0.00080818485
bosmina,-0.0005949448,-0.0006661763,-0.00059343374,-0.00058521907,-0.0008403101
centric_diatom,0.00034164466,0.00039347293,0.00034056065,0.00033474647,0.0005314426
ceratium,-4.5836936e-05,-2.1442476e-05,-4.6340803e-05,-4.900189e-05,5.0153543e-05
chaoborus,0.0008186095,0.00093730236,0.00081608933,0.00080255023,0.0012268985
chlorophyte,-0.00012188779,-7.839827e-05,-0.00012281247,-0.00012659853,4.8153914e-05
chlorophyte_colonial_dividing,-0.00042153272,-0.0004756734,-0.00042042937,-0.00041445452,-0.0006150025
chlorophyte_elongated,-9.581781e-05,-9.040929e-05,-9.593739e-05,-9.6139454e-05,-7.363198e-05
chlorophyte_frame,0.0001905991,0.0002446495,0.00018946987,0.00018391745,0.00039513203
chlorophyte_square,-4.122204e-05,-6.905591e-05,-4.0738327e-05,-3.8221602e-05,-0.0001634153
chroococcales,-0.00024942376,-0.00027571947,-0.00024892416,-0.00024626884,-0.00034603992
chydorus,-0.00051316724,-0.0005794557,-0.00051170134,-0.0005037891,-0.00073733996
ciliate,-0.0009734434,-0.0010875236,-0.0009711373,-0.0009586612,-0.0013868936
ciliate_big,-0.00059537054,-0.00060005044,-0.0005952261,-0.0005943813,-0.00058715104
ciliate_blue,-0.00034060198,-0.00040687012,-0.00033956254,-0.0003319879,-0.00058188534
ciliate_green,-0.0005849716,-0.0006140623,-0.0005843554,-0.0005809973,-0.00067294
ciliate_round,4.341146e-05,0.00014987869,4.1357172e-05,3.0029576e-05,0.00046105354
closterium,-0.00038946138,-0.00040068864,-0.0003891439,-0.0003875591,-0.00041907057
coelastrum_reticulatum,0.00020359486,0.000247645,0.00020256205,0.00019747976,0.00034552152
coelosphaerium,-0.00014405277,-0.00014789714,-0.00014404695,-0.00014372947,-0.0001783334
coleps,-0.00073244877,-0.00076482276,-0.000731711,-0.00072769297,-0.00081586884
collotheca,-0.0015137913,-0.0016422775,-0.001511014,-0.0014959759,-0.0019356541
conochilus,0.00024107704,0.00030112706,0.00023983451,0.0002334681,0.00046432708
cosmarium,-0.00023334716,-0.000249761,-0.00023311455,-0.00023195571,-0.00032599719
cryptophyte,-0.00083718984,-0.00089560356,-0.0008360232,-0.00082934764,-0.0010272488
cyanobacteria_colonial_blue,8.70062e-07,3.124241e-06,8.1552145e-07,5.249488e-07,8.173028e-06
cyanobacteria_colonial_clathrate,-0.0003423716,-0.00038772103,-0.00034149192,-0.00033675725,-0.00051929714
cyanobacteria_colonial_probably,0.00096595334,0.001128387,0.0009630554,0.0009448277,0.0015381464
cyanobacteria_filamentous,-0.000100075995,-6.6622946e-05,-0.000100855104,-0.0001039482,7.091879e-06
cyclops,-0.0011668837,-0.0012647184,-0.0011648849,-0.0011529963,-0.0014914708
daphnia,0.00016239737,0.00020416675,0.00016212102,0.00015755158,0.00030196694
daphnia_cucullata,0.0003850411,0.00040220053,0.00038464798,0.00038246697,0.0004278654
diaphanosoma,0.00088108034,0.0010234835,0.0008780492,0.0008618893,0.0013710213
didinium,0.00081070483,0.00095776777,0.0008075712,0.0007914485,0.0013271697
dinobryon,-0.0012562316,-0.0013846172,-0.0012535481,-0.0012390532,-0.0016995008
dinoflagellate_diamond,-0.0005368065,-0.00058146985,-0.00053589186,-0.00053094607,-0.000680687
dolichospermum,0.00041675576,0.00048331442,0.00041531678,0.0004079723,0.0006504848
eudiaptomus,6.1641345e-05,8.798294e-05,6.108006e-05,5.905709e-05,0.00014990261
fragilaria,-0.00042191523,-0.00045968755,-0.00042115105,-0.00041644747,-0.00055550144
gonium,-6.0630573e-05,-5.249844e-05,-6.0288326e-05,-6.1378494e-05,-3.720819e-05
gymnodinium,-0.001213809,-0.0013321666,-0.0012113672,-0.0011982,-0.001621616
kellicottia,6.706902e-05,0.00012333822,6.586357e-05,5.939123e-05,0.0002833575
keratella_cochlearis,-0.0016859318,-0.0018130465,-0.001683329,-0.0016692985,-0.00211657
keratella_quadrata,-4.2328404e-05,-2.5308316e-05,-4.2669224e-05,-4.444736e-05,2.9896142e-05
leptodora,0.00088679517,0.0009948367,0.00088452006,0.00087239756,0.0012615937
limnoraphis,0.002378591,0.0026341092,0.0023732649,0.0023445846,0.0032707565
mallomonas_akrokomos,-0.0016977004,-0.0018276239,-0.0016949049,-0.0016799051,-0.002142259
mallomonas_big,0.0007412476,0.0008245824,0.0007395126,0.0007299145,0.0010177639
