,h0,h1,h2,h3,h4,h5
aphanizomenon,-0.051746756,0.5146436,-0.023057586,-0.15698704,0.05503836,-0.048650213
askenasia,-0.30213085,0.4692181,-0.012625455,-0.5726889,-0.081655085,0.12472196
asplanchna,-0.18275233,0.06126627,-0.098926924,-0.22162218,0.0031004488,0.07995432
asterionella,-0.21092553,-0.14251195,-0.13143125,-0.10905816,-0.18019389,-0.095600426
aulacoseira,-0.01079297,-0.011807834,-0.009603437,-0.009914725,-0.012414031,-0.010825808
bosmina,-0.3035562,0.2844092,0.12241194,0.008712692,0.008833341,-0.5591629
centric_diatom,-0.12410573,-0.16311993,-0.11164551,-0.051375538,-0.13885173,-0.10178332
ceratium,-0.089864664,-0.12757798,0.26127198,-0.14342931,0.0061273957,0.069408394
chaoborus,-0.22770275,-0.024585128,0.066686995,0.17001759,-0.22545163,-0.059964966
chlorophyte,-0.0975435,-0.11576524,-0.093486756,-0.092662096,-0.112613074,-0.100868486
chlorophyte_colonial_dividing,-0.109648846,-0.13551867,-0.106541455,-0.10846834,-0.13226055,-0.1208308
chlorophyte_elongated,0.003128406,-0.04632838,-0.3436786,0.24059069,-0.08046448,-0.2351381
chlorophyte_frame,-0.25634822,-0.20084605,0.2728358,0.17124015,0.03851459,-0.053669244
chlorophyte_square,-0.14600727,0.07138593,-0.15122972,-0.25591984,-0.052577607,-0.16435175
chroococcales,-0.19967638,-0.081070445,0.028897444,0.014960702,-0.25779408,-0.022693919
chydorus,0.2458777,-0.20123196,-0.3436445,-0.08667088,-0.26185828,-0.15185858
ciliate,0.080671914,-0.10127843,0.09718873,-0.19008978,0.3655932,0.36709931
ciliate_big,0.16069084,-0.28090417,-0.030853326,-0.043940056,0.032373555,0.044162255
ciliate_blue,0.047664493,0.0018879985,-0.29310396,0.017023945,0.0377391,0.08902376
ciliate_green,0.25177968,-0.23381574,0.120834716,0.34528255,-0.09031754,0.016131228
ciliate_round,0.23189712,0.114314795,-0.12585111,-0.2548039,-0.07763858,0.08774386
closterium,0.040735986,-0.23467834,-0.19249237,-0.0014976806,0.028665446,0.036959212
coelastrum_reticulatum,0.01787788,0.035741173,-0.13244589,0.020028166,-0.18349838,0.1417857
coelosphaerium,0.24140602,-0.07419705,-0.22464958,0.14832208,0.015843762,-0.23094095
coleps,-0.051174723,-0.19484851,-0.08290897,0.22562061,0.0823492,-0.14488958
collotheca,0.08072659,-0.37005937,-0.14465067,-0.24825726,0.090842344,0.17950107
conochilus,-0.133691,0.12184019,0.26115558,-0.38247693,-0.11135574,0.023530038
cosmarium,0.027700953,-0.1348502,-0.04398274,-0.0009504918,0.05349092,-0.100335896
cryptophyte,-0.030105662,-0.037435908,-0.030058231,-0.02955335,-0.036147073,-0.03205857
cyanobacteria_colonial_blue,-0.15042873,-0.086053476,-0.09841965,-0.099510625,-0.11792304,-0.13662791
cyanobacteria_colonial_clathrate,0.23666953,0.010809896,0.051601876,-0.3788206,0.09622072,-0.3442726
cyanobacteria_colonial_probably,-0.12681355,-0.10646775,-0.15232773,-0.14178231,-0.14747536,-0.13154186
cyanobacteria_filamentous,-0.1496946,-0.15139067,0.004792933,-0.13785459,-0.13185997,-0.11540461
cyclops,-0.18574269,-0.22034189,0.049450736,-0.10034777,-0.1010033,-0.20320985
daphnia,-0.0882847,-0.18695821,-0.002007341,0.13766074,-0.08922941,-0.031062163
daphnia_cucullata,-0.011588097,-0.003771276,-0.38697082,-0.0006244819,0.25884035,0.21808544
diaphanosoma,0.30566096,-0.0063007544,-0.114035785,-0.24801926,0.0907508,-0.2436956
didinium,-0.020823322,0.15542036,0.0093659675,0.04340173,0.21616586,-0.035380214
dinobryon,-0.04130934,-0.05016483,-0.039559197,-0.039529126,-0.047278296,-0.043763794
dinoflagellate_diamond,-0.016642781,-0.15853238,-0.037609242,-0.20687017,-0.20709538,-0.11199043
dolichospermum,0.18966967,-0.2479322,0.29863656,-0.29970124,-0.13697019,-0.17453349
eudiaptomus,-0.01697028,-0.16837218,0.10513406,0.031951524,-0.06781802,-0.20531261
fragilaria,-0.16211146,-0.13854533,-0.049378265,-0.049060147,-0.10295424,-0.12899466
gonium,-0.19762795,0.41691184,0.122139044,-0.17685191,0.20330465,0.1328184
gymnodinium,-0.17367968,-0.023937222,-0.15988204,-0.2056031,-0.053156972,0.27677578
kellicottia,-0.39108992,0.16138147,0.17345564,-0.15299802,-0.035058126,0.18216953
keratella_cochlearis,-0.047063492,-0.05145172,0.09837223,0.07559799,0.097008884,-0.19366401
keratella_quadrata,-0.1042556,0.0023902566,0.06975616,0.034795616,-0.08377506,0.08369041
leptodora,-0.06055566,-0.2714693,0.07642454,0.19878088,0.022048466,0.03621593
limnoraphis,-0.09142162,-0.1373698,0.16476895,-0.09651503,-0.06714361,0.033979062
mallomonas_akrokomos,0.074818976,0.008817318,-0.05048117,-0.080876894,0.04652632,-0.07149275
mallomonas_big,-0.19009244,-0.08523217,-0.039980512,-0.1038854,0.13063583,-0.0023887653
nauplius,-0.11242891,-0.09728195,-0.06338022,-0.11606313,-0.22156382,-0.10947602
oocystaceae,-0.089127325,-0.11324042,-0.09728635,-0.090425104,-0.10777746,-0.09347997
pandorina,-0.48074418,0.2382967,-0.3474098,-0.08889208,0.43747416,-0.19878261
paradileptus,0.012899803,0.16199528,-0.019871844,0.09852187,-0.17830366,-0.20361857
pediastrum,0.067289844,-0.14771616,0.111545116,0.4318727,0.1162784,-0.24503817
pennate_diatom,0.15544094,-0.20931007,-0.1747775,0.1499317,0.0793379,-0.20283301
peridinium,0.08826857,0.11495379,0.1962882,-0.30101836,-0.26940587,-0.0023652073
phacotus,0.10341235,-0.32426742,-0.33870915,0.22765662,0.008092788,0.12561317
plankton_x,-0.22725262,0.012979715,-0.12855291,-0.18581536,0.15906575,0.19531381
plankton_y,0.3122461,-0.13590975,-0.30157715,0.3866455,0.0026687211,-0.0926331
plankton_z,0.056970578,-0.17858565,0.25769573,-0.15095267,-0.1916986,0.20869268
planktosphaeria,-0.11368933,-0.2741601,0.22989647,0.08639631,0.184684,-0.108970135
polyarthra,-0.18317762,-0.116800025,0.28241965,-0.015480981,-0.016235247,0.22505474
protist_like_ciliate,0.08864982,-0.24960488,-0.02260436,0.07135538,0.19094011,-0.055943172
rhodomonas,-0.11841891,-0.16411662,-0.11901503,-0.13028367,-0.16167484,-0.13892716
rotifer,-0.13574305,-0.13408719,-0.12350219,-0.16170898,-0.112991095,-0.18673679
rotifer_long,0.02572921,0.41296673,0.08834777,-0.02904429,0.18242142,0.03040599
rotifer_z,-0.06498644,0.250248,-0.003337328,-0.349691,0.16648744,0.16737925
scenedesmus,0.15182976,-0.30505028,-0.18471004,0.09726598,-0.0895663,-0.031551942
snowella,0.43016893,-0.48610213,0.14720242,-0.06066531,-0.34981152,-0.22067289
staurastrum,0.069345124,-0.06732165,-0.09402843,-0.16740239,-0.035541844,-0.18708189
strombidium,-0.2477902,0.133068,0.37643483,-0.0031297898,-0.16263624,0.18812141
synchaeta,0.005773197,0.1441412,-0.037437778,-0.5772871,-0.31664985,0.23298845
