,h0,h1,h2,h3
aphanizomenon,-2.087079,0.5564951,-0.95755893,0.7847536
askenasia,-0.36040175,0.91296697,0.46998844,0.7322506
asplanchna,-1.5663759,0.58614814,-0.22108972,-0.9837806
asterionella,-0.959398,1.5545514,-1.3405844,2.2725163
aulacoseira,-1.7695572,-2.1863935,-3.827014,1.09218
bosmina,-0.5846479,-1.1337333,0.04524318,-0.41734257
centric_diatom,2.4202218,-1.3376297,0.074293174,0.5208394
ceratium,-0.19537717,1.6539198,-0.41759613,2.0217059
chaoborus,-2.7229066,0.66916436,0.053823452,1.3455704
chlorophyte,-1.103702,-0.031134784,1.2473911,1.1924142
chlorophyte_colonial_dividing,-1.3171023,1.0947231,1.5867807,1.7148669
chlorophyte_elongated,-0.45451936,0.5267205,0.89560217,-0.12651362
chlorophyte_frame,-1.0339795,1.4881442,1.7222506,1.0378915
chlorophyte_square,-0.9203686,0.7442331,1.8379338,1.7355318
chroococcales,-1.2995542,1.7111839,2.9251726,3.1463912
chydorus,-3.1164227,-2.8870394,1.3182375,2.6102507
ciliate,0.27787206,-0.028840527,0.38861084,-0.825752
ciliate_big,-3.5216694,-1.7202591,-1.6351336,1.6085671
ciliate_blue,-0.6951094,-0.10372116,0.47088653,0.40177935
ciliate_green,-0.77411014,2.2416418,-0.15042153,0.6561219
ciliate_round,0.24692515,-1.0230335,0.06838136,0.4722306
closterium,0.060409788,-0.34660324,-0.0005876367,1.5337411
coelastrum_reticulatum,-1.5017351,-0.07132059,1.2844546,3.6119149
coelosphaerium,-4.0499253,1.7845633,2.6756165,4.1076074
coleps,-1.1652547,-0.87720716,1.7263116,2.6087139
collotheca,-1.6865138,0.8665376,1.4569105,2.8717353
conochilus,-0.515092,0.9645096,-0.9001238,-1.4187269
cosmarium,-0.337054,0.808445,1.1630999,1.2261132
cryptophyte,-1.106973,-0.22995362,0.4448479,-0.34163216
cyanobacteria_colonial_blue,-2.2292492,-0.04678417,1.6255747,2.7031074
cyanobacteria_colonial_clathrate,-2.7709112,1.9774671,-0.37533873,3.525828
cyanobacteria_colonial_probably,-2.8016174,0.8796415,2.0740335,3.6416447
cyanobacteria_filamentous,-2.6095605,-1.2332045,0.5268687,3.422325
cyclops,-0.8533569,0.31543744,0.48756456,0.03532686
daphnia,-2.6178226,-0.041543964,-0.63507754,0.56686604
daphnia_cucullata,-4.574261,-1.0673138,0.9639272,3.6440747
diaphanosoma,-5.5353107,-0.7917606,6.895505,3.0293765
didinium,1.0971886,0.2867712,0.83049995,1.3355925
dinobryon,-1.9997838,4.0814505,-0.33506304,2.6759927
dinoflagellate_diamond,0.25475374,-3.0279195,-0.5485619,-1.7935714
dolichospermum,-1.9700301,0.6556888,-0.5774405,2.260849
eudiaptomus,-0.23916624,0.070991196,-0.17684132,-0.056750465
fragilaria,-0.6862718,2.5209978,-1.8851157,2.2220538
gonium,-4.2504773,2.743333,1.4491804,2.268394
gymnodinium,0.014968377,-0.40422434,0.769949,0.24864297
kellicottia,0.1233572,-0.121915735,0.08779238,-0.5179534
keratella_cochlearis,0.00503331,0.70221037,0.16303164,0.832287
keratella_quadrata,-0.402074,1.5886695,-1.0202414,-0.39240658
leptodora,-4.544563,-0.72640485,0.47950134,2.551
limnoraphis,-3.9117875,-1.2074548,1.340853,3.2858603
mallomonas_akrokomos,1.2006936,0.6007357,0.5207628,-1.0593363
mallomonas_big,-0.08715832,0.060110442,0.50771976,1.8314558
nauplius,-0.5844869,0.3456218,0.039487805,-0.70122653
oocystaceae,-2.5831869,-1.0850817,1.9957008,2.72362
pandorina,0.007003518,1.0935295,-0.5749924,0.1904319
paradileptus,-1.1674422,0.9064016,-0.55132675,2.2765229
pediastrum,-1.2949693,-0.035858206,1.0890065,2.3209307
pennate_diatom,-0.5689267,0.13903268,0.8850166,1.4214152
peridinium,1.5297917,0.50723803,1.5623044,1.6267663
phacotus,-1.4245211,1.1126411,0.0085668,1.5346291
plankton_x,0.22228353,0.9767431,1.1570712,0.92598426
plankton_y,0.94993776,-0.35705087,0.15436393,-0.030986426
plankton_z,-0.28649962,0.65310526,2.942837,2.389165
planktosphaeria,-1.6465837,-0.29846618,-1.1273854,1.0929543
polyarthra,0.463301,0.6553987,0.62050617,-1.553707
protist_like_ciliate,-0.102700114,-0.107731216,1.5575622,1.1735576
rhodomonas,-0.44470042,-0.62218565,-0.004484548,-1.1026419
rotifer,-0.5371793,1.0162858,0.3058715,-0.4057423
rotifer_long,-1.0660661,0.99650323,1.037421,0.13651228
rotifer_z,-0.8253215,1.5703121,1.0184443,1.9574909
scenedesmus,-0.9505787,0.4505337,1.8106467,3.0068815
snowella,-4.8059983,-1.7667439,4.1026554,3.5733535
staurastrum,-0.27462065,0.3394425,0.49569234,0.86843514
strombidium,0.4612606,0.49664226,0.44358775,-0.2087636
synchaeta,-0.55917364,-0.42827326,-1.2394079,-0.92733914
synedra,-1.0638223,1.7641826,-1.0426824,-0.037987925
synedra_angustissima,-1.5823737,-1.7451617,-1.0386161,1.7404823
synura,-1.4701113,0.14483972,0.35717055,2.5875175
tetraedron,-0.90310997,0.09051457,1.690987,1.668207
tintinnid,0.1860716,-0.5642544,0.017710725,0.1847885
trichocerca,-0.45028624,0.64923996,0.7298471,0.7172046
uroglena,-0.63869655,5.2355604,0.2695103,-0.37179583
vorticella_epistylis_like,0.72057676,-0.6398391,0.6555787,0.9922814
