,h0,h1,h2,h3,h4,h5
kellicottia,-0.0757653,-0.021589842,0.2361937,-0.11459847,-0.08547433,-0.00019533289
keratella_cochlearis,0.10596922,0.043119643,0.24726765,0.044328496,0.09144479,0.037656073
keratella_quadrata,0.064327545,0.15402451,0.32039085,0.15384978,0.076425426,0.12480976
leptodora,0.95579314,0.8287728,-0.68570644,0.8826829,0.80325973,0.8598161
limnoraphis,-0.08072724,-0.15863219,0.2691514,-0.24492298,-0.18288285,-0.11401268
mallomonas_akrokomos,0.8793207,1.038761,-0.2871116,0.98519796,1.0380534,0.9906172
mallomonas_big,0.9525108,0.94744426,-0.5349774,0.98597187,1.0823662,0.9519245
nauplius,0.06786936,0.016144382,0.08885344,0.0146972155,-0.07166252,0.0035809944
oocystaceae,0.50468194,0.6047419,-0.11761509,0.6451767,0.5993492,0.6495623
pandorina,0.03620774,0.050205734,0.5980722,-0.078379236,0.16153365,-0.05882218
paradileptus,0.7256112,0.64727974,-0.12019152,0.5451944,0.51976824,0.5814388
pediastrum,0.9222774,0.96224576,-0.2650182,1.1461959,1.0021915,0.9190436
pennate_diatom,0.9809471,1.1817622,-0.33858314,1.5829489,1.3658702,1.1401224
peridinium,0.8098437,0.8213214,-0.34490442,0.5924061,0.6580561,0.7928334
phacotus,0.40364194,0.5453097,-0.089413114,0.8775274,0.658238,0.5952839
plankton_x,0.33355284,0.29301983,-0.03336053,0.28657955,0.35405052,0.34723783
plankton_y,0.94251955,1.036487,-0.35939184,1.2758906,1.0608807,1.0120196
plankton_z,0.81846577,0.7228977,-0.3566741,0.632224,0.6379511,0.78434867
planktosphaeria,0.16239089,0.025551327,0.35746697,0.06190256,0.112463154,0.09824313
polyarthra,-0.14474945,-0.09573267,0.56742847,-0.08608686,-0.05804209,-0.021060169
protist_like_ciliate,0.42464608,0.62088037,0.08320294,0.72101355,0.69436395,0.6009085
rhodomonas,0.38674578,0.29181704,0.19829144,0.18811709,0.19322571,0.30238274
rotifer,0.7755156,0.75846916,-0.31644124,0.539303,0.71968836,0.66919786
rotifer_long,0.52831495,0.48549956,0.18451613,0.41022637,0.4666164,0.42321715
rotifer_z,0.04724966,0.09534604,0.3413475,-0.12698454,0.09595295,0.07705725
scenedesmus,0.8811621,0.76617175,-0.35986605,0.85792714,0.7775791,0.7884913
snowella,1.7096056,1.5803119,-1.2922244,1.6051756,1.5590228,1.6017917
staurastrum,-0.1716798,-0.24279225,0.3940707,-0.3049152,-0.22266906,-0.23866645
strombidium,-0.1443258,-0.112982795,0.43421394,-0.1507493,-0.21244693,-0.113781676
synchaeta,0.08663321,0.07599809,0.2044549,-0.1571324,0.00758568,0.07528355
synedra,0.97747713,0.8475216,-0.30815563,0.8993204,0.96400326,1.0061165
synedra_angustissima,0.6217855,0.5067433,-0.14965735,0.60392547,0.47628394,0.567103
synura,0.36129457,0.25166243,0.0624575,0.25498378,0.18655965,0.29757142
tetraedron,-0.27955174,-0.26180106,0.4561431,-0.08582093,-0.14122114,-0.26676202
tintinnid,0.38374022,0.3417277,-0.20874782,0.33937976,0.32474914,0.31730756
trichocerca,0.5077952,0.54908115,-0.3632329,0.40666208,0.57718784,0.5652866
uroglena,0.13232628,0.076204166,-0.08577451,0.10300735,0.21157196,0.07528638
vorticella_epistylis_like,0.9020451,0.87882,-0.51236314,0.91296214,0.9124649,0.90726894
