,h0,h1,h2,h3,h4,h5
aphanizomenon,0.13226788,0.34465656,0.35118872,0.17669472,0.30969766,0.19931681
askenasia,1.0153576,1.2241912,-0.5426913,0.84894913,1.0731158,1.1088903
asplanchna,0.48716256,0.4249941,-0.25433072,0.2832343,0.3852532,0.4451429
asterionella,0.9459515,0.84035164,-0.57258254,0.77611595,0.7982512,0.8530858
aulacoseira,0.97340155,1.1702948,-0.25617307,1.3690197,1.0805798,1.0957396
bosmina,1.2207811,1.2316046,-0.7430047,1.1027985,1.1547945,1.080374
centric_diatom,0.76343864,0.8606352,-0.21876033,1.0003151,0.79926735,0.9061335
ceratium,-0.09998906,-0.1445224,0.49130774,-0.24226184,-0.12092028,-0.10738945
chaoborus,1.1433067,1.0283036,-0.9185862,1.1664901,1.0281155,1.095509
chlorophyte,1.1265954,1.0374967,-0.7475914,0.9368585,0.9961116,1.0585889
chlorophyte_colonial_dividing,0.24278589,0.10830781,-0.002926621,0.031433463,0.052760318,0.10274814
chlorophyte_elongated,0.5849828,0.6809688,-0.19164377,0.8292132,0.66539234,0.61444944
chlorophyte_frame,1.1392769,1.0510293,-0.71264017,1.1315128,1.0662314,1.0869414
chlorophyte_square,0.48015898,0.49638703,-0.118809715,0.32825017,0.4682318,0.43838513
chroococcales,0.86805505,0.8104585,-0.36827648,0.8615909,0.69628745,0.8200852
chydorus,0.04314879,0.23021646,-0.051494516,0.26963636,0.18164729,0.24868946
ciliate,1.3030881,1.2590708,-0.9086396,1.2137736,1.3504406,1.3102204
ciliate_big,0.3487771,0.4534227,0.17749967,0.44407168,0.47023818,0.45845446
ciliate_blue,0.24319229,0.6003732,0.056454908,0.8015438,0.71590406,0.6021954
ciliate_green,0.5790814,0.48601043,-0.05448605,0.7629113,0.5246967,0.5286678
ciliate_round,1.0075284,0.95152783,-0.66643244,0.7894746,0.90787625,0.9405203
closterium,0.012110425,0.09537207,0.13387558,0.26790679,0.22875524,0.1302549
coelastrum_reticulatum,0.09529218,0.0421373,0.4052536,-0.013686846,-0.008629161,0.079136476
coelosphaerium,0.8084595,0.8752587,-0.5335144,0.9128746,0.8685173,0.82720137
coleps,0.033198547,0.086039394,-0.03475282,0.21888313,0.12066025,0.08416031
collotheca,-0.10862528,-0.08978289,0.28323573,-0.13042897,-0.0091897575,-0.009075704
conochilus,0.72747403,0.73176295,-0.15735626,0.37478945,0.5718717,0.72155434
cosmarium,0.7612301,0.9008384,-0.5776399,0.96599615,0.9526415,0.8829653
cryptophyte,2.0224786,2.16068,-1.2695009,2.4597597,2.2181132,2.1900897
cyanobacteria_colonial_blue,-0.18736102,-0.16923253,0.422719,-0.25504366,-0.24649212,-0.19701622
cyanobacteria_colonial_clathrate,-0.26737395,-0.414624,0.5544315,-0.60085493,-0.38102683,-0.4514635
cyanobacteria_colonial_probably,0.475747,0.56004065,-0.31096032,0.55867916,0.53273433,0.5224613
cyanobacteria_filamentous,0.07204545,0.04857895,0.18700056,-0.054127533,-0.018112168,0.03619773
cyclops,0.2980103,0.15448633,0.18152314,0.20082337,0.14602384,0.17427081
daphnia,0.20697021,0.29377517,0.15415795,0.519022,0.2808969,0.32790783
daphnia_cucullata,0.48933536,0.6374653,-0.34903654,0.67799276,0.74931437,0.65292925
diaphanosoma,-0.29317778,-0.23589669,0.41941598,-0.31685364,-0.18199487,-0.25925568
didinium,1.7685109,1.9050635,-1.0668564,1.8669082,1.9079989,1.795982
dinobryon,0.40939707,0.40882868,-0.011383916,0.56480944,0.35472262,0.3868984
dinoflagellate_diamond,0.030537408,0.11060116,0.22273804,0.07596998,0.116279684,0.13521983
dolichospermum,-0.080581464,-0.20384571,0.37139428,-0.39761847,-0.2258882,-0.16062343
eudiaptomus,1.1489974,1.061448,-0.46114177,1.1631957,1.0951949,1.0716866
fragilaria,0.45514852,0.51457584,-0.19022526,0.704726,0.57030153,0.51142216
gonium,0.88508636,1.0532224,-0.60897624,0.88641816,1.0359234,0.9604146
gymnodinium,0.34586364,0.38681805,-0.0057252576,0.29800904,0.40470356,0.47335124
