,h0,h1,h2,h3,h4,h5
aphanizomenon,0.0017091705,-0.09667507,0.13336322,-0.0048029553,0.0404446,0.0063141515
askenasia,-0.34499878,-0.060582995,-0.0024061291,-0.09856596,0.24850477,0.037921593
asplanchna,0.259883,-0.036543183,0.044191316,-0.004470456,-0.04438068,-0.0012591084
asterionella,-0.25433835,0.008709806,-0.08423559,-0.15409824,-0.11412968,0.09313985
aulacoseira,-0.004638137,-0.0049721445,-0.0047592903,-0.004780464,-0.0049449815,-0.0043140054
bosmina,-0.36231256,0.2398852,-0.07441667,-0.20944843,-0.11018532,0.3392961
centric_diatom,-0.18975645,-0.1475811,-0.09909711,-0.12914664,-0.09050977,-0.12463467
ceratium,-0.037053797,0.10879812,-0.11834988,-0.22001219,-0.01609078,-0.038555894
chaoborus,0.068436205,0.07532397,0.1648408,0.08597462,-0.18368882,-0.20963272
chlorophyte,-0.0799879,-0.08145942,-0.08630683,-0.075648755,-0.08560443,-0.08310876
chlorophyte_colonial_dividing,-0.085881546,-0.080886215,-0.08143708,-0.08719379,-0.08866483,-0.08455368
chlorophyte_elongated,0.047925692,0.20976353,-0.1625781,-0.030591995,-0.15832643,-0.3542151
chlorophyte_frame,-0.09038987,-0.20432994,0.045051966,0.29339477,0.21322255,-0.00096635206
chlorophyte_square,-0.20528841,-0.2223321,0.109726615,-0.008587989,-0.014126332,-0.20639436
chroococcales,-0.08946343,-0.110518396,-0.028677242,-0.06712587,-0.10904972,-0.21067172
chydorus,-0.26951852,0.093319386,0.2891409,-0.0038751694,0.1075363,-0.15501277
ciliate,-0.016120752,-0.25848478,-0.34545252,0.08611776,-0.05764335,0.009299668
ciliate_big,0.44442463,-0.12349843,0.11359873,0.17317136,-0.08365289,-0.14457546
ciliate_blue,-0.1072113,0.014164986,-0.33957803,-0.08402932,-0.022215633,0.100527026
ciliate_green,0.13439295,-0.13489927,-0.3033471,0.25234267,0.25159314,0.10471878
ciliate_round,-0.12778871,-0.20862275,-0.13612133,-0.13270412,0.10908342,0.17654873
closterium,0.038991503,0.12916413,-0.1483014,-0.2920376,0.02756566,0.025784012
coelastrum_reticulatum,0.19970356,-0.44057348,0.29328564,0.0008521462,0.054587394,-0.38154623
coelosphaerium,-0.16541536,0.12679863,0.076977044,-0.45283842,-0.124466665,-0.03323204
coleps,-0.17337663,0.28862226,-0.2760606,0.2917304,0.044453178,-0.044321783
collotheca,0.23116995,-0.12070429,-0.21474256,0.0635469,0.32419395,0.28815618
conochilus,0.22726858,-0.27980816,0.056798086,-0.15644935,-0.113381706,-0.11167992
cosmarium,-0.14975971,-0.062438533,0.2820183,0.049794,0.123373434,-0.13172886
cryptophyte,-0.040125802,-0.040600576,-0.042252347,-0.037196588,-0.043094855,-0.039599676
cyanobacteria_colonial_blue,-0.14190422,-0.18345949,-0.031271473,-0.07575616,-0.10568779,-0.09625081
cyanobacteria_colonial_clathrate,0.31608775,0.4673124,0.08346854,0.105886266,-0.60012627,0.39272094
cyanobacteria_colonial_probably,-0.16506249,-0.115571186,-0.18530247,-0.11599874,-0.18420005,-0.13414775
cyanobacteria_filamentous,-0.1578687,-0.1417561,-0.064970374,-0.010768184,-0.015648475,-0.07499214
cyclops,-0.017031489,-0.031071592,-0.12356484,-0.14394885,-0.29017726,0.028698307
daphnia,-0.09527469,-0.04432939,-0.16698027,0.08926064,-0.27276045,0.03999653
daphnia_cucullata,0.052247077,0.08767312,-0.43310994,-0.32049778,0.13160743,0.21784745
diaphanosoma,-0.18421587,-0.07243374,-0.065903984,-0.1497787,-0.033533726,-0.01714059
didinium,0.048471868,-0.3308807,-0.14691405,0.22384357,-0.11717704,0.19707261
dinobryon,-0.049443454,-0.04936472,-0.05188479,-0.046429783,-0.0523311,-0.048596792
dinoflagellate_diamond,0.12412104,-0.27627176,-0.08101659,-0.037694078,0.12925999,0.045770332
dolichospermum,0.03902697,0.16206484,0.038304903,-0.34154162,-0.08076193,0.028020822
eudiaptomus,-0.03519989,-0.2612186,0.03557459,-0.12726817,-0.020999251,0.3027551
fragilaria,-0.14019577,-0.14078577,-0.19174111,-0.08303663,-0.12552533,-0.16531077
gonium,-0.48572668,0.12557489,-0.07616023,0.10244189,0.055732366,-0.19731335
gymnodinium,0.07353982,-0.07979198,0.0011649346,-0.169686,-0.03621713,0.06147084
kellicottia,-0.13046244,-0.307914,0.2873266,0.089305066,-0.19850565,-0.0959957
keratella_cochlearis,0.09941166,0.035134923,-0.25458342,-0.06729032,0.22679617,0.23738202
keratella_quadrata,0.017168894,0.03850885,-0.061979603,-0.1042984,0.23169038,0.076556064
leptodora,-0.012487268,0.09165669,-0.21101665,0.31474134,0.13366784,0.28176126
limnoraphis,-0.47518325,0.2488709,0.17305915,-0.16011582,0.062962696,0.1897772
mallomonas_akrokomos,-0.1670956,-0.010985934,-0.14170296,0.026991758,-0.14784254,-0.042339314
mallomonas_big,0.19235653,-0.050971653,-0.17469701,-0.062354602,-0.10215889,-0.1848376
nauplius,-0.021230536,-0.112186596,-0.1099124,-0.036291063,-0.21434763,-0.118344575
oocystaceae,-0.11272098,-0.11149999,-0.11215943,-0.10581271,-0.1209572,-0.10798199
pandorina,0.1298733,-0.1907422,-0.11938763,-0.39394903,0.1873903,-0.036978193
paradileptus,0.39848736,0.23386098,-0.20023125,-0.14918998,-0.09458352,-0.15298943
pediastrum,-0.071737096,0.18519981,-0.08380428,0.020402836,0.32555103,-0.0831856
pennate_diatom,-0.049087446,-0.037105273,-0.17267478,0.021167561,-0.09646288,0.17745546
peridinium,0.16388392,-0.0359983,-0.08476497,0.03557729,0.010773477,-0.122344576
phacotus,-0.01740431,-0.035885867,0.04510544,-0.021051738,-0.023561276,-0.05493968
plankton_x,0.09673571,0.09769991,-0.09401427,-0.33980986,-0.057553016,-0.38513714
plankton_y,-0.025227627,-0.3843424,-0.030982021,0.045540042,0.13519283,0.06601122
plankton_z,0.101511605,0.05453174,0.07402441,0.24388847,0.19379467,-0.20763282
planktosphaeria,0.12991989,-0.067307696,0.11953165,-0.12575996,-0.14776337,0.16862519
polyarthra,0.098286875,0.012472876,-0.1167691,0.18856095,-0.19408767,-0.06460826
protist_like_ciliate,0.02741017,-0.18538429,0.2101456,-0.12505196,-0.11931097,0.049489863
rhodomonas,-0.15311487,-0.13517484,-0.1518173,-0.121233486,-0.15707608,-0.15161163
rotifer,-0.15607972,-0.07618608,-0.14317244,-0.15753303,-0.15632169,-0.14368637
rotifer_long,-0.1838604,0.1985739,0.34396458,0.049571563,0.11826312,0.27735433
rotifer_z,0.04550932,0.29604602,0.15913992,-0.35975674,0.14110579,-0.18555553
scenedesmus,-0.2652539,-0.09717717,-0.15685531,0.28035712,-0.3996719,-0.15016364
snowella,0.35563394,0.004361216,-0.029699806,-0.15280561,-0.3199766,-0.10129605
staurastrum,-0.27486676,0.0143766375,0.26003352,0.046896372,-0.04612476,0.09006056
strombidium,0.22594255,0.12110055,-0.08322246,-0.20638044,-0.057276335,0.0023968176
synchaeta,0.077818915,0.119155474,0.025035353,-0.38000146,0.49579382,-0.14994478
synedra,-0.042911883,0.12683156,-0.17040025,-0.010092155,-0.058778126,-0.0081335185
synedra_angustissima,0.03579947,-0.012363773,0.18566638,-0.122713916,-0.14411157,0.098041736
synura,-0.02694033,-0.1292386,0.3178542,-0.016057845,-0.14255701,0.17762357
tetraedron,-0.31955522,0.070615955,-0.06718599,-0.14825699,-0.13131957,0.08164403
