epoch,train_mse,val_mse,train_pll,val_pll
1,0.22480468302965165,0.22096066176891327,0.634697675704956,0.6318107843399048
10,0.19168969616293907,0.19077032804489136,0.5610206723213196,0.5631489753723145
20,0.1741309568285942,0.1800137311220169,0.5343403816223145,0.5379582643508911
30,0.17556354478001596,0.17565880715847015,0.5222905278205872,0.5283347368240356
40,0.17068567126989365,0.17351359128952026,0.5147402286529541,0.5219259858131409
50,0.16790248677134514,0.17215457558631897,0.509239137172699,0.5190234184265137
60,0.16074184700846672,0.1708429902791977,0.5051569938659668,0.5159282088279724
70,0.16351260542869567,0.16923032701015472,0.5019232034683228,0.5123786926269531
80,0.16301867216825486,0.16686874628067017,0.4990925192832947,0.507775604724884
90,0.15912103205919265,0.1660415083169937,0.4967290461063385,0.5060168504714966
100,0.1631108656525612,0.16469508409500122,0.4948210120201111,0.5027959942817688
110,0.16045298799872398,0.16439655423164368,0.49270692467689514,0.5013819932937622
120,0.16184402480721474,0.16270534694194794,0.49088963866233826,0.4977499842643738
130,0.15646667033433914,0.16283918917179108,0.4901740252971649,0.4966143071651459
140,0.1607787936925888,0.1614362895488739,0.48866766691207886,0.49376899003982544
150,0.15820305421948433,0.16064874827861786,0.4875519573688507,0.4918350279331207
160,0.15623026117682456,0.1603805422782898,0.4867722988128662,0.4906235337257385
170,0.1571788854897022,0.16019882261753082,0.4866185486316681,0.48999181389808655
180,0.15418514832854271,0.1604013741016388,0.4856352210044861,0.4896283745765686
190,0.15601377040147782,0.15983326733112335,0.4849063754081726,0.4887772500514984
200,0.15774195045232772,0.1597655862569809,0.48405349254608154,0.48814719915390015
210,0.1576276272535324,0.15947090089321136,0.4836667478084564,0.48769599199295044
220,0.1569087266921997,0.15900973975658417,0.4833393394947052,0.48740068078041077
230,0.15325917229056357,0.15935099124908447,0.48264816403388977,0.48793473839759827
240,0.15534542202949525,0.15922124683856964,0.48250892758369446,0.4872807264328003
250,0.15648712441325188,0.15908169746398926,0.482236385345459,0.48691526055336
260,0.15553512126207353,0.15945781767368317,0.48194026947021484,0.4868652820587158
270,0.15553988814353942,0.15883387625217438,0.4817003905773163,0.4867360293865204
280,0.1562505431473255,0.15905876457691193,0.4814954400062561,0.4865265488624573
290,0.15609775483608246,0.15902511775493622,0.4816419780254364,0.48665493726730347
300,0.15626286268234252,0.1594272404909134,0.4815919101238251,0.4868127703666687
310,0.15435777455568314,0.15862402319908142,0.4813764691352844,0.48671284317970276
320,0.15612113252282142,0.15862587094306946,0.481325626373291,0.4862147271633148
330,0.15429438129067422,0.15841148793697357,0.481161504983902,0.4856978952884674
340,0.15461141467094422,0.1587863266468048,0.48109787702560425,0.4860709309577942
350,0.15595343858003616,0.15854109823703766,0.4809023439884186,0.48611417412757874
360,0.15457397773861886,0.1587555706501007,0.48091554641723633,0.48609447479248047
370,0.15544829592108728,0.15872187912464142,0.4806920289993286,0.4860421121120453
380,0.15338705331087113,0.15883749723434448,0.48072436451911926,0.48622962832450867
390,0.1551597870886326,0.15817558765411377,0.4805949628353119,0.4861518442630768
400,0.15447943210601806,0.15859146416187286,0.4805368185043335,0.4862488806247711
410,0.1546947665512562,0.15836530923843384,0.4804266095161438,0.486290842294693
420,0.15503890961408615,0.1583244800567627,0.48032623529434204,0.4857182204723358
430,0.15514954030513764,0.15800605714321136,0.4802606701850891,0.4857836067676544
440,0.15582791194319726,0.15914493799209595,0.4803120791912079,0.486032634973526
450,0.15563837066292763,0.15794521570205688,0.4802051782608032,0.4858101010322571
460,0.15560087114572524,0.15811675786972046,0.4801149070262909,0.48588523268699646
470,0.1558255985379219,0.1587953269481659,0.4801439046859741,0.4859810173511505
480,0.15529423207044601,0.15875348448753357,0.4802085757255554,0.4865805506706238
490,0.15532752946019174,0.1586318016052246,0.48025619983673096,0.4863114655017853
500,0.1563076190650463,0.15837574005126953,0.4801078140735626,0.4862481355667114
