,h0,h1,h2,h3,h4,h5,h6
cyanobacteria_filamentous,-0.0773202,-0.048444565,0.034713093,-0.11280226,-0.08664196,-0.11937186,-0.114388
cyclops,0.06004129,-0.1272822,-0.11618092,-0.108155325,-0.19354314,-0.114220716,-0.21413632
daphnia,-0.22897327,-0.13492334,0.09063599,-0.20814401,0.16386952,-0.22977924,-0.1396391
daphnia_cucullata,-0.19655317,0.026414096,-0.1711439,0.19873318,0.11046409,-0.05159233,-0.21060626
diaphanosoma,-0.104574315,0.017967476,0.3419035,0.34112078,0.118498206,0.032429803,-0.18627985
didinium,0.4344839,0.13404408,-0.16893968,0.21723002,0.14612812,-0.15542765,0.038999837
dinobryon,-0.045798726,-0.054659642,-0.042118687,-0.041032057,-0.044202,-0.041808516,-0.0413278
dinoflagellate_diamond,-0.16305454,-0.070984095,0.11935198,-0.12505816,-0.13162132,-0.0074457736,-0.022045137
dolichospermum,0.0036864895,-0.2710629,-0.06706224,0.047309823,0.11688309,0.07545032,-0.050009973
eudiaptomus,0.09177916,-0.0968552,-0.2712976,-0.0023311633,0.0917769,-0.040787175,-0.03283422
fragilaria,-0.1412601,-0.15638368,-0.06636103,-0.1389045,-0.13296883,-0.103474066,-0.077737376
gonium,0.06768556,-0.0054691336,-0.043774396,0.1032498,-0.030568907,-0.12519383,0.036110036
gymnodinium,-0.040564664,-0.11481509,0.13586608,0.0046616304,-0.045737322,0.0128062265,0.09093271
kellicottia,0.06960752,-0.27309337,0.10228754,0.2806935,-0.092062086,-0.19644783,0.054946274
keratella_cochlearis,-0.05023642,0.27328664,-0.45721376,0.1981626,-0.33732736,-0.10081184,0.377499
keratella_quadrata,-0.16475455,-0.01805553,0.094823495,-0.062259667,0.05132473,-0.21929868,-0.2363013
leptodora,0.042694923,-0.17459577,0.09068681,0.41134363,0.092826255,-0.2645063,0.3095341
limnoraphis,-0.21429741,-0.16909122,0.3085409,0.19030035,-0.20547168,0.060691774,0.07799467
mallomonas_akrokomos,0.23791122,-0.23050725,-0.2306715,0.021318782,0.20987946,-0.2593839,-0.2910618
mallomonas_big,0.14157577,-0.034289103,0.06261114,-0.22650805,-0.06508664,-0.16142507,-0.19991307
nauplius,-0.09413262,-0.08204915,-0.04785042,-0.17014387,-0.20992504,-0.03200445,-0.13350908
oocystaceae,-0.10138929,-0.11221005,-0.09637475,-0.084940515,-0.096267484,-0.09538318,-0.08578428
pandorina,-0.11134055,-0.26728073,0.22752486,0.08570865,0.18334238,-0.10220022,-0.17582323
paradileptus,-0.111157924,0.29325616,-0.013565584,-0.011357406,0.23458014,0.25159508,-0.18094264
pediastrum,0.12383137,0.25760275,0.4141451,0.08413555,0.07847742,-0.3664989,0.025987033
pennate_diatom,-0.11152948,-0.2790643,-0.10985897,-0.0019760637,0.08309157,0.050482206,-0.14578333
peridinium,0.14779179,-0.36260128,0.004591921,0.34031236,0.057589933,-0.045855537,0.13733669
phacotus,-0.01546636,-0.09575218,0.1550718,-0.04251833,-0.30681333,0.08826304,0.08875568
plankton_x,0.12310359,-0.37402382,-0.229503,0.071372174,-0.14713113,-0.07515524,0.42746025
plankton_y,-0.42929858,0.188466,-0.019872313,-0.30441165,-0.17507099,0.072812825,-0.08093637
plankton_z,-0.096444525,-0.16093984,-0.056019206,-0.19916429,-0.22005717,0.14232536,0.3775456
planktosphaeria,0.005308301,-0.15523385,0.2044997,-0.027134588,0.10537732,-0.07860747,-0.64687705
polyarthra,-0.3604485,0.19958,-0.26637235,-0.26972297,0.12321815,-0.034996912,0.28454748
protist_like_ciliate,0.29900095,0.016517283,-0.23599936,-0.12527019,-0.000607247,-0.18771121,-0.09925365
rhodomonas,-0.10211337,-0.13354969,-0.0937774,-0.10813572,-0.12128839,-0.10161658,-0.09810503
rotifer,-0.1209107,-0.12580684,-0.096131094,-0.085209586,-0.13808292,-0.13130179,-0.12885289
rotifer_long,-0.0015287546,-0.15382753,-0.10377767,-0.2433208,-0.049223207,-0.0011676631,-0.23304667
rotifer_z,-0.22066471,0.15204251,0.043661457,0.29402798,-0.30156243,0.0027521243,-0.11523535
scenedesmus,0.25396803,-0.30843374,-0.07539512,-0.008191918,0.011392306,0.040305648,-0.0017180856
snowella,0.1913453,-0.0077886386,-0.16705866,-0.4285511,-0.05214103,0.15086813,-0.34007892
staurastrum,-0.14796002,-0.052713823,0.18761946,0.026070217,0.40372095,-0.076118216,0.0043230914
strombidium,-0.20738146,0.27450135,0.1262135,-0.08167621,0.13746434,0.0046327333,-0.19669127
synchaeta,0.07568947,0.09210753,-0.10125594,-0.19037311,-0.02152572,-0.016756944,0.159112
synedra,0.16124535,0.13102588,0.03011146,-0.2739034,0.3266809,0.09021407,-0.3837985
synedra_angustissima,-0.33105162,-0.42038587,0.38595003,-0.20699394,0.074504144,-0.05398596,-0.16279484
synura,0.2134254,-0.106523864,-0.1890305,0.4820289,-0.20329289,0.08992357,-0.22247511
tetraedron,0.43129313,0.07176739,-0.22558494,-0.11979796,-0.038521048,-0.16803001,0.07907626
tintinnid,-0.0081572505,0.07835383,0.099766664,0.16827047,-0.17678498,-0.3120975,-0.114813566
trichocerca,0.121647306,0.3730358,-0.3138236,-0.31981692,-0.31871,0.13705692,-0.20606491
uroglena,-0.15273686,-0.13358824,-0.09030969,-0.17082615,-0.09379331,-0.07710983,-0.21512547
vorticella_epistylis_like,-0.054571763,0.17036115,0.28077665,0.051445793,-0.13715333,0.041148666,0.16609673
