,h0,h1,h2,h3,h4,h5,h6
aphanizomenon,-0.051221862,0.5206066,-0.023512488,-0.15906683,0.047087297,-0.052542206,-0.27500248
askenasia,0.4615982,-0.009634538,-0.5713508,-0.08535837,0.12104613,-0.29097834,-0.034709767
asplanchna,-0.049023535,-0.15343226,0.02349978,0.10446932,-0.18664317,-0.04717508,-0.053569697
asterionella,-0.18014707,-0.2562328,-0.1533696,-0.08975166,0.02239118,0.17414485,0.050289445
aulacoseira,-0.013690174,-0.0141004715,-0.011107424,-0.011517635,-0.010496509,-0.01149409,-0.010993413
bosmina,-0.56422186,0.06958206,-0.044526335,0.1308258,0.38894236,0.013699125,0.18202856
centric_diatom,-0.13656406,-0.15048453,-0.02445723,-0.1504444,-0.10240837,-0.083325766,-0.18826634
ceratium,-0.04887376,0.027485019,0.107991084,-0.20214765,-0.07360926,-0.18863253,-0.106654435
chaoborus,-0.05718309,-0.1430726,-0.1938148,-0.0010059772,0.11273228,-0.17585063,0.065678194
chlorophyte,-0.10826661,-0.12676539,-0.09985314,-0.09331784,-0.09985588,-0.09882595,-0.08941949
chlorophyte_colonial_dividing,-0.115995,-0.13787508,-0.10988189,-0.10565897,-0.10577513,-0.1022503,-0.101666994
chlorophyte_elongated,-0.07410882,-0.0818151,0.22669743,-0.092425995,-0.24065226,0.038580995,-0.106989354
chlorophyte_frame,-0.24050327,0.016195085,0.28551647,0.25799972,-0.37454537,0.15983887,0.15466961
chlorophyte_square,-0.14171068,-0.21764348,-0.07748053,-0.18253611,-0.11444958,0.00838227,-0.09609869
chroococcales,-0.06529719,-0.18174925,0.04054131,0.033693455,-0.03735036,-0.21431103,-0.12023633
chydorus,-0.050053746,0.023982026,0.03720083,0.23853385,0.1755641,-0.25634456,0.18955249
ciliate,0.21227433,0.2864389,0.2557981,-0.25848472,0.11603457,0.3556715,-0.109041885
ciliate_big,0.019370008,0.22976206,0.108788766,-0.131917,-0.2622928,-0.08584312,0.083718255
ciliate_blue,0.05365242,-0.20972097,-0.17392918,0.010254385,0.041957747,0.05336673,-0.02754762
ciliate_green,0.053963512,-0.10496692,0.04658914,-0.16435061,0.16239217,0.28672412,-0.068408884
ciliate_round,-0.2669596,0.18752183,0.015557391,-0.27561572,-0.0407462,-0.18046215,-0.07330672
closterium,0.15931277,0.059629943,-0.111330405,0.009596306,-0.3315461,-0.15499386,-0.23547675
coelastrum_reticulatum,0.0090235835,0.10481848,-0.17065327,0.06923439,0.20915906,-0.40353173,-0.15314421
coelosphaerium,-0.0031991806,0.03242165,-0.10851992,-0.03713108,0.005582772,0.058384623,-0.08655645
coleps,-0.024447957,-0.1583213,-0.007088688,0.36813372,-0.06292434,0.2806475,-0.13385428
collotheca,0.038071748,0.01597079,0.02151351,-0.04275656,-0.069231935,0.2531466,0.0327985
conochilus,0.0889419,-0.3337525,0.1323469,-0.30843008,0.028904462,0.25760734,-0.17032474
cosmarium,-0.065148145,-0.06443924,0.027362015,-0.13880141,-0.1468034,0.102316536,-0.11201697
cryptophyte,-0.036929063,-0.04491026,-0.033954043,-0.03318388,-0.0347099,-0.032979243,-0.032308925
cyanobacteria_colonial_blue,-0.20992137,-0.09577078,-0.16607206,-0.041959465,0.05743923,-0.107884124,-0.06125021
cyanobacteria_colonial_clathrate,-0.022428062,-0.016070109,-0.38960537,-0.00781833,0.24258995,0.2047131,0.29523993
cyanobacteria_colonial_probably,-0.13763021,-0.15999727,-0.15849893,-0.117794506,-0.16231844,-0.13211006,-0.10985427
