,h0,h1,h2
aphanizomenon,-0.31268957,0.03906356,-0.0059361006
askenasia,-0.077775955,0.25294322,0.18045253
asplanchna,-0.21254879,-0.001969848,0.25868574
asterionella,-0.16534248,-0.064777955,-0.16615649
aulacoseira,0.0046205963,0.0020994237,0.0038488093
bosmina,0.01386348,-0.19468646,-0.043083888
centric_diatom,-0.141622,-0.07565009,-0.13406894
ceratium,-0.121170975,0.11679277,-0.19843145
chaoborus,0.17190957,0.003974407,-0.16181256
chlorophyte,-0.091184266,-0.07675738,-0.08304421
chlorophyte_colonial_dividing,-0.13581277,-0.118118346,-0.11561409
chlorophyte_elongated,0.09801511,0.003411667,-0.23081188
chlorophyte_frame,-0.04238008,-0.19491342,-0.18512566
chlorophyte_square,-0.25055575,-0.03224135,-0.16650799
chroococcales,-0.3098324,0.046612374,-0.08664297
chydorus,-0.020926308,0.076826036,0.09928913
ciliate,0.34135878,0.0057892683,0.32053018
ciliate_big,0.12282648,0.37056574,0.3022807
ciliate_blue,-0.010832201,-0.026936518,-0.27159038
ciliate_green,-0.47118405,-0.19311123,-0.037888415
ciliate_round,-0.14454345,-0.009426759,0.4767447
closterium,0.14864962,-0.36336207,-0.11373552
coelastrum_reticulatum,-0.1383681,0.04436708,-0.44362667
coelosphaerium,-0.29241106,0.022244155,0.06736942
coleps,0.2109892,0.54676515,-0.027049381
collotheca,0.1824128,-0.122198366,-0.3194328
conochilus,0.11239363,0.012818411,-0.18723254
cosmarium,-0.056075815,-0.0047220793,-0.15953028
cryptophyte,-0.04939182,-0.040993042,-0.043530706
cyanobacteria_colonial_blue,-0.17787603,-0.05079716,-0.15497117
cyanobacteria_colonial_clathrate,-0.1832384,-0.30666286,0.02461127
cyanobacteria_colonial_probably,-0.19595486,-0.16957484,-0.1841255
cyanobacteria_filamentous,-0.10283859,-0.15960658,-0.11464911
cyclops,-0.12013702,-0.11334163,-0.124098636
daphnia,-0.024740968,-0.2905388,0.01601492
daphnia_cucullata,-0.2720124,0.012237582,-0.17542519
diaphanosoma,-0.1758066,0.13953681,-0.2019428
didinium,0.23374626,-0.43265137,-0.13296586
dinobryon,-0.036593482,-0.03165011,-0.03311008
dinoflagellate_diamond,-0.08721516,-0.0038647125,-0.38918358
dolichospermum,-0.21557543,0.06263295,0.4833294
eudiaptomus,0.061606627,-0.12590872,-0.0011994167
fragilaria,-0.12561929,-0.12553939,-0.17277727
gonium,0.13120252,0.16071384,-0.08641555
gymnodinium,-0.12579532,0.05307052,-0.01633454
kellicottia,0.13023673,-0.13575895,-0.20096283
keratella_cochlearis,-0.14230743,0.16612211,0.17357507
keratella_quadrata,0.16182621,-0.076052845,-0.121553674
leptodora,-0.25315037,0.37819782,0.24258223
limnoraphis,0.09172993,0.042823877,-0.2078399
mallomonas_akrokomos,-0.29551473,0.00956485,0.18372
mallomonas_big,0.020252494,-0.2006851,-0.13518754
nauplius,-0.08416186,-0.077887654,-0.1506678
oocystaceae,-0.12796669,-0.10655328,-0.114962354
pandorina,-0.24310568,0.15540193,-0.13747816
paradileptus,0.34726188,0.14791296,-0.057924014
pediastrum,0.23538627,-0.21108618,-0.25291264
pennate_diatom,-0.04266173,-0.24005137,-0.08945809
peridinium,0.047336824,-0.21723475,-0.19790146
phacotus,0.10705274,-0.14960343,0.095752746
plankton_x,0.26755705,-0.37585208,0.08075607
plankton_y,0.2962167,-0.050292093,-0.3769441
plankton_z,0.23125984,-0.11042543,-0.13963985
planktosphaeria,0.00057260884,0.25439265,-0.2768414
polyarthra,-0.0013229195,-0.18227679,-0.11092326
protist_like_ciliate,-0.026822878,-0.19574872,0.05642114
rhodomonas,-0.1417551,-0.11731642,-0.119874
rotifer,-0.19205573,-0.1477558,-0.15965633
rotifer_long,0.32260874,-0.13458194,-0.20900206
rotifer_z,0.14224876,-0.20889415,-0.05728369
scenedesmus,-0.15068604,0.10713331,0.17593542
snowella,0.3864573,-0.06435113,0.30245736
staurastrum,0.046848867,0.044521376,0.19859861
strombidium,-0.10400489,-0.076945804,-0.44613114
synchaeta,0.16533768,-0.41989332,0.1550836
synedra,0.02388132,0.25116515,0.08955995
synedra_angustissima,0.07333626,-0.46253085,-0.2197029
synura,-0.13078201,0.051452998,-0.0056101107
tetraedron,-0.2187692,0.05642748,-0.11062595
tintinnid,0.3194258,0.051924296,-0.35068798
trichocerca,0.06976153,-0.015483416,-0.24826509
uroglena,-0.17660128,-0.18715253,-0.18334262
vorticella_epistylis_like,0.65840775,-0.11990699,-0.28687227
