date,h0,h1,h2,h3,h4,h5,h6
2021-08-15,0.012662308,0.011549828,0.011406348,0.01387234,0.011517445,0.011428332,0.0114035895
2022-01-14,0.012662481,0.011549976,0.011406492,0.013872537,0.011517592,0.011428478,0.011403734
2024-10-10,0.01266241,0.011549915,0.011406434,0.013872465,0.011517532,0.011428419,0.011403675
2023-09-29,0.012662999,0.0115504,0.011406901,0.013873176,0.011518015,0.011428893,0.011404144
2020-07-27,0.012662379,0.011549888,0.011406407,0.013872431,0.011517504,0.0114283925,0.011403649
2020-12-08,0.01266247,0.011549969,0.011406488,0.013872529,0.011517585,0.011428473,0.011403729
2024-05-29,0.01266244,0.011549943,0.01140646,0.013872497,0.011517558,0.0114284465,0.011403702
2024-04-30,0.012662499,0.011549997,0.011406509,0.013872563,0.011517613,0.0114285,0.01140375
2023-03-31,0.012662494,0.011549986,0.011406504,0.013872563,0.011517603,0.011428489,0.011403746
2021-07-14,0.012662487,0.01154998,0.011406492,0.01387255,0.011517596,0.011428484,0.011403734
2024-10-02,0.0126623735,0.011549882,0.011406401,0.0138724195,0.011517499,0.011428387,0.011403643
2021-06-21,0.012662421,0.011549915,0.011406428,0.013872491,0.011517526,0.011428414,0.011403671
2020-06-03,0.01266244,0.011549931,0.011406444,0.013872511,0.011517548,0.011428435,0.011403686
2024-10-25,0.0126623195,0.011549844,0.011406364,0.013872353,0.011517461,0.01142835,0.011403606
2024-07-22,0.012662308,0.011549812,0.011406327,0.013872368,0.011517422,0.0114283115,0.011403567
2019-12-26,0.012662487,0.011549986,0.011406504,0.01387255,0.011517603,0.011428489,0.011403746
2022-12-25,0.012660842,0.011548669,0.011405218,0.013870501,0.011516288,0.011427201,0.011402461
2024-03-14,0.012662171,0.01154972,0.01140624,0.013872171,0.011517337,0.01142823,0.011403482
2020-10-30,0.01266244,0.011549943,0.011406455,0.013872491,0.011517558,0.0114284465,0.011403702
2021-08-10,0.012662207,0.011549736,0.011406257,0.0138722295,0.0115173515,0.011428242,0.011403498
2022-07-28,0.012662315,0.011549834,0.011406348,0.013872361,0.01151745,0.0114283385,0.0114035895
2023-10-20,0.012662702,0.011550161,0.01140667,0.013872817,0.011517776,0.011428656,0.011403913
2019-06-30,0.012662369,0.011549878,0.0114063965,0.0138724195,0.011517493,0.011428381,0.011403638
2022-02-14,0.012662379,0.011549899,0.011406418,0.0138724195,0.0115175145,0.011428403,0.011403658
2023-01-17,0.012660825,0.011548648,0.011405203,0.013870476,0.011516272,0.0114271855,0.011402445
2022-03-29,0.012662511,0.011549997,0.011406509,0.013872594,0.011517613,0.0114285,0.01140375
2020-05-04,0.012662499,0.011549997,0.011406509,0.013872569,0.011517613,0.0114285,0.01140375
2020-06-21,0.012662619,0.011550089,0.011406606,0.013872707,0.011517704,0.011428592,0.0114038475
2022-03-21,0.01266241,0.011549915,0.011406434,0.013872465,0.011517532,0.011428419,0.011403675
2022-01-10,0.012662481,0.01154998,0.011406492,0.013872537,0.011517596,0.011428484,0.011403734
2023-01-10,0.012660812,0.011548641,0.011405197,0.013870461,0.0115162665,0.011427175,0.011402438
2023-01-12,0.012660817,0.011548641,0.011405197,0.013870461,0.0115162665,0.01142718,0.011402438
2021-01-12,0.012662404,0.011549915,0.011406434,0.013872446,0.011517532,0.011428419,0.011403675
2024-06-30,0.012662421,0.011549921,0.011406434,0.013872478,0.011517537,0.011428424,0.011403675
2020-10-06,0.012662445,0.011549943,0.01140646,0.013872504,0.011517558,0.0114284465,0.011403702
2022-08-02,0.012662386,0.011549893,0.011406412,0.013872438,0.01151751,0.011428398,0.011403655
2022-08-23,0.012662135,0.011549687,0.011406208,0.013872145,0.011517303,0.011428193,0.01140345
2023-01-01,0.012660784,0.011548614,0.01140517,0.013870423,0.0115162395,0.011427154,0.011402411
2022-11-03,0.012662421,0.011549931,0.01140645,0.013872471,0.011517548,0.011428435,0.011403691
2021-10-07,0.012662433,0.011549927,0.011406444,0.013872497,0.011517542,0.01142843,0.011403686
2020-02-28,0.01266198,0.011549568,0.01140609,0.013871942,0.011517184,0.01142808,0.0114033315
2023-12-26,0.012662464,0.011549965,0.011406482,0.013872524,0.011517581,0.011428468,0.011403725
2020-09-03,0.012662445,0.011549937,0.01140645,0.013872516,0.011517553,0.011428441,0.011403691
2024-11-21,0.012662445,0.011549948,0.011406466,0.013872497,0.011517564,0.011428451,0.011403708
2022-09-21,0.012662219,0.011549741,0.0114062615,0.013872249,0.011517358,0.011428246,0.011403504
2024-05-30,0.01266247,0.011549969,0.011406482,0.013872537,0.011517585,0.011428473,0.011403725
2020-08-21,0.0126623735,0.011549878,0.0114063965,0.013872425,0.011517493,0.011428381,0.011403638
2020-06-13,0.01266235,0.01154986,0.011406375,0.013872399,0.011517477,0.0114283655,0.0114036165
2020-06-18,0.012662452,0.011549954,0.011406471,0.013872511,0.011517569,0.011428457,0.011403713
2023-04-10,0.0126624275,0.011549937,0.011406455,0.013872478,0.011517553,0.011428441,0.011403698
2024-08-20,0.0126624275,0.011549927,0.011406444,0.013872491,0.011517542,0.01142843,0.011403686
2022-06-11,0.0126624275,0.011549931,0.01140645,0.013872484,0.011517548,0.011428435,0.011403691
2020-05-21,0.012662499,0.011549992,0.011406509,0.013872563,0.011517607,0.011428494,0.01140375
2024-10-06,0.012662404,0.01154991,0.011406428,0.013872451,0.011517532,0.011428419,0.011403671
2022-06-05,0.0126624275,0.011549937,0.01140645,0.013872471,0.011517553,0.011428441,0.011403691
2020-01-22,0.012662481,0.01154998,0.011406498,0.013872542,0.011517596,0.011428484,0.01140374
