,h0,h1,h2,h3,h4,h5,h6
cyanobacteria_colonial_probably,0.00032757156,0.00032017924,0.00031830676,0.00033469326,0.0003198528,0.00031848732,0.00031828662
cyanobacteria_filamentous,-0.00038048514,-0.00034605648,-0.00034168758,-0.00042022063,-0.00034507344,-0.00034235415,-0.00034160295
cyclops,-0.00052425696,-0.0004901171,-0.000485911,-0.0005631467,-0.00048922497,-0.0004865663,-0.00048582756
daphnia,-0.0012073474,-0.0011307255,-0.0011206792,-0.0012880242,-0.0011284058,-0.0011222091,-0.001120489
daphnia_cucullata,-0.0014564286,-0.0013482008,-0.0013342679,-0.0015714869,-0.0013450658,-0.0013364014,-0.001333957
diaphanosoma,-0.0009354855,-0.00086110027,-0.0008516192,-0.0010147342,-0.0008589159,-0.0008528929,-0.0008514344
didinium,-0.0008121926,-0.0007340729,-0.00072486093,-0.0008982272,-0.0007318321,-0.0007263782,-0.00072467147
dinobryon,4.8302903e-05,2.9613559e-05,2.7436447e-05,6.5438624e-05,2.8981249e-05,2.7868085e-05,2.7380946e-05
dinoflagellate_diamond,8.900641e-05,3.993078e-05,3.3607448e-05,0.00014439356,3.8522125e-05,3.4698405e-05,3.35314e-05
dolichospermum,0.001216703,0.0010638946,0.0010437814,0.0013808968,0.0010593492,0.0010468637,0.0010433949
eudiaptomus,-0.0010348936,-0.0009438124,-0.0009319731,-0.0011318846,-0.0009412963,-0.00093381916,-0.0009317396
fragilaria,0.00018982834,0.00017323077,0.00017094506,0.00020824249,0.00017271322,0.00017129978,0.00017090334
gonium,-0.0019141096,-0.0017458197,-0.0017244169,-0.002099228,-0.0017409861,-0.0017276936,-0.0017240054
gymnodinium,-0.0018571801,-0.0017482237,-0.0017342297,-0.0019715414,-0.0017451054,-0.0017363514,-0.001733961
kellicottia,-0.0013159702,-0.0012205003,-0.0012083437,-0.0014199932,-0.0012177592,-0.0012102078,-0.0012081105
keratella_cochlearis,0.0002266879,0.00020268958,0.00019949191,0.00025189537,0.00020197971,0.00019997422,0.00019943004
keratella_quadrata,-0.00022978226,-0.00023307315,-0.00023384555,-0.00022172637,-0.00023325163,-0.00023372984,-0.00023385987
leptodora,-0.0004391356,-0.00041175084,-0.0004081324,-0.00047203805,-0.00041101803,-0.00040862142,-0.00040807106
limnoraphis,0.00073800626,0.0006230674,0.00060873374,0.00086555484,0.0006197436,0.00061060727,0.0006084519
mallomonas_akrokomos,-0.00116604,-0.001068451,-0.0010557753,-0.0012710466,-0.0010656038,-0.0010577138,-0.0010555333
mallomonas_big,-0.0023923845,-0.0021870525,-0.0021608295,-0.0026118045,-0.0021815097,-0.0021649352,-0.002160315
nauplius,-0.0010230889,-0.00095666916,-0.00094760687,-0.0010944284,-0.00095475226,-0.00094888837,-0.00094744604
oocystaceae,0.001073746,0.00097417284,0.00096132426,0.001182104,0.00097121485,0.00096327864,0.0009610798
pandorina,0.00087800756,0.00079659896,0.0007864893,0.0009687591,0.00079430366,0.0007880233,0.0007862939
paradileptus,-4.958321e-05,-4.862773e-05,-4.8671212e-05,-5.3897475e-05,-4.866344e-05,-4.8613936e-05,-4.8678256e-05
pediastrum,0.00064507173,0.00057958934,0.0005712348,0.00071807415,0.00057769794,0.0005725153,0.00057107554
pennate_diatom,9.3830604e-05,0.00010138794,0.000102217455,8.515417e-05,0.000101471465,0.000102110935,0.000102246384
peridinium,0.00050016324,0.00042036612,0.00041006305,0.0005939206,0.00041804413,0.0004116922,0.00040986438
phacotus,-0.0007647208,-0.0006954913,-0.00068663585,-0.0008383285,-0.00069349544,-0.00068798836,-0.00068646483
plankton_x,0.002189237,0.0019658243,0.0019375363,0.0024349438,0.001959252,0.001941366,0.0019369787
plankton_y,-3.6438552e-05,-3.181174e-05,-3.1519074e-05,-4.652297e-05,-3.1735723e-05,-3.1558102e-05,-3.1514068e-05
plankton_z,0.00038596964,0.00034804628,0.00034314214,0.00042411705,0.00034682226,0.00034398155,0.0003430373
planktosphaeria,-0.00045510093,-0.0004187144,-0.0004139502,-0.00049381854,-0.00041763685,-0.00041469038,-0.00041385618
polyarthra,-0.00074300583,-0.0007200356,-0.00071746844,-0.0007687278,-0.000719449,-0.0007178585,-0.00071742095
protist_like_ciliate,-8.368239e-05,-8.591598e-05,-8.527076e-05,-8.5708205e-05,-8.537104e-05,-8.514512e-05,-8.528588e-05
rhodomonas,4.6180623e-05,6.847308e-05,7.0915965e-05,1.9658972e-05,6.9083995e-05,7.050857e-05,7.096774e-05
rotifer,0.000345326,0.00033703414,0.00033558934,0.0003469958,0.0003366962,0.000335829,0.00033555846
rotifer_long,-0.0005146428,-0.0004612711,-0.00045429665,-0.00057429774,-0.00045970254,-0.0004553642,-0.00045416216
rotifer_z,-0.0009089557,-0.00086674734,-0.0008609518,-0.00095299253,-0.0008655611,-0.00086175575,-0.0008608509
scenedesmus,-0.000578455,-0.00056902075,-0.0005680572,-0.0005874552,-0.00056884135,-0.00056818314,-0.0005680424
snowella,-0.00038141818,-0.00034475324,-0.0003403418,-0.00042425937,-0.00034376344,-0.0003409983,-0.0003402619
staurastrum,0.0007500865,0.0006745034,0.00066459394,0.00083345885,0.0006723111,0.0006661437,0.0006644068
strombidium,-0.00045667976,-0.0004729757,-0.00047508822,-0.00043992876,-0.00047345427,-0.0004747672,-0.00047513025
synchaeta,-0.001960921,-0.001816926,-0.0017981582,-0.0021120936,-0.0018127048,-0.0018010476,-0.0017977972
synedra,-0.0013907253,-0.0012980896,-0.001285619,-0.0014846653,-0.0012952809,-0.0012875386,-0.0012855695
synedra_angustissima,-0.00036949967,-0.00036656178,-0.00036643134,-0.00037639152,-0.00036655576,-0.0003664302,-0.0003664293
synura,-0.00012529563,-0.00014484409,-0.00014786649,-0.00010334287,-0.00014551374,-0.00014741215,-0.00014792354
tetraedron,-0.0017620136,-0.0016363282,-0.0016199963,-0.0018919527,-0.0016325989,-0.001622543,-0.0016196765
tintinnid,-8.015573e-05,-7.425295e-05,-7.356549e-05,-8.7991124e-05,-7.4152165e-05,-7.3635456e-05,-7.355766e-05
trichocerca,-0.0011577996,-0.0010726042,-0.0010612069,-0.0012534022,-0.0010701808,-0.0010628502,-0.0010610034
uroglena,-0.00019869609,-0.0001792958,-0.00017663914,-0.00021800777,-0.00017870008,-0.00017704851,-0.00017658777
vorticella_epistylis_like,-0.0022436348,-0.002059486,-0.0020354295,-0.0024437762,-0.0020542277,-0.0020392647,-0.0020349838
