,h0,h1,h2,h3
aphanizomenon,0.00014966188,0.00014713695,0.00014743095,-0.0013204006
askenasia,0.0025651995,0.0023319137,0.0023613092,0.010885184
asplanchna,-0.0006908173,-0.0006448468,-0.0006506926,-0.00055851846
asterionella,0.0007067629,0.0006394137,0.0006481468,0.0020225889
aulacoseira,-0.00024240182,-0.00021104957,-0.00021476772,-0.0024256534
bosmina,-0.001255992,-0.0011651941,-0.0011765135,-0.0052797347
centric_diatom,-0.0018114148,-0.0016410472,-0.0016622393,-0.009069668
ceratium,2.2151453e-05,-1.1660656e-05,-7.5690073e-06,0.0018517437
chaoborus,-0.0005737026,-0.0005903435,-0.00058838696,0.0018272591
chlorophyte,-0.0013408696,-0.001219008,-0.00123425,-0.005647195
chlorophyte_colonial_dividing,-0.0005619852,-0.000578394,-0.0005770909,0.00088430964
chlorophyte_elongated,-0.0003883626,-0.00035233016,-0.00035684966,-0.0012826197
chlorophyte_frame,-0.0001514974,-0.000113314345,-0.000117905656,-0.0018226522
chlorophyte_square,0.00043174782,0.00040449953,0.00040777595,0.0019377911
chroococcales,-0.0007474896,-0.00069635874,-0.000703305,-0.0028838706
chydorus,-0.0010812978,-0.0010075198,-0.0010169535,-0.0033255317
ciliate,-0.00042865713,-0.0004115639,-0.00041340003,-0.005186092
ciliate_big,-0.00032701538,-0.00024596197,-0.00025564866,-0.0014548498
ciliate_blue,0.00057375414,0.00048118012,0.0004930493,0.0030407875
ciliate_green,-0.00014882347,-0.00016354119,-0.00016184992,0.0022533387
ciliate_round,-0.0008877711,-0.0007936212,-0.0008055251,-0.0057335445
closterium,-0.0015692154,-0.0014482928,-0.0014633824,-0.0065135844
coelastrum_reticulatum,0.00036600372,0.0003607167,0.0003617876,0.00234629
coelosphaerium,0.00070689665,0.00058419805,0.0005995929,0.0074981214
coleps,0.00038814105,0.0003723761,0.00037501557,0.0012894502
collotheca,-0.0008042273,-0.00072775985,-0.0007371786,-0.0026680809
conochilus,-0.0011082541,-0.0010038139,-0.0010165743,-0.0057518524
cosmarium,0.00037662327,0.0003370897,0.0003421809,0.0017593234
cryptophyte,0.00049818057,0.0004387284,0.0004461094,0.0034474544
cyanobacteria_colonial_blue,0.00029307613,0.0002618755,0.00026560083,0.0009113961
cyanobacteria_colonial_clathrate,-0.000870617,-0.0007662749,-0.000779239,-0.0053312755
cyanobacteria_colonial_probably,0.000299388,0.00029131674,0.00029241017,-0.00025508887
cyanobacteria_filamentous,-0.00033197846,-0.00030091102,-0.00030458966,-0.002019712
cyclops,-0.0004421553,-0.00041659002,-0.0004197047,-0.0035268113
daphnia,-0.00119806,-0.0011192823,-0.0011291595,-0.0031073536
daphnia_cucullata,-0.0013987166,-0.0012921958,-0.0013058888,-0.0043787677
diaphanosoma,-0.0009128759,-0.0008407067,-0.00084992853,-0.00400453
didinium,-0.00077246793,-0.0006984199,-0.0007076,-0.004528305
dinobryon,2.9498366e-05,1.1701023e-05,1.3924789e-05,-0.00028766584
dinoflagellate_diamond,6.3102896e-05,1.4521213e-05,2.022603e-05,0.002098307
dolichospermum,0.0011528871,0.001003428,0.0010216333,0.0058571952
eudiaptomus,-0.00096054486,-0.00087314233,-0.0008843817,-0.0032845207
fragilaria,0.00017613125,0.00015935101,0.00016151153,0.00092575134
