,h0,h1,h2,h3,h4
aphanizomenon,0.046492867,-0.15843695,-0.24074759,0.23744987,-0.09460002
askenasia,0.040226348,0.022293419,-0.30714485,-0.0535818,0.3569802
asplanchna,-0.21583842,0.16838083,-0.014865696,-0.04516644,-0.07367196
asterionella,-0.05375662,-0.16361022,0.012142006,-0.058832202,-0.101439916
aulacoseira,0.009672107,0.0052438453,0.00742483,0.0070081307,0.0078092157
bosmina,0.010111329,-0.1353866,0.050464526,-0.106819026,-0.035695344
centric_diatom,-0.13326553,-0.10506018,-0.12490809,-0.16351621,-0.04637948
ceratium,0.20488091,-0.09938276,-0.126025,-0.19169915,0.052940976
chaoborus,-0.37961566,0.2478008,-0.055694018,-1.9161125e-07,-0.47560215
chlorophyte,-0.11996718,-0.08971128,-0.10123141,-0.09763406,-0.09984598
chlorophyte_colonial_dividing,-0.14236291,-0.10914149,-0.12124067,-0.11702161,-0.12068322
chlorophyte_elongated,-0.102263846,0.007575975,-0.15744613,-0.15748923,0.1371576
chlorophyte_frame,0.0031609584,0.058135293,-0.13942568,-0.1324407,0.083220236
chlorophyte_square,-0.13084562,0.033676602,-0.08462333,-0.14421746,-0.12391253
chroococcales,-0.31899196,-0.018578399,-0.056975126,-0.20040298,-0.15652622
chydorus,-0.09330667,0.13716707,-0.004380532,-0.24461716,-0.19529189
ciliate,0.11293968,-0.28825948,-0.05070712,0.24024078,0.2858426
ciliate_big,0.16480356,0.14307925,-0.319696,-0.29922116,0.19540189
ciliate_blue,-0.43756232,-0.14074962,0.04545315,-0.038530234,0.27116674
ciliate_green,0.026704798,0.16685581,-0.02679765,-0.26101318,0.061645593
ciliate_round,0.036840964,0.09681543,-0.4190704,0.20098336,-0.15847717
closterium,-0.008230844,-0.043748625,-0.018992258,-0.032568775,-0.08188392
coelastrum_reticulatum,0.47119355,0.04752324,0.093605086,-0.2803615,-0.0037832581
coelosphaerium,0.15873727,-0.09872702,-0.0027654446,-0.3837045,-0.031014225
coleps,-0.26052836,0.14163625,0.48624706,-0.12604582,-0.0004993226
collotheca,0.027724938,0.21202345,0.22299586,-0.16553,-0.020702101
conochilus,-0.015109446,0.07005038,-0.025199823,0.18488742,0.06689648
cosmarium,-0.064636774,-0.029768474,-0.045235645,0.024133548,0.07387914
cryptophyte,-0.049890634,-0.038553078,-0.04287917,-0.04059127,-0.042231146
cyanobacteria_colonial_blue,-0.16168033,-0.11557716,0.013618438,-0.117460795,-0.19807172
cyanobacteria_colonial_clathrate,-0.10228093,-0.005460332,0.19842966,-0.3914715,-0.1485575
cyanobacteria_colonial_probably,-0.2094467,-0.14323707,-0.14383107,-0.12058478,-0.16859187
cyanobacteria_filamentous,-0.065633886,0.1356629,-0.21173613,-0.15443304,-0.21340899
cyclops,-0.10522915,-0.17314826,-0.1728878,-0.15065283,0.06714486
daphnia,-0.18464337,-0.08869611,0.14001082,-0.19612388,0.13845505
daphnia_cucullata,0.014379828,-0.08931398,-0.3949724,-0.17291768,0.0047949175
diaphanosoma,-0.23381847,0.21533923,-0.08438484,0.20724115,0.14545047
didinium,0.13095431,-0.24083696,0.228298,-0.12360618,-0.18990284
dinobryon,-0.048000675,-0.037444573,-0.040570036,-0.038245577,-0.03955833
dinoflagellate_diamond,-0.18214065,-0.023741182,-0.009018374,-0.095033735,0.17863984
dolichospermum,0.022887684,0.07791476,-0.065632865,-0.05811312,0.21677464
eudiaptomus,-0.16187628,-0.22629938,-0.052455246,-0.12881789,0.378676
fragilaria,-0.17312293,-0.16056465,-0.1186425,-0.0994913,-0.2695091
gonium,0.10829606,0.0046837186,0.036770504,-0.10471478,-0.3961865
gymnodinium,-0.22157979,-0.0020118377,-0.09141804,-0.07584936,0.07285049
kellicottia,-0.15339044,0.095137395,-0.10071601,-0.033791382,-0.11819787
keratella_cochlearis,-0.08505542,0.11188385,-0.09433017,0.1056705,0.019446876
keratella_quadrata,-0.082819514,-0.16446285,0.29956502,-0.12479722,-0.30267927
leptodora,0.07664785,-0.17228562,0.14322992,0.008221294,-0.08343392
limnoraphis,0.27032265,-0.1367086,-0.4164314,0.04903643,-0.21448499
mallomonas_akrokomos,-0.06157794,-0.007970935,-0.1751144,0.02507541,0.08383673
mallomonas_big,-0.1503023,-0.063940026,0.114700414,-0.22551803,-0.120793596
nauplius,-0.1453205,-0.08148608,-0.18839449,-0.10186472,-0.19490793
oocystaceae,-0.15016553,-0.12469237,-0.13517831,-0.12716433,-0.12743708
pandorina,-0.33557004,0.11234936,0.27963573,-0.28088698,0.14159071
paradileptus,-0.111340456,-0.23485708,0.3293512,0.15389155,0.03895724
pediastrum,-0.20933989,-0.18830413,0.20629294,-0.012596151,-0.32034838
pennate_diatom,-0.10253331,-0.19097036,0.0045680013,-0.13157354,0.05577532
peridinium,0.071986966,-0.54375744,0.117070235,0.28311008,-0.33998138
phacotus,-0.039902966,0.28574276,-0.011252088,0.02306187,-0.058349736
plankton_x,-0.040957935,0.12342891,-0.40063152,0.24143033,0.1285623
plankton_y,-0.09655425,0.12140668,-0.052976213,0.1608724,0.27963254
plankton_z,-0.16141865,0.0900626,-0.091154456,-0.07023795,-0.12101961
planktosphaeria,0.40496045,-0.12897688,-0.51297504,0.32777822,0.09846103
polyarthra,-0.112916976,0.25847065,0.101950034,-0.03235255,0.2693013
protist_like_ciliate,-0.29411948,0.23222797,-0.013196261,0.06749973,-0.18850636
rhodomonas,-0.12911548,-0.10982131,-0.0998919,-0.1031431,-0.14398746
rotifer,-0.21552289,-0.12781343,-0.10892024,-0.094923235,-0.12809816
rotifer_long,-0.092965096,0.15957199,0.17811488,0.4355399,-0.61877805
rotifer_z,0.10460518,0.14357395,0.083710775,-0.24437703,0.20542134
scenedesmus,-0.3198404,-0.11423588,0.06204143,0.26626334,-0.058126364
snowella,0.021619495,-0.4152518,-0.09037085,-0.10160463,0.40464795
staurastrum,0.19878761,0.0025594588,0.3311438,-0.33123147,-0.119234934
strombidium,0.040593103,0.28077757,-0.003611031,0.0052365153,-0.20310454
synchaeta,-0.4374418,0.12668537,-0.019076552,0.3315559,-0.102362126
synedra,0.32019475,-0.02552095,0.17425649,-0.18067463,-0.0005717365
synedra_angustissima,-0.25208145,-0.058296494,0.24994738,0.338067,-0.08830522
synura,0.0071216654,-0.20197983,0.054183744,-0.014285734,0.041618783
tetraedron,0.20918307,0.11870481,-0.008207116,-0.023502316,0.23127721
tintinnid,0.26513612,0.077494286,0.012165076,0.070388585,-0.17621396
trichocerca,0.1820942,-0.027599532,-0.24823631,0.111265846,-0.19922315
uroglena,-0.18088156,-0.14733326,-0.15613794,-0.13344984,-0.042939533
vorticella_epistylis_like,0.03775661,0.086748354,0.062424384,0.22568151,-0.014802983
