,h0,h1,h2,h3,h4
aphanizomenon,-0.3719743,-0.013820704,-0.058219224,-0.05780993,0.2554321
askenasia,0.18715389,-0.28386617,-0.042330883,0.22303781,-0.13798003
asplanchna,0.082717046,-0.10510068,-0.029343788,0.26756564,-0.036875766
asterionella,-0.1140887,-0.20955937,-0.14050412,-0.0694846,0.07703192
aulacoseira,0.0022996222,0.0022010035,0.0013048192,0.0019602634,0.004079656
bosmina,-0.0020397755,-0.1622759,0.15855186,0.31466922,0.1221296
centric_diatom,-0.17756428,-0.2252186,-0.078373075,-0.09563855,-0.12882447
ceratium,-0.15261935,-0.03914182,-0.16433239,-0.1610263,-0.18895654
chaoborus,0.064635836,-0.16846992,-0.39331996,0.38832247,0.088245824
chlorophyte,-0.09099687,-0.0851873,-0.08358354,-0.08306123,-0.10957968
chlorophyte_colonial_dividing,-0.09952762,-0.09762778,-0.08937148,-0.094629414,-0.1251766
chlorophyte_elongated,0.036208104,-0.22930348,-0.38892162,-0.14688373,-0.009509827
chlorophyte_frame,-0.11603209,0.0029064158,0.46058655,0.2201996,-0.39005467
chlorophyte_square,-0.10773702,-0.12168119,-0.004721144,-0.3069746,-0.23057078
chroococcales,-0.12283522,-0.089734115,-0.037920784,0.10271116,-0.15515871
chydorus,0.14181633,-0.15785195,-0.36056137,0.14408071,0.045152366
ciliate,-0.16061002,-0.067093775,-0.001245842,-0.18291312,-0.16464335
ciliate_big,-0.21587962,0.0199221,-0.06638853,0.21532832,-0.02084035
ciliate_blue,-0.14966962,-0.23435013,0.0063037467,-0.042860728,-0.0023294652
ciliate_green,-0.042583037,-0.015899124,-0.11453311,-0.037133712,0.038966574
ciliate_round,0.021684373,0.0028466827,0.1555988,-0.3072927,0.22477396
closterium,-0.21401514,0.0056080143,-0.13238876,-0.16290316,0.088058926
coelastrum_reticulatum,-0.21524459,0.21038866,-0.40822688,-0.12841605,0.17161603
coelosphaerium,0.082781576,0.10653452,-0.05671346,0.027893484,-0.40207916
coleps,-0.25719342,0.054968286,0.51134044,0.13152297,-0.11879726
collotheca,0.035622526,0.17106202,0.13857071,-0.046425812,0.13777877
conochilus,0.15714785,-0.08111672,-0.10663956,0.12743993,0.034397922
cosmarium,0.075396046,-0.16979818,-0.23696811,-0.14583218,0.1603884
cryptophyte,-0.04410698,-0.041301843,-0.03931912,-0.041203726,-0.056382827
cyanobacteria_colonial_blue,0.015290417,-0.02769775,-0.086778745,-0.11154797,-0.22576843
cyanobacteria_colonial_clathrate,-0.394355,-0.028658506,0.15031287,0.13790146,-0.20450982
cyanobacteria_colonial_probably,-0.16325809,-0.0964885,-0.08950945,-0.1357557,-0.19127369
cyanobacteria_filamentous,-0.075829804,-0.15782814,-0.21079239,0.015258082,-0.148853
cyclops,0.0533898,-0.031580582,-0.12330392,-0.026106061,-0.220988
daphnia,-0.20140558,-0.045534473,-0.22252734,-0.09362653,-0.023476651
daphnia_cucullata,-0.24596381,-0.22807229,0.16048622,-0.15987465,0.15147093
diaphanosoma,0.27010426,-0.34670252,0.08958648,0.28160423,-0.04982411
didinium,-0.40348816,0.20936799,-0.14201628,-0.1770403,-0.0069504497
dinobryon,-0.042439573,-0.040615015,-0.039350156,-0.040343247,-0.05358966
dinoflagellate_diamond,-0.045575038,-0.19358218,0.05287306,-0.05927223,0.056872196
dolichospermum,0.20260601,-0.08573948,0.10492287,0.05154398,0.21162637
eudiaptomus,-0.09744032,-0.14926623,0.12848146,-0.14417006,-0.027059246
fragilaria,-0.17072144,-0.102222756,-0.08191292,-0.058101382,-0.16948982
gonium,0.24386932,0.027504142,0.02949309,0.19114439,-0.20898454
gymnodinium,-0.10711048,-0.380188,0.14454171,-0.34320453,0.1393491
kellicottia,0.03420043,0.24948879,0.10343449,0.055639114,-0.4291351
keratella_cochlearis,-0.17979491,-0.06296288,0.09957549,0.03918717,-0.1379601
keratella_quadrata,0.013264444,-0.1374532,0.22462259,0.00088628306,-0.3433226
leptodora,0.069543436,-0.014277087,-0.25182486,-0.044717226,-0.18394999
limnoraphis,-0.16023514,0.62216693,-0.14844966,-0.31452322,-0.1731983
mallomonas_akrokomos,0.22809748,-0.004909569,0.04891129,-0.22574776,0.13790204
mallomonas_big,-0.2106258,0.023507956,0.057259247,-0.12631239,-0.09334045
nauplius,-0.17791069,-0.100719,-0.075197645,-0.22118206,-0.08529553
oocystaceae,-0.10550313,-0.089775026,-0.10814447,-0.102212206,-0.12971884
pandorina,0.013327832,-0.027931511,0.27569765,-0.07700136,-0.025923304
paradileptus,-0.040474433,0.38001364,-0.19142929,0.0515325,-0.18807429
pediastrum,0.18313323,-0.12750663,0.12667342,-0.05253729,0.0037976461
pennate_diatom,0.13239731,-0.17912605,-0.024338039,-0.010664713,0.02532321
peridinium,0.44706196,-0.2592935,-0.044659894,-0.06687484,-0.08142584
phacotus,0.11758035,-0.21312763,-0.024707098,-0.14869188,0.09372315
plankton_x,-0.1536466,-0.0365044,-0.08422879,0.038678356,0.1309068
plankton_y,-0.6640643,0.4793792,0.23048812,0.13434201,0.15626372
plankton_z,0.09078092,0.09501619,0.009769056,0.4030469,-0.19688202
planktosphaeria,0.17687479,-0.120382816,-0.071122415,0.108544566,0.18324864
polyarthra,-0.1755042,-0.30556846,0.17585394,-0.1035544,0.3001509
protist_like_ciliate,-0.011783775,-0.16518547,0.17195375,0.17830336,-0.1920246
rhodomonas,-0.13823803,-0.10881181,-0.1121577,-0.119306505,-0.15639363
rotifer,-0.16162449,-0.15560164,-0.10617306,-0.1514075,-0.16697295
rotifer_long,-0.034607682,-0.029607859,-0.071078725,0.03142798,0.08219221
rotifer_z,0.032395087,0.04792391,0.46482584,-0.14452504,0.07607124
scenedesmus,-0.32340717,-0.40868348,-0.24400169,0.06633091,-0.050121717
snowella,0.34044963,-0.09373802,0.21463257,0.0082713105,0.14736134
staurastrum,0.13278136,0.047877673,0.081389055,-0.026378699,-0.09330749
strombidium,-0.2659175,0.052747447,-0.038436454,0.058093164,-0.10571603
synchaeta,-0.059118025,-0.05704659,-0.06327158,0.27573082,0.00082455686
synedra,0.02750562,-0.056513235,-0.088077456,-0.082892016,0.15113841
synedra_angustissima,-0.05352976,0.10466001,0.17354387,-0.25880316,0.1715693
synura,-0.12336474,0.18978502,0.06574784,-0.028094254,-0.22072935
tetraedron,-0.1537432,0.17746302,0.08774442,-0.5630116,0.121359184
tintinnid,-0.039622523,-0.0043640286,0.052988704,-0.028143087,0.36733893
trichocerca,0.11913936,0.15063325,-0.30490008,-0.07645982,-0.022189727
