,h0,h1,h2
aphanizomenon,-0.00089463353,-0.00088627404,-0.0008630973
askenasia,0.0009053641,0.00089914753,0.00088215026
asplanchna,-9.376671e-05,-9.556407e-05,-9.955345e-05
asterionella,-0.0019853944,-0.001972143,-0.0019360641
aulacoseira,0.00028044288,0.000276767,0.00026554958
bosmina,-0.00042188456,-0.00042290028,-0.00042497713
centric_diatom,0.00010919315,0.00010551448,9.698938e-05
ceratium,3.8545008e-05,3.5553512e-05,2.6748574e-05
chaoborus,-0.00082335324,-0.0008184326,-0.00080499466
chlorophyte,-0.00025082144,-0.0002478304,-0.00024048015
chlorophyte_colonial_dividing,0.0010405349,0.0010275239,0.000991478
chlorophyte_elongated,-0.00036728496,-0.00036424602,-0.00035570582
chlorophyte_frame,-0.00043760936,-0.00043090744,-0.00041289636
chlorophyte_square,-0.00087773777,-0.00087227864,-0.0008568283
chroococcales,0.0005530217,0.00054609764,0.0005276397
chydorus,-0.00051507825,-0.00051609485,-0.0005199143
ciliate,-0.00030863416,-0.00030822714,-0.00030691279
ciliate_big,-0.00036183937,-0.00036214132,-0.00036282514
ciliate_blue,0.00015755784,0.00015456378,0.00014413928
ciliate_green,-0.00050216785,-0.0004949291,-0.00047561977
ciliate_round,0.0006950913,0.0006873327,0.00066745153
closterium,-0.0011050534,-0.0010963463,-0.0010723952
coelastrum_reticulatum,8.350494e-05,8.2747014e-05,7.9766185e-05
coelosphaerium,-0.0015206123,-0.0015093951,-0.0014788139
coleps,-0.00081322633,-0.000804878,-0.0007840004
collotheca,-0.0002168253,-0.00021723978,-0.00021778763
conochilus,-0.0019274838,-0.0019067087,-0.001850383
cosmarium,0.0002445675,0.00024144558,0.00023274675
cryptophyte,-0.0001254846,-0.0001273111,-0.00013071968
cyanobacteria_colonial_blue,-0.0010270971,-0.0010256817,-0.0010208372
cyanobacteria_colonial_clathrate,-0.0003234724,-0.00031956326,-0.00031075356
cyanobacteria_colonial_probably,0.0010573706,0.0010468847,0.0010194328
cyanobacteria_filamentous,0.0015555552,0.0015426063,0.0015073341
cyclops,0.00025350228,0.00024845617,0.00023327868
daphnia,1.1172554e-06,-2.4058274e-06,-1.1901912e-05
daphnia_cucullata,-0.00015561664,-0.00015604553,-0.0001567341
diaphanosoma,-0.0015791685,-0.0015597601,-0.001508534
didinium,0.0004937295,0.00049168203,0.00048541717
dinobryon,0.00012766657,0.00012398562,0.00011424512
dinoflagellate_diamond,0.0011411875,0.0011281767,0.0010929609
dolichospermum,-0.0017840794,-0.0017685837,-0.0017265573
eudiaptomus,5.105211e-05,4.4608958e-05,2.6488593e-05
fragilaria,-0.0008293526,-0.0008249922,-0.0008125198
gonium,-0.00058698596,-0.00058360875,-0.0005759861
gymnodinium,-0.0006078336,-0.0006028269,-0.000589166
kellicottia,-1.23088275e-05,-1.4409731e-05,-2.0191717e-05
keratella_cochlearis,-0.0004071974,-0.00040662978,-0.00040354533
keratella_quadrata,0.0010167937,0.001005234,0.00097385317
leptodora,-0.0006356799,-0.00062848395,-0.00060901535
limnoraphis,0.00018748723,0.00018629391,0.00018282421
mallomonas_akrokomos,0.0008373096,0.0008289639,0.00080621085
mallomonas_big,-0.00025507002,-0.000248369,-0.00023196774
nauplius,-0.0006354458,-0.0006342733,-0.00062958687
oocystaceae,0.0017905041,0.0017734508,0.0017267099
pandorina,-0.00021100318,-0.00021675065,-0.00023120144
paradileptus,-0.0011248946,-0.001117255,-0.0010979091
pediastrum,-0.00056703534,-0.0005646853,-0.00055565836
pennate_diatom,-0.0007535247,-0.0007505587,-0.0007419073
peridinium,-7.06e-05,-7.1979885e-05,-7.643254e-05
phacotus,0.00026467812,0.00026211393,0.0002552613
plankton_x,-0.002342931,-0.00232388,-0.002272012
plankton_y,0.0002558049,0.00025528457,0.0002544396
plankton_z,-0.00022187691,-0.00022162325,-0.00022101759
planktosphaeria,-0.0021337653,-0.0021151088,-0.0020643205
polyarthra,-0.0012615516,-0.0012482704,-0.0012123438
protist_like_ciliate,-0.0021583764,-0.0021356076,-0.0020739138
rhodomonas,0.00025005869,0.00024584628,0.0002344131
rotifer,-0.0010570885,-0.0010474353,-0.001021219
rotifer_long,-0.00050642394,-0.0004973576,-0.0004738492
rotifer_z,-0.0007990231,-0.0007924192,-0.00077490736
scenedesmus,2.233699e-05,2.3136705e-05,2.4603189e-05
snowella,0.00034282292,0.0003407339,0.00033794087
staurastrum,-0.00027916417,-0.00028015036,-0.00028335635
strombidium,0.00011857427,0.000113972914,0.000101829035
synchaeta,0.0016877772,0.0016723885,0.001630849
synedra,-6.898955e-05,-6.948007e-05,-7.059213e-05
synedra_angustissima,-0.000546882,-0.0005439246,-0.00053488725
synura,-0.0005713298,-0.0005652134,-0.00054867787
tetraedron,-0.00032116013,-0.00031979822,-0.00031649054
tintinnid,-0.00093481,-0.0009260234,-0.00090188836
trichocerca,0.00052209187,0.0005168933,0.00050281786
uroglena,-0.0007763397,-0.0007689027,-0.0007490823
vorticella_epistylis_like,-0.002637119,-0.0026128665,-0.0025481135
