,h0,h1,h2,h3,h4,h5
aphanizomenon,0.00018490222,0.00018201504,0.00017934781,0.00017881373,0.00018087064,0.00018616603
askenasia,0.0027574454,0.0026174001,0.0025122468,0.0024927536,0.0025747695,0.0028245808
asplanchna,-0.0007437925,-0.00071741396,-0.00069719227,-0.00069343817,-0.00070932123,-0.0007566306
asterionella,0.0007578585,0.00071822305,0.00068760116,0.00068184955,0.0007057901,0.0007769018
aulacoseira,-0.00028041084,-0.00025957567,-0.00024497844,-0.00024235035,-0.00025357443,-0.000290392
bosmina,-0.0013270848,-0.0012748487,-0.0012346824,-0.001227293,-0.0012583045,-0.001353001
centric_diatom,-0.0019629921,-0.0018586179,-0.0017817899,-0.0017675658,-0.0018270067,-0.0020132745
ceratium,5.767694e-05,3.4304543e-05,1.7629984e-05,1.45467375e-05,2.7260441e-05,6.99276e-05
chaoborus,-0.00057959254,-0.0005914875,-0.0005987657,-0.0005999507,-0.00059441844,-0.000573572
chlorophyte,-0.0014184169,-0.0013461339,-0.0012918558,-0.0012818078,-0.0013240125,-0.0014536724
chlorophyte_colonial_dividing,-0.0005707061,-0.00058349816,-0.0005921181,-0.00059373607,-0.000587387,-0.000564379
chlorophyte_elongated,-0.0004245343,-0.00040272003,-0.00038648667,-0.00038347222,-0.0003961489,-0.00043505084
chlorophyte_frame,-0.00014295126,-0.00011965343,-0.00010350585,-0.00010055733,-0.00011323378,-0.00015407077
chlorophyte_square,0.0004034077,0.0003869937,0.00037631165,0.00037436042,0.00038257721,0.0004106446
chroococcales,-0.0007451107,-0.0007169985,-0.0006954266,-0.00069160754,-0.0007080351,-0.0007585915
chydorus,-0.0011668956,-0.0011238704,-0.0010906104,-0.0010843769,-0.0011104195,-0.0011877399
ciliate,-0.0004214101,-0.00041058718,-0.0004027336,-0.0004014727,-0.00040689847,-0.0004272808
ciliate_big,-0.00042212094,-0.0003694047,-0.0003306657,-0.0003234654,-0.00035382612,-0.00044763568
ciliate_blue,0.00061662577,0.00056127884,0.0005208992,0.00051328685,0.00054518593,0.0006423331
ciliate_green,-0.00015927412,-0.00016904046,-0.00017593875,-0.00017646102,-0.00017203896,-0.00015326553
ciliate_round,-0.0009140629,-0.0008597167,-0.00081862905,-0.000810983,-0.00084302545,-0.0009402482
closterium,-0.0016398189,-0.0015684648,-0.0015148093,-0.0015037513,-0.001546478,-0.001674358
coelastrum_reticulatum,0.00036491756,0.00036075193,0.0003581885,0.00035783162,0.0003599991,0.0003684217
coelosphaerium,0.00079141615,0.00071473,0.00065920746,0.0006504155,0.0006926034,0.0008293531
coleps,0.00037033047,0.0003642138,0.00035896891,0.0003581787,0.00036224193,0.00037255438
collotheca,-0.00081325544,-0.000769978,-0.0007372952,-0.0007310767,-0.0007566946,-0.0008332572
conochilus,-0.0011964687,-0.0011320389,-0.00108484,-0.0010760779,-0.0011127483,-0.0012279738
cosmarium,0.00040515765,0.0003817284,0.00036412085,0.00036072393,0.0003749947,0.00041605343
cryptophyte,0.00052511,0.00049075007,0.00046428398,0.00045924046,0.00047998512,0.0005422866
cyanobacteria_colonial_blue,0.00031051124,0.000294125,0.00028053208,0.00027791839,0.00028852499,0.00031809372
cyanobacteria_colonial_clathrate,-0.00094086584,-0.00087829935,-0.0008322017,-0.0008235196,-0.0008601044,-0.00097092683
cyanobacteria_colonial_probably,0.00034534224,0.00034074017,0.0003349332,0.00033414518,0.0003385167,0.0003472224
cyanobacteria_filamentous,-0.00035658485,-0.0003369864,-0.00032254416,-0.00031983526,-0.0003310527,-0.00036632892
cyclops,-0.0005168389,-0.0004970845,-0.0004832111,-0.0004806552,-0.00049140764,-0.0005260751
daphnia,-0.0012120142,-0.0011678106,-0.0011344912,-0.0011278542,-0.0011544105,-0.0012329617
daphnia_cucullata,-0.0014451907,-0.0013837966,-0.0013380866,-0.0013290182,-0.0013652532,-0.0014745943
diaphanosoma,-0.00095066114,-0.00090851745,-0.0008768849,-0.00087087776,-0.0008958939,-0.00097070716
didinium,-0.00080605503,-0.00076155853,-0.00072942884,-0.0007233985,-0.0007482448,-0.0008267964
