date,h0,h1,h2,h3,h4,h5
2021-08-15,0.012691159,0.012053643,0.011575752,0.011487393,0.01185973,0.012998259
2022-01-14,0.012691338,0.012053803,0.011575906,0.011487544,0.011859892,0.012998442
2024-10-10,0.012691267,0.012053739,0.011575845,0.011487484,0.011859824,0.012998375
2023-09-29,0.012691834,0.012054251,0.01157631,0.011487939,0.011860317,0.012998968
2020-07-27,0.012691236,0.01205371,0.011575813,0.011487457,0.011859796,0.012998344
2020-12-08,0.0126913255,0.012053796,0.011575894,0.011487539,0.011859881,0.012998429
2024-05-29,0.012691301,0.012053768,0.011575867,0.011487511,0.011859853,0.012998405
2024-04-30,0.012691355,0.012053825,0.011575922,0.011487559,0.011859908,0.012998466
2023-03-31,0.012691349,0.012053819,0.011575916,0.011487555,0.011859903,0.01299846
2021-07-14,0.012691344,0.012053808,0.011575906,0.011487544,0.011859892,0.012998449
2024-10-02,0.01269123,0.012053706,0.011575808,0.011487451,0.01185979,0.012998332
2021-06-21,0.012691278,0.012053745,0.01157584,0.011487478,0.0118598305,0.012998386
2020-06-03,0.012691296,0.012053762,0.011575856,0.011487494,0.011859846,0.012998405
2024-10-25,0.012691183,0.012053665,0.011575775,0.011487414,0.011859752,0.012998284
2024-07-22,0.012691164,0.012053638,0.011575737,0.011487376,0.011859724,0.012998271
2019-12-26,0.012691349,0.012053813,0.011575916,0.011487555,0.011859897,0.012998453
2022-12-25,0.012689743,0.012052405,0.011574634,0.011486292,0.01185854,0.01299676
2024-03-14,0.012691033,0.01205353,0.01157565,0.011487289,0.011859624,0.012998124
2020-10-30,0.012691296,0.012053768,0.011575867,0.011487511,0.011859853,0.012998398
2021-08-10,0.012691063,0.0120535465,0.011575661,0.0114873,0.011859635,0.01299816
2022-07-28,0.012691169,0.012053648,0.011575758,0.011487397,0.011859735,0.012998277
2023-10-20,0.012691553,0.012053995,0.011576081,0.011487717,0.011860076,0.012998668
2019-06-30,0.012691224,0.012053699,0.011575802,0.011487447,0.011859786,0.012998332
2022-02-14,0.012691242,0.012053716,0.011575824,0.011487468,0.011859808,0.012998344
2023-01-17,0.012689725,0.012052382,0.011574613,0.011486276,0.011858523,0.012996736
2022-03-29,0.012691367,0.012053831,0.011575922,0.011487559,0.011859913,0.0129984785
2020-05-04,0.012691361,0.012053825,0.011575922,0.011487565,0.011859908,0.012998466
2020-06-21,0.012691475,0.012053932,0.01157602,0.011487657,0.011860008,0.012998589
2022-03-21,0.012691267,0.012053739,0.011575845,0.011487484,0.011859824,0.012998369
2022-01-10,0.012691338,0.012053808,0.011575906,0.011487544,0.011859892,0.012998442
2023-01-10,0.012689712,0.012052376,0.011574607,0.011486271,0.011858517,0.012996723
2023-01-12,0.012689718,0.012052376,0.011574607,0.011486271,0.011858517,0.012996729
2021-01-12,0.01269126,0.012053739,0.01157584,0.011487484,0.011859824,0.012998363
2024-06-30,0.012691278,0.012053745,0.011575845,0.011487484,0.0118598305,0.012998382
2020-10-06,0.012691301,0.012053768,0.011575873,0.011487511,0.011859853,0.012998405
2022-08-02,0.012691242,0.012053716,0.011575819,0.011487463,0.0118598025,0.012998351
2022-08-23,0.012691003,0.012053501,0.011575616,0.011487261,0.01185959,0.012998094
2023-01-01,0.012689683,0.012052348,0.011574585,0.011486249,0.011858489,0.012996691
2022-11-03,0.012691284,0.012053757,0.011575863,0.011487501,0.011859842,0.012998386
2021-10-07,0.01269129,0.012053757,0.011575856,0.011487494,0.011859842,0.012998393
2020-02-28,0.012690841,0.012053359,0.011575497,0.0114871375,0.011859456,0.012997922
2023-12-26,0.012691321,0.0120537905,0.011575894,0.011487532,0.011859874,0.012998429
2020-09-03,0.012691301,0.012053768,0.011575863,0.011487501,0.011859853,0.012998411
2024-11-21,0.012691301,0.012053774,0.011575878,0.011487517,0.011859858,0.012998411
2022-09-21,0.012691068,0.012053559,0.011575665,0.011487305,0.011859646,0.012998173
2024-05-30,0.012691332,0.012053796,0.011575894,0.011487532,0.011859881,0.012998436
2020-08-21,0.01269123,0.012053699,0.011575802,0.011487447,0.011859786,0.012998332
2020-06-13,0.012691206,0.0120536825,0.011575786,0.011487423,0.011859768,0.012998315
2020-06-18,0.012691314,0.012053779,0.011575878,0.011487521,0.011859864,0.012998418
