,h0,h1,h2,h3,h4,h5
aphanizomenon,-0.37964603,-0.018609937,-0.06760646,-0.06663022,0.237031,0.1696741
askenasia,-0.27380183,-0.027991379,0.23891318,-0.12647767,0.07470986,-0.12900734
asplanchna,-0.029462406,0.27622956,-0.032473765,0.03142104,-0.1549779,-0.026721235
asterionella,-0.06030424,0.07601311,-0.04655822,-0.1490446,-0.014338073,-0.19647954
aulacoseira,0.00059446495,0.0005811348,0.00050680747,0.00061781716,0.00045190865,0.00085804984
bosmina,-0.17916076,-0.40308398,0.21836998,0.16902584,0.049381424,-0.24247329
centric_diatom,-0.13612553,-0.16924275,-0.16838881,-0.18340608,-0.09748577,-0.15502779
ceratium,-0.36818847,0.2433443,0.0044146082,-0.09308599,-0.014289304,-0.00045012127
chaoborus,0.3348098,0.0007176634,0.31310803,0.11356682,0.35672125,0.28932044
chlorophyte,-0.09684487,-0.10652427,-0.1143386,-0.11489189,-0.10601016,-0.113668956
chlorophyte_colonial_dividing,-0.10567831,-0.11330223,-0.10819846,-0.11367209,-0.116614036,-0.12205203
chlorophyte_elongated,-0.108498774,0.05563547,-0.3474401,-0.25295323,0.049546704,0.091564015
chlorophyte_frame,0.1550786,0.45198464,-0.05574904,0.08746322,-0.1751754,-0.35789537
chlorophyte_square,0.016180534,-0.032265913,-0.15036517,-0.10549562,-0.06858666,-0.17310834
chroococcales,-0.16551323,-0.17918509,-0.067497626,-0.11866696,0.0082684,-0.10608389
chydorus,-0.18515977,-0.30583504,0.026174562,-0.036712132,0.0017921221,-0.05515189
ciliate,-0.028585829,-0.1311596,-0.049656842,0.022177383,0.021396616,0.0017539284
ciliate_big,0.14981788,-0.3201242,0.21799792,-0.27269575,0.0121336095,-0.17616433
ciliate_blue,-0.15398549,0.09306159,-0.15912554,0.16820171,-0.31440628,-0.09832683
ciliate_green,0.18176214,0.1081319,0.13382056,-0.05683951,0.041597825,-0.4626677
ciliate_round,-0.2546909,0.046571497,0.4884841,0.1192613,-0.12301055,0.040085655
closterium,0.06966541,0.040961552,-0.101102665,0.03979486,0.058579415,-0.12591842
coelastrum_reticulatum,-0.10312644,0.12424759,0.034281738,0.07521787,-0.19815716,-0.26729193
coelosphaerium,-0.18580924,0.08722528,0.093661256,0.15216549,-0.07295787,-0.1147966
coleps,-0.2472556,0.3860436,0.25058427,0.09944169,0.050107155,-0.20189968
collotheca,-0.36718407,-0.0032268348,0.17800431,0.16336404,-0.17976733,-0.07395963
conochilus,0.27815765,0.29687265,0.010003721,-0.22839099,-0.025299752,-0.18097647
cosmarium,-0.25658035,0.08683409,-0.16774218,0.33215368,0.14028622,-0.04749539
cryptophyte,-0.04973573,-0.056188125,-0.059170514,-0.058426794,-0.0547005,-0.059849568
cyanobacteria_colonial_blue,-0.07773711,-0.19496961,-0.18625717,-0.028118894,-0.16484334,-0.034705378
cyanobacteria_colonial_clathrate,0.2677381,-0.34944403,0.09077368,0.28238413,-0.059540424,-0.38934314
cyanobacteria_colonial_probably,-0.102578655,-0.15720683,-0.16152807,-0.14347473,-0.102612056,-0.18408088
cyanobacteria_filamentous,-0.07715638,-0.17706314,-0.13529885,-0.022602415,-0.15924661,0.038607262
cyclops,-0.10151141,-0.019255472,0.013641196,-0.13662794,-0.047754984,-0.06956462
daphnia,0.118637934,-0.1409414,-0.18404998,0.021971585,-0.18419269,-0.098220155
daphnia_cucullata,-0.1388132,0.12030104,0.19607332,0.3300612,-0.10030871,0.24955453
diaphanosoma,0.08894471,0.095822014,0.25982058,-0.13386373,-0.09820886,-0.47090453
didinium,0.21514261,-0.44536877,0.20282476,0.026230037,0.2693089,0.09818997
dinobryon,-0.046546686,-0.05210797,-0.054286297,-0.053988263,-0.050311357,-0.055245943
dinoflagellate_diamond,-0.1959521,0.005557793,-0.121241756,0.17117697,-0.010206588,-0.30269435
dolichospermum,0.1085765,0.032888673,-0.17319822,0.009887929,-0.12159109,-0.08240806
eudiaptomus,0.44591704,-0.14625284,-0.2751157,-0.17037198,0.18394715,-0.032834735
fragilaria,-0.10618242,-0.17892115,-0.0799413,-0.17796554,-0.09831453,-0.089858785
gonium,-0.10957777,-0.05242688,-0.18336362,0.09270676,0.19000573,-0.35884073
gymnodinium,0.08699072,-0.055586405,0.29206613,-0.36604086,-0.07030484,-0.17070031
kellicottia,0.022418194,-0.01961987,0.2568668,-0.061559584,-0.025759084,-0.059994508
keratella_cochlearis,0.35170045,-0.18041243,0.05070156,-0.18281204,0.19551802,-0.09013339
keratella_quadrata,0.051137615,-0.10408327,-0.0449194,0.2735782,-0.1440175,0.04445362
leptodora,0.18013048,0.24356335,0.5160728,-0.27018064,-0.032864287,-0.055901878
limnoraphis,-0.074176215,0.16355377,-0.24723576,-0.013045359,-0.16811427,0.11604868
mallomonas_akrokomos,-0.08679467,0.016688306,-0.015043519,0.088249505,0.16234872,-0.531678
mallomonas_big,0.18653165,0.01859407,-0.03841412,-0.023950435,-0.07582376,-0.07682926
nauplius,-0.11340739,-0.0030231613,-0.17491356,-0.07937217,-0.15810207,-0.14704171
oocystaceae,-0.09456859,-0.10113911,-0.1118282,-0.114431635,-0.09801565,-0.11270186
pandorina,0.29116315,0.072072744,-0.14535728,0.2917941,0.31362176,-0.16058832
paradileptus,-0.08810202,0.287366,0.172158,0.124568015,-0.07648223,-0.033343494
pediastrum,-0.051551014,0.25412658,-0.017056413,0.009210516,-0.06869308,-0.065154366
pennate_diatom,-0.14752416,-0.072898045,-0.046347585,-0.070168205,-0.06371261,0.2068645
peridinium,-0.08211667,0.13506284,-0.2586899,-0.34620267,-0.18974428,0.117262766
phacotus,-0.097041674,0.2178159,-0.122749224,0.11308693,-0.04141029,0.056654073
plankton_x,0.15291473,0.05984869,0.09491377,-0.022208292,-0.10419699,-0.3131502
plankton_y,0.04591828,-0.03829902,0.058996733,-0.1212744,-0.006671254,-0.009793342
plankton_z,-0.0456157,0.32340664,0.042495664,0.030821098,-0.053329594,-0.08347565
planktosphaeria,-0.06881417,0.16883689,-0.029637095,0.13776563,0.2115802,-0.25327885
polyarthra,0.13908349,-0.12905729,0.15458328,0.038796943,-0.046163175,-0.2197452
protist_like_ciliate,-0.16619387,0.09534545,0.027060369,-0.4770421,0.038001668,-0.05869215
rhodomonas,-0.11826673,-0.12164325,-0.1304392,-0.1091965,-0.117859125,-0.12367945
rotifer,-0.183542,-0.16082022,-0.1570768,-0.18376453,-0.16874363,-0.17417578
rotifer_long,0.03998797,-0.34329456,0.121203706,-0.07935771,-0.10332312,-0.014636932
rotifer_z,0.14972258,-0.34168807,-0.016888708,-0.09918051,0.1038453,-0.16962239
scenedesmus,0.109316595,0.02169538,-0.0063601504,-0.10236548,0.08322681,-0.09410471
snowella,3.8696096e-05,-0.20351757,0.00067498104,0.0099475,0.4436778,0.03159993
staurastrum,-0.030209793,-0.009031025,0.080792405,0.21837765,-0.08532897,0.11043384
