,h0,h1,h2,h3,h4,h5
strombidium,-0.014327829,-0.003659916,0.013458912,0.3065692,0.045088537,-0.133761
synchaeta,-0.1652665,0.017984092,0.21822993,-0.24329285,-0.27126893,0.34738395
synedra,-0.25429806,0.10342668,0.17366667,-0.038981896,0.003982923,0.10007134
synedra_angustissima,-0.35521084,0.1409263,-0.023251306,-0.25158125,0.11159048,-0.19570644
synura,-0.10087993,0.0531216,-0.04542101,0.14196528,0.20207083,0.06388213
tetraedron,0.2743733,-0.57031196,0.3436776,-0.067778684,0.37965372,-0.19589923
tintinnid,0.22029999,0.39749697,-0.38511708,0.112652406,0.014210536,-0.3409506
trichocerca,-0.042833634,-0.2094831,-0.1964339,0.0064100972,-0.032500643,0.010724093
uroglena,-0.11966145,-0.14293954,-0.049670897,-0.15706965,-0.118568696,-0.14914544
vorticella_epistylis_like,-0.18705332,-0.33446455,-0.33450952,0.048010252,0.44360405,0.12052863
