,h0,h1,h2,h3,h4
aphanizomenon,-0.92552555,0.6212192,-1.0357976,-0.879131,1.1172978
askenasia,-0.89054775,0.8931569,0.5001216,0.4524645,0.7327409
asplanchna,0.90394723,0.6199832,-1.0517106,-0.14039773,0.46712726
asterionella,-2.4310033,1.3957227,-0.91993797,-1.1975259,0.37088087
aulacoseira,-1.1886795,-2.095741,-1.9429024,-3.9654365,1.1642487
bosmina,0.42613918,-1.1553276,-0.5813246,-0.04537837,0.18129154
centric_diatom,-0.52570593,-1.3666195,0.8774934,-0.04867291,-1.5893403
ceratium,-2.0199556,1.6933223,0.849315,-0.46217692,0.99455714
chaoborus,-1.4760383,0.5777571,-2.1836913,0.25826412,0.82561904
chlorophyte,-1.2494284,-0.11485514,-0.35171854,1.2357814,0.8840699
chlorophyte_colonial_dividing,-1.7442658,1.0111384,-0.37042686,1.6311822,1.070497
chlorophyte_elongated,0.06238307,0.52246433,-0.44478238,0.98951757,0.14463949
chlorophyte_frame,-1.0775782,1.5147418,-1.0811375,1.7899485,0.1854901
chlorophyte_square,-1.7224934,0.7014431,-0.12582979,1.8622653,0.86561865
chroococcales,-3.4773054,1.4527999,-1.280588,3.1102462,0.40155882
chydorus,-2.6112406,-3.1430886,-3.4688354,1.1807263,1.1645774
ciliate,0.7098917,-0.073674366,0.11370519,0.47399375,-0.310131
ciliate_big,-2.27605,-1.3724116,-2.0291798,-1.6459124,1.8210163
ciliate_blue,-0.42569163,-0.027613787,0.3278225,0.48165914,0.8636892
ciliate_green,-1.1565117,2.2232316,0.5623499,-0.10889459,1.2445751
ciliate_round,-0.38843453,-1.0364451,0.8716556,-0.038328156,0.60244435
closterium,-1.4497865,-0.34538513,-0.10112539,0.026472911,-0.0652535
coelastrum_reticulatum,-3.6639872,-0.11930933,-0.21061428,1.1940591,1.4121466
coelosphaerium,-5.119437,1.6291704,-3.774116,2.8801026,0.46712002
coleps,-2.6508281,-1.0110302,-0.23248641,1.7394551,0.7125344
collotheca,-2.9213343,0.9294536,-0.4840822,1.4405152,1.0600462
conochilus,1.0841161,1.2141867,-0.31104326,-0.99324363,0.2305735
cosmarium,-1.3170401,0.7045392,0.54642826,1.1781776,0.74168146
cryptophyte,0.36139065,-0.23665224,-0.3510346,0.44194078,0.81743044
cyanobacteria_colonial_blue,-2.7434702,-0.16893503,-0.96704876,1.6636122,1.4499398
cyanobacteria_colonial_clathrate,-4.882803,1.8695728,-2.1132712,-0.22617015,1.2435231
cyanobacteria_colonial_probably,-3.7725937,0.79948765,-1.4702204,2.099673,1.5139824
cyanobacteria_filamentous,-3.4903262,-1.3008882,-1.1441648,0.4792328,1.6140047
cyclops,-0.078471005,0.27624828,-0.008332022,0.5290998,0.79820424
daphnia,-0.604174,-0.08762197,-0.8340541,-0.67923605,1.953792
daphnia_cucullata,-4.5679064,-1.1864882,-3.743913,1.1267107,1.8196697
diaphanosoma,-5.023572,-1.2111471,-5.9907794,9.089951,-1.4577383
didinium,-1.415182,0.22851609,0.65422165,0.77633065,-0.39434665
dinobryon,-2.8586717,3.9756923,-0.76766795,-0.3844026,1.3680598
dinoflagellate_diamond,1.9524046,-2.879425,-0.24414212,-0.5657745,-0.5119476
dolichospermum,-2.2625988,0.6610657,-0.8894286,-0.49289528,1.0678064
eudiaptomus,0.0468591,0.09686745,-0.15578714,-0.21112771,0.18325016
fragilaria,-2.3555002,2.4383984,-0.9659612,-1.7877868,0.46542367
gonium,-3.0870922,2.8471134,-4.441918,1.7973614,-0.2022636
gymnodinium,-0.27141312,-0.34902185,-0.25174114,0.75471807,-0.19724904
kellicottia,0.5345625,-0.022856262,0.4347683,0.014459902,0.23691505
keratella_cochlearis,-0.8659302,0.70138407,0.42719233,0.13244608,0.4009976
keratella_quadrata,0.34807938,1.6848488,0.16366917,-1.0571945,0.6093051
leptodora,-3.064562,-0.6816166,-3.24629,0.6618544,1.6186025
limnoraphis,-3.2917185,-1.3640928,-2.3171825,1.347842,1.9193605
mallomonas_akrokomos,0.8805821,0.54233265,-1.6116389,0.3607986,-1.7503442
mallomonas_big,-2.347208,-0.17408241,-0.9130039,0.37195754,-0.35725832
nauplius,0.68170315,0.39798626,-0.12644497,0.072196476,0.47734272
oocystaceae,-2.7850173,-1.2465535,-1.3310676,2.0797808,1.5653661
pandorina,-0.17972903,1.142952,0.11744336,-0.69601834,0.23932469
paradileptus,-2.2814846,0.88852,0.32447943,-0.6078864,1.4954653
pediastrum,-2.3263829,-0.113029726,-0.18586662,1.0478808,1.1059182
pennate_diatom,-1.5747359,0.3558344,-0.69305,1.1440175,-0.09417282
peridinium,-1.629754,0.45799083,0.51887465,1.4659806,-0.9867399
phacotus,-1.7566018,1.0299774,-0.7566812,0.0052857036,1.056218
plankton_x,-1.2171025,0.8148875,-0.21539818,1.6162881,-0.49642122
plankton_y,-0.067133814,-0.31862637,-0.12572894,0.1886986,-0.9985851
plankton_z,-2.484478,0.49158806,0.14781675,2.9208245,0.44936264
planktosphaeria,-1.139333,-0.111662485,-1.3506849,-1.3154106,0.8066341
polyarthra,1.5263776,0.66109836,0.43365836,0.60398436,-0.24538434
protist_like_ciliate,-1.1299446,-0.12638216,0.26494288,1.5249554,0.26437706
rhodomonas,1.0954801,-0.60714424,-0.17684138,0.031441238,0.28461796
rotifer,0.34610474,1.03202,0.20386201,0.25418282,0.65683097
rotifer_long,-0.2126362,1.1089106,-1.98886,0.9415514,0.26994386
rotifer_z,-2.6161509,1.4716133,-0.45533466,1.0636213,0.32040513
scenedesmus,-3.1066506,0.38117334,-0.2296184,1.8458755,0.790731
snowella,-6.64364,-2.021479,-4.2282557,4.630579,0.37008074
staurastrum,-0.85246974,0.19989851,0.31455693,0.46888918,0.5408335
strombidium,0.13062596,0.5827834,0.7030818,0.39163473,0.16174567
synchaeta,0.72998863,-0.39908797,-0.80019504,-1.3871913,0.28248414
synedra,-0.15069059,1.6120398,-0.16886176,-0.9420242,0.9612593
synedra_angustissima,-2.0011797,-1.7400393,-1.9441147,-1.0350653,0.45207354
synura,-3.0158875,0.027109684,-0.5541335,0.48562202,1.1178378
tetraedron,-1.664565,0.06682567,-0.683011,1.6059166,0.4476226
tintinnid,-0.17330019,-0.58500737,0.37274826,-0.0509037,0.25531542
trichocerca,-0.8083341,0.5945078,0.28798488,0.80723625,0.5851293
uroglena,-0.8517536,4.6825027,-1.3073565,0.66173524,-0.4189201
vorticella_epistylis_like,-0.9358588,-0.6170244,0.9261001,0.53414845,0.109525986
