epoch,train_mse,val_mse,train_pll,val_pll
1,0.22986449375748635,0.2333102822303772,0.6503567695617676,0.6581493616104126
10,0.1943436734378338,0.19858552515506744,0.569753110408783,0.5818319916725159
20,0.18129332959651948,0.18723087012767792,0.5432876944541931,0.5564345121383667
30,0.17227158918976784,0.18423067033290863,0.5346158146858215,0.5472798943519592
40,0.17847028970718384,0.18185393512248993,0.5290793180465698,0.5427552461624146
50,0.17142836675047873,0.1807684749364853,0.524046003818512,0.5398339033126831
60,0.17366712167859077,0.17896907031536102,0.5179758071899414,0.5345224142074585
70,0.16685981824994087,0.17765821516513824,0.514006495475769,0.5326763391494751
80,0.16131344065070152,0.17756859958171844,0.5117140412330627,0.5306487679481506
90,0.16886147931218148,0.17641420662403107,0.5092671513557434,0.5281358957290649
100,0.162887591868639,0.17670999467372894,0.5080046653747559,0.5278359651565552
110,0.16358723491430283,0.17560002207756042,0.5073758363723755,0.5262067914009094
120,0.16655581966042518,0.17556940019130707,0.5068407654762268,0.5264068841934204
130,0.16534029319882393,0.176157608628273,0.5064124464988708,0.5263345241546631
140,0.16435437202453612,0.1746310591697693,0.5058448910713196,0.5256640911102295
150,0.16566630229353904,0.17543810606002808,0.5051776170730591,0.5260534882545471
160,0.16482663676142692,0.1742122769355774,0.5048010349273682,0.5256196856498718
170,0.1640285685658455,0.1739942580461502,0.50367271900177,0.5245064496994019
180,0.16398048996925355,0.17415328323841095,0.5034239888191223,0.5245563983917236
190,0.1641773760318756,0.17420382797718048,0.5033707022666931,0.5248027443885803
200,0.16262486726045608,0.17472480237483978,0.5028868317604065,0.5240459442138672
210,0.16398423314094543,0.1739170104265213,0.5025737285614014,0.523784875869751
220,0.16375088766217233,0.17392106354236603,0.5024676322937012,0.5238413214683533
230,0.16599143594503402,0.1741749495267868,0.5017640590667725,0.5235617756843567
240,0.16358782798051835,0.17447176575660706,0.5015974640846252,0.5229492783546448
250,0.16400031223893166,0.17356272041797638,0.501240074634552,0.5225887894630432
260,0.1639774814248085,0.17416273057460785,0.5008554458618164,0.5226461291313171
270,0.16436610221862794,0.17447134852409363,0.5005385279655457,0.5226084589958191
280,0.1623186208307743,0.1731458604335785,0.49991747736930847,0.5218184590339661
290,0.16311848685145378,0.17346332967281342,0.499796986579895,0.5214488506317139
300,0.1638757884502411,0.17358149588108063,0.49921494722366333,0.5210998058319092
310,0.1637608028948307,0.173505038022995,0.49914786219596863,0.5209630131721497
320,0.16365519315004348,0.17372170090675354,0.4990135729312897,0.5207107067108154
330,0.16182468831539154,0.17359043657779694,0.4989161789417267,0.5207349061965942
340,0.16325756013393403,0.173356831073761,0.49865174293518066,0.5202382802963257
350,0.16224569976329803,0.17306798696517944,0.49847596883773804,0.5202732086181641
360,0.16269347965717315,0.1735571026802063,0.4985627233982086,0.5201871395111084
370,0.16344421952962876,0.17314085364341736,0.49853241443634033,0.5202991366386414
380,0.16231351345777512,0.1736886352300644,0.4987991750240326,0.5204326510429382
390,0.16333645656704904,0.17390911281108856,0.49874284863471985,0.5204092264175415
400,0.16208989396691323,0.1739482581615448,0.49864205718040466,0.5198508501052856
410,0.1636140339076519,0.17334847152233124,0.49855419993400574,0.5197159647941589
420,0.1630430229008198,0.17311175167560577,0.498748779296875,0.5198333859443665
430,0.16292245015501977,0.17332182824611664,0.4986392557621002,0.5198363065719604
440,0.1621802978217602,0.17314249277114868,0.49875354766845703,0.5199112296104431
450,0.16358253881335258,0.1736547350883484,0.4986664950847626,0.5197399258613586
460,0.16253796070814133,0.17293354868888855,0.4987446963787079,0.5197181105613708
470,0.1621906988322735,0.17297564446926117,0.498625785112381,0.5196727514266968
480,0.16374970152974128,0.17264509201049805,0.4985130727291107,0.5198177099227905
490,0.16176473274827002,0.17343857884407043,0.49851980805397034,0.5200352668762207
500,0.16256116330623627,0.1724575012922287,0.4984190762042999,0.5198624134063721
