,h0,h1,h2,h3,h4
aphanizomenon,0.50215644,-0.29362637,1.9480803,0.3236073,-0.30077973
askenasia,0.8303181,-0.78352284,-0.49108633,0.23894028,-0.4133952
asplanchna,0.13975362,1.3524452,-0.5215649,-0.9334579,-1.4526684
asterionella,-1.4393452,-4.1855035,0.37850252,3.3934462,-1.2371448
aulacoseira,-1.7367659,-0.7407957,2.704869,-1.6466031,0.19046299
bosmina,-0.2554208,0.7303989,-0.6480119,-0.8836875,1.181307
centric_diatom,-1.9328269,-0.9861414,-0.6013049,-0.34889755,-1.3846805
ceratium,2.1750455,-1.5036223,1.1180236,-0.4189761,-0.42165083
chaoborus,0.9068145,-1.0434339,0.59591496,0.44431815,-0.5596272
chlorophyte,0.18203872,-1.3366213,-0.769548,1.2056865,0.37278298
chlorophyte_colonial_dividing,0.9613319,-2.0266235,-0.7604641,1.4075551,0.29464716
chlorophyte_elongated,-0.1137617,-0.099707566,-0.14139615,1.3450209,-0.55736756
chlorophyte_frame,0.20315337,-2.0907674,-1.1508303,2.4743335,0.0065084174
chlorophyte_square,0.9746238,-1.7126223,-0.48909688,1.6659102,0.8152819
chroococcales,-0.1444534,-4.691081,-0.61079544,5.563542,1.0832909
chydorus,-0.85777277,-2.6717567,-0.42392433,1.4828818,1.5841804
ciliate,-0.29108822,0.5460144,-0.35712257,0.2732981,-0.18859705
ciliate_big,-0.43793872,-1.525776,0.2139373,-1.7382653,1.7632463
ciliate_blue,-0.13909559,-0.662158,-0.2234066,0.55131644,0.45963478
ciliate_green,1.716733,-0.9568921,-0.5645866,-0.57217884,-0.7389583
ciliate_round,-1.2749494,-0.940115,-0.34012318,0.5732773,-0.0768943
closterium,-0.4562995,-1.7105569,-0.16415945,-0.088485315,0.5399226
coelastrum_reticulatum,-3.1431348,-5.791022,2.1613696,1.5173401,5.5838943
coelosphaerium,-0.99012977,-6.5606704,-0.585916,7.252678,1.5177966
coleps,-0.5092145,-2.9574642,-0.20927632,1.3228337,2.0185277
collotheca,0.38440916,-3.2709696,-0.36175975,1.5588021,0.11262499
conochilus,0.16792364,0.7641781,-1.802971,-1.9620883,0.27379993
cosmarium,0.6972384,-1.4199523,0.08538557,1.9853851,0.08611243
cryptophyte,0.049027815,0.3879263,-0.1582402,0.5418167,0.3622701
cyanobacteria_colonial_blue,1.6564821,-1.4168017,0.5923478,1.8515636,0.4190982
cyanobacteria_colonial_clathrate,1.841753,-4.640291,1.9390311,1.2126179,-0.15163776
cyanobacteria_colonial_probably,1.3738201,-3.1658804,0.3524024,1.9712095,1.2769561
cyanobacteria_filamentous,-1.692962,-2.7396631,2.1492906,2.9947362,1.0180877
cyclops,0.6392307,0.15343139,0.19984,0.49689507,0.13458526
daphnia,1.0271808,0.042006195,0.8591309,-0.78014416,0.44757637
daphnia_cucullata,0.83541644,-3.2821474,1.2413775,1.1956047,3.538768
diaphanosoma,0.8186296,-3.9539073,-1.4781963,3.2023976,2.3559515
didinium,-0.046889413,-1.64993,-0.89748806,0.32095087,-0.17888492
dinobryon,2.6945705,-3.6218567,-1.0343001,-0.42402315,-0.5446385
dinoflagellate_diamond,-3.2207236,1.3467821,-0.96419233,0.10127543,0.12415998
dolichospermum,-0.040159326,-2.4642978,1.3709658,1.3087738,0.29258525
eudiaptomus,0.08360535,-0.030361133,0.10735643,-0.152454,0.07111822
fragilaria,0.77482706,-2.5982387,1.8049468,0.788525,-2.402139
gonium,0.877107,-3.5827968,-1.0457261,4.172075,-0.5672725
gymnodinium,-0.6700522,-0.6872032,-0.8748617,0.47111282,0.36980888
kellicottia,-0.21890756,0.5093244,0.07333436,0.14129241,-0.19585626
keratella_cochlearis,0.3962596,-0.88651395,0.083427414,0.4738162,-0.52530944
keratella_quadrata,0.9120349,0.18902397,-0.026031239,-0.96183485,-0.812387
leptodora,1.0514784,-2.233327,0.5665208,-0.067381345,1.1433508
limnoraphis,0.91911733,-2.268035,0.83989245,0.6966379,3.5883877
mallomonas_akrokomos,-0.58748186,0.10780355,-1.8409771,-0.20898129,-0.6832114
mallomonas_big,-0.1946181,-2.3022795,-0.5249245,0.5607634,-0.38267693
nauplius,0.3336134,0.68221265,-0.18125747,0.00087419583,-0.1447893
oocystaceae,0.90870404,-1.9696872,-0.43002048,1.7553345,1.659536
pandorina,0.12307653,-0.5990472,0.0766686,0.16776268,-0.5636029
paradileptus,1.3992157,-1.6519033,1.3657103,-0.01194005,-0.29428387
pediastrum,0.5642792,-1.8302432,0.4753388,1.1934848,0.82969564
pennate_diatom,-1.8289696,-1.2922833,0.28505442,2.069088,-1.6486058
peridinium,0.5027752,-1.9284455,-0.99755543,0.38751402,0.05571611
phacotus,1.2270297,-1.4541724,0.3112788,0.11732844,-0.25384375
plankton_x,0.93647575,-1.3371952,-1.160551,0.41695875,0.25550804
plankton_y,-0.8030543,-0.34154224,-0.61138654,-0.12678067,0.03442187
plankton_z,-0.57305264,-3.4050865,-0.67033666,4.588989,0.26433733
planktosphaeria,-0.22575091,-1.1056792,0.47101706,-1.0310335,-0.48358753
polyarthra,0.14963806,1.6655945,0.17562413,0.8247643,-1.122775
protist_like_ciliate,-0.30035904,-1.603733,-0.7736308,1.484929,0.7044073
rhodomonas,-0.5411639,0.95920205,-0.73808444,-0.2657455,0.47507894
rotifer,0.6704166,0.6191418,0.13240063,0.19071466,-0.9647045
rotifer_long,0.28473303,-0.74767935,-1.5485989,0.5167767,0.08531712
rotifer_z,1.6569042,-2.4066133,-0.5634541,1.5035789,-0.6389421
scenedesmus,0.9610766,-2.5696208,0.54135853,2.3684418,0.78367764
snowella,-0.7340337,-5.8799725,-4.0570965,-0.76394194,10.38544
staurastrum,0.10395063,-1.0640084,-0.14248148,0.56600815,0.2928206
strombidium,0.09768347,-0.11231718,-0.8256489,0.17886144,-0.031160077
synchaeta,-1.7716926,0.58548903,-0.7452743,-1.5411959,-1.9717958
synedra,0.4888141,-0.6074342,-0.46336514,-0.99339324,-1.0555879
synedra_angustissima,-2.2673752,-1.5575279,1.4284863,0.60172695,-0.8047148
synura,-0.20850198,-2.9389122,0.67162097,1.2167027,-0.065702945
tetraedron,0.3384045,-1.7424191,-0.98572785,0.9623547,0.95824313
tintinnid,-0.7118943,-0.23327354,0.067718394,0.34507695,-0.031737495
trichocerca,0.87058794,-0.663302,-0.48997396,0.33539858,-0.11159876
uroglena,2.9528046,-2.1312785,-1.1239103,-0.3726847,-0.89050907
vorticella_epistylis_like,-1.0791742,-1.3591672,-0.5387146,0.5966678,0.12133945
