epoch,train_mse,val_mse,train_pll,val_pll
1,0.2300964169204235,0.22816810011863708,0.6497786045074463,0.6458315253257751
10,0.1957198441028595,0.19590969383716583,0.5788315534591675,0.5756356120109558
20,0.18518916368484498,0.18441833555698395,0.5525212287902832,0.5507274270057678
30,0.17646929919719695,0.18116852641105652,0.5408875942230225,0.5402410626411438
40,0.17813417837023734,0.17828433215618134,0.5342735648155212,0.5346969962120056
50,0.17999414950609208,0.17708760499954224,0.5295765399932861,0.5301558375358582
60,0.17275035753846169,0.1768864542245865,0.5271922945976257,0.52788245677948
70,0.17108341231942176,0.17514297366142273,0.5250998735427856,0.5259326100349426
80,0.16994390189647673,0.17381177842617035,0.5227863788604736,0.5240568518638611
90,0.17528467923402785,0.1745436191558838,0.5225086212158203,0.5254311561584473
100,0.17093732431530953,0.1745651662349701,0.5215441584587097,0.524810254573822
110,0.1682127185165882,0.1742105782032013,0.5210700631141663,0.5250072479248047
120,0.1710006333887577,0.17403355240821838,0.5197747945785522,0.5243686437606812
130,0.1672226682305336,0.17265358567237854,0.5190415382385254,0.5241790413856506
140,0.1687307469546795,0.1754601150751114,0.5198086500167847,0.5261431336402893
150,0.17194804102182387,0.17508839070796967,0.5201313495635986,0.5252752900123596
160,0.17075755670666695,0.17491087317466736,0.5200271606445312,0.5248677134513855
170,0.1705527164041996,0.1748822182416916,0.5198472142219543,0.5247238874435425
180,0.17225501611828803,0.1746259331703186,0.5199533104896545,0.5248651504516602
190,0.17136624306440354,0.17492486536502838,0.5203620791435242,0.5259547829627991
200,0.1713558703660965,0.17541860044002533,0.5205764770507812,0.525739312171936
210,0.1728113889694214,0.175907701253891,0.5202420353889465,0.5248880386352539
220,0.1687664732336998,0.1744040697813034,0.5197920799255371,0.5241972804069519
230,0.17337566539645194,0.17493583261966705,0.5196627974510193,0.5248114466667175
240,0.17213053852319718,0.17455516755580902,0.5193497538566589,0.5246914029121399
250,0.17291683405637742,0.17402513325214386,0.5191410779953003,0.5240787267684937
260,0.1711319126188755,0.17486582696437836,0.5191296339035034,0.5241096019744873
270,0.16933344900608063,0.173972949385643,0.5188320279121399,0.5242938995361328
280,0.16960023641586303,0.17424233257770538,0.5182543992996216,0.5239652395248413
290,0.17082998752593995,0.17417746782302856,0.5175341367721558,0.5231307744979858
300,0.17011074349284172,0.17436881363391876,0.5173431634902954,0.523295521736145
310,0.16939281672239304,0.1735127568244934,0.5167604684829712,0.5228989124298096
320,0.170455102622509,0.17315958440303802,0.5161837935447693,0.5221299529075623
330,0.1688241995871067,0.1725476086139679,0.5156194567680359,0.5216230750083923
340,0.16919045075774192,0.17247922718524933,0.5145968198776245,0.5208104848861694
350,0.16956180781126023,0.17242491245269775,0.5142013430595398,0.5203303694725037
360,0.16879931539297105,0.17222444713115692,0.5137040019035339,0.5199259519577026
370,0.16909704878926277,0.17219257354736328,0.5130189061164856,0.5192357301712036
380,0.16567945927381517,0.17274323105812073,0.5125953555107117,0.518790066242218
390,0.1681301198899746,0.17195677757263184,0.5124208331108093,0.5183071494102478
400,0.16719305738806725,0.17165614664554596,0.5119932293891907,0.5176337957382202
410,0.1670818328857422,0.17123064398765564,0.5116423964500427,0.5169119238853455
420,0.1678739607334137,0.172403022646904,0.5114583373069763,0.5166442394256592
430,0.16774510368704795,0.17127832770347595,0.5114718675613403,0.5165415406227112
440,0.16800565496087075,0.17146773636341095,0.5113256573677063,0.5163075923919678
450,0.1684409998357296,0.1713385283946991,0.5113021731376648,0.5159048438072205
460,0.1691448301076889,0.17154377698898315,0.5112078785896301,0.5160454511642456
470,0.16824772357940673,0.1721070557832718,0.5109953284263611,0.5160085558891296
480,0.16696431636810302,0.17192687094211578,0.5110700130462646,0.5157966613769531
490,0.16759302839636803,0.17141158878803253,0.5108372569084167,0.5156252384185791
500,0.16761212944984435,0.17194882035255432,0.5109818577766418,0.5155919194221497
