epoch,train_mse,val_mse,train_nll,val_nll,theta_mean,sat_lo,sat_hi,sat_mid
1,991588.53671875,746524.5625,3.4016191959381104,3.367783784866333,0.9925426244735718,0.6718075275421143,0.32469668984413147,0.0034957826137542725
10,787374.8327148438,721885.75,3.21355938911438,3.183281898498535,0.9488324522972107,0.6228665113449097,0.37404894828796387,0.003084540367126465
20,1278841.0390625,705570.9375,3.114945650100708,3.089292049407959,0.9143652319908142,0.6103228330612183,0.38741517066955566,0.0022619962692260742
30,497398.29638671875,692061.75,3.052703380584717,3.0204100608825684,0.8902094960212708,0.6012749075889587,0.3970799744129181,0.001645117998123169
40,784881.2654296875,668309.5,3.0256309509277344,2.9894254207611084,0.8723703026771545,0.5712522864341736,0.42669135332107544,0.0020563602447509766
50,581875.06953125,671173.75,3.011267900466919,2.9772913455963135,0.8573442697525024,0.5696072578430176,0.42874768376350403,0.0016450583934783936
60,557585.53515625,670041.125,3.0038793087005615,2.9686968326568604,0.8438051342964172,0.5665227174758911,0.4308040142059326,0.0026732683181762695
70,534582.819140625,654993.5,2.9906704425811768,2.953611135482788,0.8341593742370605,0.5687847137451172,0.42874768376350403,0.002467602491378784
80,683853.8005859375,656045.0,2.9780571460723877,2.936929941177368,0.825525164604187,0.5500719547271729,0.4472547769546509,0.0026732683181762695
90,742483.9501953125,651064.8125,2.968999147415161,2.934062957763672,0.8197571039199829,0.5336211919784546,0.46514496207237244,0.0012338459491729736
100,615220.7794921875,652406.3125,2.964508056640625,2.932114362716675,0.8149524331092834,0.5566522479057312,0.4408801198005676,0.002467632293701172
110,588579.494140625,649641.75,2.958249568939209,2.9323902130126953,0.8111777901649475,0.5461649298667908,0.45198437571525574,0.0018506944179534912
120,684376.206640625,638065.625,2.9453394412994385,2.9173614978790283,0.8082720637321472,0.5293028950691223,0.4696689248085022,0.0010281801223754883
130,397560.17578125,640607.5625,2.946624994277954,2.9148149490356445,0.8067878484725952,0.5313592553138733,0.4672013223171234,0.001439422369003296
140,669369.1044921875,643107.4375,2.9382247924804688,2.916327476501465,0.8059090971946716,0.5358831882476807,0.46267735958099365,0.0014394521713256836
150,695917.872265625,641844.25,2.9391744136810303,2.912144660949707,0.805607795715332,0.5346493721008301,0.46267735958099365,0.0026732683181762695
160,708495.42890625,633012.0625,2.9354472160339355,2.9142510890960693,0.8054314851760864,0.5278634428977966,0.4682294726371765,0.0039070844650268555
170,779845.16875,633604.875,2.936018466949463,2.9133739471435547,0.8057855367660522,0.5288916230201721,0.4682294726371765,0.002878904342651367
180,628060.921875,634260.1875,2.939305543899536,2.9139115810394287,0.8055291175842285,0.5221056938171387,0.47501543164253235,0.0028788745403289795
190,668583.575,631400.3125,2.9374191761016846,2.911132335662842,0.8048645257949829,0.5258070826530457,0.4723421633243561,0.0018507540225982666
200,629709.66171875,623284.3125,2.93459415435791,2.9058949947357178,0.8047216534614563,0.5175817608833313,0.4803619086742401,0.002056330442428589
210,587018.252734375,625490.375,2.941102981567383,2.915292739868164,0.8043428659439087,0.5270408987998962,0.471314013004303,0.0016450881958007812
220,569151.780078125,623509.75,2.938108444213867,2.915634870529175,0.8034734129905701,0.5235451459884644,0.47295907139778137,0.0034957826137542725
230,684435.45,627046.125,2.9407851696014404,2.9157497882843018,0.8020219802856445,0.5311536192893982,0.4661731421947479,0.002673238515853882
240,687235.241796875,614317.25,2.9347589015960693,2.908681869506836,0.8009955883026123,0.5101789236068726,0.48673656582832336,0.003084510564804077
250,668380.40078125,623960.25,2.9359052181243896,2.9133150577545166,0.8004319071769714,0.5212831497192383,0.47727739810943604,0.0014394521713256836
260,669968.496875,605918.5625,2.934420108795166,2.9140946865081787,0.7998036742210388,0.5013366341590881,0.495990127325058,0.002673238515853882
270,514566.7078125,603585.5625,2.9337103366851807,2.911176919937134,0.7997950315475464,0.5021591782569885,0.4964013993740082,0.001439422369003296
280,718053.7421875,602501.1875,2.9369876384735107,2.915769100189209,0.7994404435157776,0.5017479062080383,0.49722394347190857,0.0010281503200531006
290,552463.648828125,608185.0625,2.9317970275878906,2.911492347717285,0.799627959728241,0.5021591782569885,0.49742957949638367,0.0004112422466278076
300,530543.565625,607941.3125,2.9245948791503906,2.900536060333252,0.7999754548072815,0.49043798446655273,0.5083281993865967,0.001233816146850586
310,606784.840625,607392.8125,2.9230780601501465,2.899914264678955,0.8008209466934204,0.48961547017097473,0.508945107460022,0.001439422369003296
320,553714.655078125,606690.4375,2.924638032913208,2.901346206665039,0.8017293810844421,0.48694220185279846,0.5118239521980286,0.0012338459491729736
330,515847.58671875,608058.9375,2.9240972995758057,2.8997132778167725,0.802493691444397,0.4836520552635193,0.514908492565155,0.0014394521713256836
340,589555.5671875,608403.4375,2.9229001998901367,2.8992886543273926,0.8030994534492493,0.4836520552635193,0.5153197646141052,0.0010281801223754883
350,642272.6,604086.0,2.925912857055664,2.90612530708313,0.8036511540412903,0.4844745993614197,0.5140859484672546,0.0014394521713256836
360,554304.6359375,611209.125,2.9245223999023438,2.9025187492370605,0.8042301535606384,0.48570841550827026,0.5124408602714539,0.001850724220275879
370,606685.934375,614241.5,2.9243898391723633,2.905769109725952,0.8047294020652771,0.48920419812202454,0.508945107460022,0.0018506944179534912
380,558128.97890625,609888.8125,2.9239442348480225,2.901587963104248,0.8050408363342285,0.4846802353858948,0.5136746764183044,0.0016450881958007812
390,581036.6078125,609724.75,2.9231667518615723,2.9012176990509033,0.8055671453475952,0.48632532358169556,0.512852132320404,0.0008225440979003906
400,632121.91640625,611035.6875,2.92431378364563,2.902376651763916,0.8063448071479797,0.48899856209754944,0.5091507434844971,0.0018506944179534912
410,578977.50234375,613479.3125,2.9245870113372803,2.907487630844116,0.8068207502365112,0.48694220185279846,0.5124408602714539,0.0006169378757476807
420,617210.26953125,610843.8125,2.9232988357543945,2.900836944580078,0.807106077671051,0.4836520552635193,0.5151141285896301,0.001233816146850586
430,585181.71484375,613561.5625,2.9265918731689453,2.9078638553619385,0.8071306943893433,0.48940983414649963,0.5087394714355469,0.0018506944179534912
440,592075.5921875,612380.125,2.923243284225464,2.9032790660858154,0.8073905110359192,0.4840633273124695,0.5140859484672546,0.001850724220275879
450,614280.425,616608.25,2.926114320755005,2.907228708267212,0.8074743151664734,0.49064362049102783,0.5060662031173706,0.0032901763916015625
460,590146.3609375,612271.4375,2.9241650104522705,2.9053773880004883,0.8073685765266418,0.48570841550827026,0.512646496295929,0.0016450881958007812
470,569356.1265625,613383.3125,2.925823211669922,2.9064078330993652,0.8073022365570068,0.48817601799964905,0.510590136051178,0.0012338459491729736
480,618946.7296875,617313.8125,2.926520347595215,2.90762996673584,0.8074687719345093,0.4900267422199249,0.5075056552886963,0.002467602491378784
490,623602.1796875,613027.9375,2.925157070159912,2.905411720275879,0.8076581358909607,0.48776474595069885,0.5101789236068726,0.002056330442428589
500,591639.8546875,610018.75,2.9232351779937744,2.90382981300354,0.808076024055481,0.48550277948379517,0.5130577683448792,0.0014394521713256836
