,h0,h1,h2,h3,h4,h5,h6
cyanobacteria_colonial_clathrate,-2.1556764,-1.2361724,-10.776337,0.47199142,0.95815384,-3.5086226,-1.3105615
cyanobacteria_colonial_probably,-2.4070616,0.39839113,-4.827987,-1.2941151,1.3208138,-1.4010901,0.5726543
cyanobacteria_filamentous,-1.2570243,-0.40048364,-1.6300793,-0.9384697,-0.5652359,-1.8808382,-2.5595787
cyclops,-0.561187,0.21887966,-0.92793924,0.07404117,-0.10767966,-0.40049094,0.5621319
daphnia,-0.5629917,0.7751359,-0.34106633,0.7494973,0.6748217,-1.955541,-0.081116
daphnia_cucullata,-0.57261413,-0.42239127,-11.184522,-0.2183793,0.7896509,-4.4411025,0.4110856
diaphanosoma,-2.519892,-0.5114259,-10.31557,-1.0925248,0.58182746,-3.6071987,1.3866099
didinium,0.016326573,-2.0102155,-1.1734083,0.22266364,0.25306252,0.2963547,0.08660789
dinobryon,-3.7526133,-0.8962019,0.34970197,2.3628232,0.50239336,-1.8357441,0.50395536
dinoflagellate_diamond,3.149959,0.44909552,0.7825186,-1.6876584,-0.77056617,0.23524909,-0.5672243
dolichospermum,-2.1921837,0.008933182,-3.6596475,0.38136473,0.7837536,-0.8736334,-1.3032265
eudiaptomus,-0.16207461,0.17897591,0.3233947,-0.091276325,0.032486007,-0.040428337,-0.16886872
fragilaria,-3.0337617,-0.5890578,-1.6398908,1.4505651,0.59028554,-1.5001192,-1.9255441
gonium,-3.72902,-1.4496027,-3.754488,-0.9184096,-0.5967402,-1.3618586,-0.529442
gymnodinium,0.58979726,-0.8180149,-1.5201958,-0.3781873,0.848473,-0.41004175,0.4413456
kellicottia,0.5132818,0.034263756,-0.45609352,0.25215435,-0.45793748,0.035101674,0.36999097
keratella_cochlearis,-0.55661255,-0.7150872,-1.0026155,0.75340766,0.104265526,-0.25404185,0.054282047
keratella_quadrata,-0.13754296,-0.039425056,0.7570195,1.7525575,0.10034695,-0.8955696,0.17368938
leptodora,-1.1828599,0.8051068,-9.714817,0.33223107,1.3702124,-3.2499096,-0.0013003461
limnoraphis,-0.47007516,-1.0357108,-3.9273686,-0.6175656,1.81467,-3.6307116,-0.17887941
mallomonas_akrokomos,0.78242743,-0.83537745,2.0492675,-0.41769034,-0.850713,-0.060302682,0.6728962
mallomonas_big,0.18024498,-2.0436845,-0.2974799,0.73762286,1.1222569,-1.4665407,-0.25417346
nauplius,0.040114608,0.23563783,0.10410788,0.12119036,-0.022233702,-0.39970037,0.71593255
oocystaceae,-1.0592874,-0.4374571,-3.7880125,-0.77390134,1.1794246,-1.5388958,1.4010626
pandorina,-1.1503099,0.20605513,-0.2898118,0.28071836,0.35887066,0.17396484,-0.33506766
paradileptus,-1.3937927,-0.5332105,-3.1788957,1.1526033,0.8442107,-1.2988658,-0.93282276
pediastrum,-1.3756785,-0.427849,-2.1281707,-0.47300637,1.0115775,-0.7490561,-0.3033179
pennate_diatom,-0.54849654,-1.0062141,0.6921972,-1.148821,-0.016786193,-1.1613503,-1.6447371
peridinium,0.033946384,-2.2284453,-2.3742766,-0.105041414,0.14923601,0.43514147,0.39147836
phacotus,-1.0267756,-0.6791784,-2.6051528,0.9654293,0.88921034,-1.8946759,-0.10490739
plankton_x,-1.0659353,-0.6265284,-0.58822256,-0.2309176,-0.25953478,0.19249643,1.3052117
plankton_y,0.59763753,-0.5288285,0.076191165,-0.3515917,0.34166372,0.6984944,0.06054081
plankton_z,-1.2362517,-2.3486907,-4.7029505,-0.5617984,0.910276,-1.2503066,0.1915582
planktosphaeria,0.1825037,0.016737044,-1.3888581,1.5802511,0.3805148,-2.00636,-0.6881034
polyarthra,0.50230527,0.2559404,-0.99303454,0.4819549,-1.7169498,-0.047162633,1.1505312
protist_like_ciliate,-0.03412613,-1.4460447,-2.1632683,-0.313709,0.28159043,-0.6755269,0.39885464
rhodomonas,0.8510911,0.57017344,0.6069358,-0.6336093,0.22334084,0.059485927,0.5879897
rotifer,-0.20049444,0.10588939,-0.45919853,1.0815529,-0.46483177,-0.5844828,1.044186
rotifer_long,-0.5062036,-0.4508062,-1.1528982,0.04632806,-0.06870228,-1.3680247,0.7955739
rotifer_z,-1.2570949,-4.141697,-2.9133773,1.1221076,0.095263466,-1.2503321,0.63514143
scenedesmus,-1.6004485,-1.0653148,-7.6699505,-0.27384362,1.3355784,-0.94631773,-0.03700919
snowella,0.55523425,-6.7044897,-0.22051328,-6.666314,-1.481612,-3.6845922,3.257708
staurastrum,-0.91213715,0.09754174,-0.28533462,-0.10350106,0.5571872,0.058555398,-0.039525803
strombidium,-0.10680265,-0.3473859,0.038646292,-0.061227757,0.07088334,0.5928258,0.7252609
synchaeta,1.6755759,-0.3193625,1.7206033,1.5066556,-0.707859,-1.390827,-0.10982088
synedra,-1.0892589,-0.027359556,1.9106239,0.63484836,0.47165173,-1.0104648,-0.20933738
synedra_angustissima,1.8628205,-1.2701408,-6.434628,0.5487158,0.84493357,-2.8533528,-1.7995163
synura,-2.1571,0.13160811,-6.321983,0.67893493,1.0580777,-1.1800551,-1.0515443
tetraedron,-0.66719145,-1.0303339,-1.2446623,-0.64544606,1.0293367,-0.90785074,0.669817
tintinnid,0.49781725,-0.27350658,-0.611006,-0.1604284,0.10307225,0.08107496,-0.2389492
trichocerca,-0.48345315,-0.6256109,-1.3448327,0.42924923,-0.39301682,-0.3387352,0.9002648
uroglena,-4.078847,0.77563065,-0.7399869,1.9306407,-0.54795074,-0.7860718,1.1748195
vorticella_epistylis_like,0.6452697,-1.078394,-1.6464678,-0.37386826,0.19917493,0.04023389,-0.43238515
