,h0,h1,h2,h3,h4,h5,h6
aphanizomenon,-0.7276364,0.1356278,-1.7710929,0.99396753,0.06526927,-2.1477685,-0.74299145
askenasia,-0.34272102,-1.0880529,-0.37338775,0.7331896,0.60698575,-0.67694384,0.6652199
asplanchna,0.4317135,0.2950122,0.7571073,1.2030625,-0.04843604,-1.3827006,1.155884
asterionella,-0.9918352,-2.2729955,-1.2686443,-0.6268087,1.0250918,-2.1526067,-2.5538814
aulacoseira,1.010749,1.5844992,-0.14201975,1.1738396,1.4292163,-1.6833782,-2.7078748
bosmina,1.2535195,0.29351863,-0.7690783,-0.4359567,0.3536034,-0.120339975,0.6252737
centric_diatom,2.3448768,-2.3652546,-0.49606436,0.10609607,-0.17874047,0.8613164,-0.79643625
ceratium,-1.4076114,-0.849719,-2.2480216,1.7400597,0.5137597,-0.62347335,-0.47339413
chaoborus,-0.92769253,-0.62419945,-3.0790403,0.98852634,0.37362924,-1.7476776,-0.11132541
chlorophyte,-0.46851248,-0.8264428,-1.7939076,-0.16796087,0.8218596,-1.0828195,0.7541492
chlorophyte_colonial_dividing,-1.8268114,-0.5306046,-2.053114,-0.17643273,0.79017425,-1.0870802,0.7817662
chlorophyte_elongated,-0.8458817,0.08957942,1.3203703,-0.68304414,-1.0270476,-0.3811671,0.101576895
chlorophyte_frame,-2.0006151,-0.48019826,-1.2361137,-0.89001924,0.5838349,-0.95179766,0.41124
chlorophyte_square,-1.5485206,-0.47165498,-3.343431,-0.6366166,0.6137122,-0.51798,0.7116331
chroococcales,-2.869686,-0.39665493,-6.0337367,-1.3349792,1.6078653,-0.8811852,0.7750396
chydorus,0.5624673,-1.6310152,-1.485716,-0.7997456,1.9432557,-3.4536426,-0.21341763
ciliate,0.53960854,-0.015151116,0.69385064,-0.44394356,-0.60936975,-0.25176135,0.35705918
ciliate_big,0.6624418,0.7359763,-2.8560228,0.8717496,0.8650426,-2.0036993,-1.1280671
ciliate_blue,-0.5221878,0.09750204,-1.1268107,-0.26973915,0.52940834,-0.08803473,0.109099284
ciliate_green,-1.0274831,-1.2012383,-0.23064461,1.9240481,1.0798358,-1.6923478,0.42011863
ciliate_round,0.8892787,-0.9284822,-0.8982495,-0.34271434,-0.07666199,-0.083375916,-0.52887446
closterium,-0.09920577,-0.9559196,-0.012679785,0.10445746,0.56191236,-0.60352576,-0.8739075
coelastrum_reticulatum,-1.2842607,0.82482624,-0.7761225,-3.7569902,2.184384,0.2662001,-2.1377604
coelosphaerium,-4.4102764,-0.3136111,-6.4580417,-1.7071037,0.9538394,-2.903998,-0.5662713
coleps,-0.7885857,-0.83968747,-1.697361,-0.9931456,1.495081,-1.1551538,-0.39787182
collotheca,-1.8770032,-1.1601493,-2.3035345,-0.15612583,1.50844,-1.6601471,-0.22421254
conochilus,0.84694237,0.10859851,0.75942665,1.9882681,-0.42544925,-1.2550936,1.331924
cosmarium,-1.0549365,-1.018975,-4.310141,-0.23184031,0.6343642,-0.33532995,0.30078164
cryptophyte,-0.0022268314,0.30045983,-0.46283117,-0.28764346,0.42015216,-0.5811053,0.6554351
cyanobacteria_colonial_blue,-1.051522,-1.1200194,-4.9247932,-0.5130693,1.4822536,-2.2642224,0.27860126
